service_id,date,exception_type
1,20160429,1
1,20160430,1
1,20160506,1
1,20160507,1
1,20160513,1
2,20160514,1
2,20160520,1
2,20160521,1
2,20160527,1
2,20160528,1
2,20160529,1
2,20160603,1
2,20160604,1
2,20160610,1
2,20160611,1
2,20160617,1
2,20160618,1
2,20160624,1
2,20160625,1
2,20160701,1
2,20160702,1
2,20160703,1
2,20160708,1
2,20160709,1
2,20160715,1
2,20160716,1
2,20160722,1
2,20160723,1
2,20160729,1
2,20160730,1
2,20160805,1
2,20160806,1
2,20160812,1
2,20160813,1
2,20160819,1
2,20160820,1
2,20160826,1
2,20160827,1
2,20160902,1
2,20160903,1
2,20160904,1
2,20160909,1
2,20160910,1
2,20160916,1
2,20160917,1
2,20160923,1
2,20160924,1
2,20160930,1
2,20161001,1
2,20161007,1
2,20161008,1
2,20161014,1
2,20161015,1
2,20161021,1
3,20160430,1
3,20160501,1
3,20160507,1
3,20160508,1
3,20160514,1
4,20160515,1
4,20160521,1
4,20160522,1
4,20160528,1
4,20160529,1
4,20160530,1
4,20160604,1
4,20160605,1
4,20160611,1
4,20160612,1
4,20160618,1
4,20160619,1
4,20160625,1
4,20160626,1
4,20160702,1
4,20160703,1
4,20160704,1
4,20160709,1
4,20160710,1
4,20160716,1
4,20160717,1
4,20160723,1
4,20160724,1
4,20160730,1
4,20160731,1
4,20160806,1
4,20160807,1
4,20160813,1
4,20160814,1
4,20160820,1
4,20160821,1
4,20160827,1
4,20160828,1
4,20160903,1
4,20160904,1
4,20160905,1
4,20160910,1
4,20160911,1
4,20160917,1
4,20160918,1
4,20160924,1
4,20160925,1
4,20161001,1
4,20161002,1
4,20161008,1
4,20161009,1
4,20161015,1
4,20161016,1
5,20160425,1
5,20160426,1
5,20160427,1
5,20160428,1
5,20160501,1
5,20160502,1
5,20160503,1
5,20160504,1
5,20160505,1
5,20160508,1
5,20160509,1
5,20160510,1
5,20160511,1
5,20160512,1
6,20160515,1
6,20160516,1
6,20160517,1
6,20160518,1
6,20160519,1
6,20160522,1
6,20160523,1
6,20160524,1
6,20160525,1
6,20160526,1
6,20160530,1
6,20160531,1
6,20160601,1
6,20160602,1
6,20160605,1
6,20160606,1
6,20160607,1
6,20160608,1
6,20160609,1
6,20160612,1
6,20160613,1
6,20160614,1
6,20160615,1
6,20160616,1
6,20160619,1
6,20160620,1
6,20160621,1
6,20160622,1
6,20160623,1
6,20160626,1
6,20160627,1
6,20160628,1
6,20160629,1
6,20160630,1
6,20160704,1
6,20160705,1
6,20160706,1
6,20160707,1
6,20160710,1
6,20160711,1
6,20160712,1
6,20160713,1
6,20160714,1
6,20160717,1
6,20160718,1
6,20160719,1
6,20160720,1
6,20160721,1
6,20160724,1
6,20160725,1
6,20160726,1
6,20160727,1
6,20160728,1
6,20160731,1
6,20160801,1
6,20160802,1
6,20160803,1
6,20160804,1
6,20160807,1
6,20160808,1
6,20160809,1
6,20160810,1
6,20160811,1
6,20160814,1
6,20160815,1
6,20160816,1
6,20160817,1
6,20160818,1
6,20160821,1
6,20160822,1
6,20160823,1
6,20160824,1
6,20160825,1
6,20160828,1
6,20160829,1
6,20160830,1
6,20160831,1
6,20160901,1
6,20160905,1
6,20160906,1
6,20160907,1
6,20160908,1
6,20160911,1
6,20160912,1
6,20160913,1
6,20160914,1
6,20160915,1
6,20160918,1
6,20160919,1
6,20160920,1
6,20160921,1
6,20160922,1
6,20160925,1
6,20160926,1
6,20160927,1
6,20160928,1
6,20160929,1
6,20161002,1
6,20161003,1
6,20161004,1
6,20161005,1
6,20161006,1
6,20161009,1
6,20161010,1
6,20161011,1
6,20161012,1
6,20161013,1
6,20161016,1
6,20161017,1
6,20161018,1
6,20161019,1
6,20161020,1
7,20160425,1
7,20160426,1
7,20160427,1
7,20160428,1
7,20160429,1
7,20160502,1
7,20160503,1
7,20160504,1
7,20160505,1
7,20160506,1
7,20160509,1
7,20160510,1
7,20160511,1
7,20160512,1
7,20160513,1
8,20160516,1
8,20160517,1
8,20160518,1
8,20160519,1
8,20160520,1
8,20160523,1
8,20160524,1
8,20160525,1
8,20160526,1
8,20160527,1
8,20160531,1
8,20160601,1
8,20160602,1
8,20160603,1
8,20160606,1
8,20160607,1
8,20160608,1
8,20160609,1
8,20160610,1
8,20160613,1
8,20160614,1
8,20160615,1
8,20160616,1
8,20160617,1
8,20160620,1
8,20160621,1
8,20160622,1
8,20160623,1
8,20160624,1
8,20160627,1
8,20160628,1
8,20160629,1
8,20160630,1
8,20160701,1
8,20160705,1
8,20160706,1
8,20160707,1
8,20160708,1
8,20160711,1
8,20160712,1
8,20160713,1
8,20160714,1
8,20160715,1
8,20160718,1
8,20160719,1
8,20160720,1
8,20160721,1
8,20160722,1
8,20160725,1
8,20160726,1
8,20160727,1
8,20160728,1
8,20160729,1
8,20160801,1
8,20160802,1
8,20160803,1
8,20160804,1
8,20160805,1
8,20160808,1
8,20160809,1
8,20160810,1
8,20160811,1
8,20160812,1
8,20160815,1
8,20160816,1
8,20160817,1
8,20160818,1
8,20160819,1
8,20160822,1
8,20160823,1
8,20160824,1
8,20160825,1
8,20160826,1
8,20160829,1
8,20160830,1
8,20160831,1
8,20160901,1
8,20160902,1
8,20160906,1
8,20160907,1
8,20160908,1
8,20160909,1
8,20160912,1
8,20160913,1
8,20160914,1
8,20160915,1
8,20160916,1
8,20160919,1
8,20160920,1
8,20160921,1
8,20160922,1
8,20160923,1
8,20160926,1
8,20160927,1
8,20160928,1
8,20160929,1
8,20160930,1
8,20161003,1
8,20161004,1
8,20161005,1
8,20161006,1
8,20161007,1
8,20161010,1
8,20161011,1
8,20161012,1
8,20161013,1
8,20161014,1
8,20161017,1
8,20161018,1
8,20161019,1
8,20161020,1
8,20161021,1
9,20160717,1
10,20160514,1
10,20160515,1
10,20160521,1
10,20160522,1
10,20160528,1
10,20160529,1
10,20160530,1
10,20160604,1
10,20160605,1
10,20160611,1
10,20160612,1
10,20160618,1
10,20160619,1
10,20160625,1
10,20160626,1
10,20160702,1
10,20160703,1
10,20160704,1
10,20160709,1
10,20160710,1
10,20160716,1
10,20160717,1
10,20160723,1
10,20160724,1
10,20160730,1
10,20160731,1
10,20160806,1
10,20160807,1
10,20160813,1
10,20160814,1
10,20160820,1
10,20160821,1
10,20160827,1
10,20160828,1
10,20160903,1
10,20160904,1
10,20160905,1
10,20160910,1
10,20160911,1
10,20160917,1
10,20160918,1
10,20160924,1
10,20160925,1
10,20161001,1
10,20161002,1
10,20161008,1
10,20161009,1
10,20161015,1
10,20161016,1
11,20160430,1
11,20160501,1
11,20160507,1
11,20160508,1
12,20160430,1
12,20160507,1
12,20160514,1
12,20160521,1
12,20160528,1
12,20160604,1
12,20160611,1
12,20160618,1
12,20160625,1
12,20160702,1
12,20160709,1
12,20160716,1
12,20160723,1
12,20160730,1
12,20160806,1
12,20160813,1
12,20160820,1
12,20160827,1
12,20160903,1
12,20160910,1
12,20160917,1
12,20160924,1
12,20161001,1
12,20161008,1
12,20161015,1
13,20160501,1
13,20160508,1
13,20160515,1
13,20160522,1
13,20160529,1
13,20160605,1
13,20160612,1
13,20160619,1
13,20160626,1
13,20160703,1
13,20160710,1
13,20160717,1
13,20160724,1
13,20160731,1
13,20160807,1
13,20160814,1
13,20160821,1
13,20160828,1
13,20160904,1
13,20160911,1
13,20160918,1
13,20160925,1
13,20161002,1
13,20161009,1
13,20161016,1
14,20160425,1
14,20160426,1
14,20160427,1
14,20160428,1
14,20160429,1
14,20160502,1
14,20160503,1
14,20160504,1
14,20160505,1
14,20160506,1
14,20160509,1
14,20160510,1
14,20160511,1
14,20160512,1
14,20160513,1
14,20160516,1
14,20160517,1
14,20160518,1
14,20160519,1
14,20160520,1
14,20160523,1
14,20160524,1
14,20160525,1
14,20160526,1
14,20160527,1
14,20160530,1
14,20160531,1
14,20160601,1
14,20160602,1
14,20160603,1
14,20160606,1
14,20160607,1
14,20160608,1
14,20160609,1
14,20160610,1
14,20160613,1
14,20160614,1
14,20160615,1
14,20160616,1
14,20160617,1
14,20160620,1
14,20160621,1
14,20160622,1
14,20160623,1
14,20160624,1
14,20160627,1
14,20160628,1
14,20160629,1
14,20160630,1
14,20160701,1
14,20160704,1
14,20160705,1
14,20160706,1
14,20160707,1
14,20160708,1
14,20160711,1
14,20160712,1
14,20160713,1
14,20160714,1
14,20160715,1
14,20160718,1
14,20160719,1
14,20160720,1
14,20160721,1
14,20160722,1
14,20160725,1
14,20160726,1
14,20160727,1
14,20160728,1
14,20160729,1
14,20160801,1
14,20160802,1
14,20160803,1
14,20160804,1
14,20160805,1
14,20160808,1
14,20160809,1
14,20160810,1
14,20160811,1
14,20160812,1
14,20160815,1
14,20160816,1
14,20160817,1
14,20160818,1
14,20160819,1
14,20160822,1
14,20160823,1
14,20160824,1
14,20160825,1
14,20160826,1
14,20160829,1
14,20160830,1
14,20160831,1
14,20160901,1
14,20160902,1
14,20160905,1
14,20160906,1
14,20160907,1
14,20160908,1
14,20160909,1
14,20160912,1
14,20160913,1
14,20160914,1
14,20160915,1
14,20160916,1
14,20160919,1
14,20160920,1
14,20160921,1
14,20160922,1
14,20160923,1
14,20160926,1
14,20160927,1
14,20160928,1
14,20160929,1
14,20160930,1
14,20161003,1
14,20161004,1
14,20161005,1
14,20161006,1
14,20161007,1
14,20161010,1
14,20161011,1
14,20161012,1
14,20161013,1
14,20161014,1
14,20161017,1
14,20161018,1
14,20161019,1
14,20161020,1
14,20161021,1
15,20160530,1
15,20160704,1
15,20160905,1
16,20160527,1
16,20160701,1
16,20160902,1
17,20160516,1
17,20160517,1
