trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
CYN_1055_V5_M,06:46:00,06:46:00,90005,1,0,0
CYN_1055_V5_M,06:51:00,06:51:00,90004,5,0,0
CYN_1055_V5_M,07:02:00,07:02:00,90003,15,0,0
CYN_1055_V5_M,07:05:00,07:05:00,90002,17,0,0
CYN_1055_V5_M,07:08:00,07:08:00,90001,19,0,0
CYN_1059_V5_M,08:10:00,08:10:00,90005,1,0,0
CYN_1059_V5_M,08:15:00,08:15:00,90004,5,0,0
CYN_1059_V5_M,08:26:00,08:26:00,90003,15,0,0
CYN_1059_V5_M,08:29:00,08:29:00,90002,17,0,0
CYN_1059_V5_M,08:31:00,08:31:00,90001,19,0,0
CYN_1071_V5_M,12:00:00,12:00:00,90005,1,0,0
CYN_1071_V5_M,12:05:00,12:05:00,90004,5,0,0
CYN_1071_V5_M,12:16:00,12:16:00,90003,15,0,0
CYN_1071_V5_M,12:19:00,12:19:00,90002,17,0,0
CYN_1071_V5_M,12:21:00,12:21:00,90001,19,0,0
CYN_1081_V5_M,15:16:00,15:16:00,90005,1,0,0
CYN_1081_V5_M,15:21:00,15:21:00,90004,5,0,0
CYN_1081_V5_M,15:32:00,15:32:00,90003,15,0,0
CYN_1081_V5_M,15:35:00,15:35:00,90002,17,0,0
CYN_1081_V5_M,15:37:00,15:37:00,90001,19,0,0
CYN_1083_V5_M,16:37:00,16:37:00,90005,1,0,0
CYN_1083_V5_M,16:42:00,16:42:00,90004,5,0,0
CYN_1083_V5_M,16:53:00,16:53:00,90003,15,0,0
CYN_1083_V5_M,16:56:00,16:56:00,90002,17,0,0
CYN_1083_V5_M,16:58:00,16:58:00,90001,19,0,0
CYN_1085_V5_M,17:57:00,17:57:00,90005,1,0,0
CYN_1085_V5_M,18:02:00,18:02:00,90004,5,0,0
CYN_1085_V5_M,18:13:00,18:13:00,90003,15,0,0
CYN_1085_V5_M,18:16:00,18:16:00,90002,17,0,0
CYN_1085_V5_M,18:18:00,18:18:00,90001,19,0,0
TRE_1701_V5_M,05:35:00,05:35:00,90005,1,0,0
TRE_1701_V5_M,05:39:00,05:39:00,90004,5,0,0
TRE_1701_V5_M,05:49:00,05:49:00,90711,15,0,0
TRE_1701_V5_M,05:55:00,05:55:00,90710,17,0,0
TRE_1701_V5_M,05:58:00,05:58:00,90709,19,0,0
TRE_1701_V5_M,06:00:00,06:00:00,90708,20,0,0
TRE_1701_V5_M,06:03:00,06:03:00,90707,21,0,0
TRE_1701_V5_M,06:06:00,06:06:00,90706,23,0,0
TRE_1701_V5_M,06:12:00,06:12:00,90704,25,0,0
TRE_1701_V5_M,06:14:00,06:14:00,90703,26,0,0
TRE_1701_V5_M,06:19:00,06:19:00,90702,28,0,0
TRE_1701_V5_M,06:31:00,06:31:00,90701,31,0,0
NOR_207_V26_M,06:39:00,06:39:00,90228,1,0,0
NOR_207_V26_M,06:41:00,06:41:00,90227,3,0,0
NOR_207_V26_M,06:44:00,06:44:00,90226,6,0,0
NOR_207_V26_M,06:52:00,06:52:00,90225,9,0,0
NOR_207_V26_M,06:54:00,06:54:00,90224,10,0,0
NOR_207_V26_M,06:57:00,06:57:00,90223,11,0,0
NOR_207_V26_M,07:02:00,07:02:00,90222,15,0,0
NOR_207_V26_M,07:04:00,07:04:00,90221,17,0,0
NOR_207_V26_M,07:06:00,07:06:00,90220,18,0,0
NOR_207_V26_M,07:08:00,07:08:00,90219,20,0,0
NOR_207_V26_M,07:11:00,07:11:00,90218,21,0,0
NOR_207_V26_M,07:14:00,07:14:00,90008,23,0,0
NOR_207_V26_M,07:17:00,07:17:00,90007,24,0,0
NOR_207_V26_M,07:23:00,07:23:00,90006,27,0,0
NOR_207_V26_M,07:28:00,07:28:00,90005,29,0,0
NOR_207_V26_M,07:33:00,07:33:00,90004,33,0,0
NOR_207_V37_M,06:39:00,06:39:00,90228,1,0,0
NOR_207_V37_M,06:41:00,06:41:00,90227,3,0,0
NOR_207_V37_M,06:44:00,06:44:00,90226,6,0,0
NOR_207_V37_M,06:52:00,06:52:00,90225,9,0,0
NOR_207_V37_M,06:54:00,06:54:00,90224,10,0,0
NOR_207_V37_M,06:57:00,06:57:00,90223,11,0,0
NOR_207_V37_M,07:02:00,07:02:00,90222,15,0,0
NOR_207_V37_M,07:04:00,07:04:00,90221,17,0,0
NOR_207_V37_M,07:06:00,07:06:00,90220,18,0,0
NOR_207_V37_M,07:08:00,07:08:00,90219,20,0,0
NOR_207_V37_M,07:11:00,07:11:00,90218,21,0,0
NOR_207_V37_M,07:14:00,07:14:00,90008,23,0,0
NOR_207_V37_M,07:17:00,07:17:00,90007,24,0,0
NOR_207_V37_M,07:23:00,07:23:00,90006,27,0,0
NOR_207_V37_M,07:28:00,07:28:00,90005,29,0,0
NOR_207_V37_M,07:33:00,07:33:00,90004,33,0,0
NOR_211_V27_M,08:39:00,08:39:00,90228,1,0,0
NOR_211_V27_M,08:41:00,08:41:00,90227,3,0,0
NOR_211_V27_M,08:44:00,08:44:00,90226,6,0,0
NOR_211_V27_M,08:52:00,08:52:00,90225,9,0,0
NOR_211_V27_M,08:54:00,08:54:00,90224,10,0,0
NOR_211_V27_M,08:57:00,08:57:00,90223,11,0,0
NOR_211_V27_M,09:02:00,09:02:00,90222,15,0,0
NOR_211_V27_M,09:04:00,09:04:00,90221,17,0,0
NOR_211_V27_M,09:06:00,09:06:00,90220,18,0,0
