"route_id","service_id","trip_id","trip_headsign","block_id","trip_short_name","shape_id","direction_id","wheelchair_accessible"
"CYN","M1","CYN_1055_V5_M","Cynwyd","1055","1055","005001","1","1"
"CYN","M1","CYN_1059_V5_M","Cynwyd","1059","1059","005001","1","1"
"CYN","M1","CYN_1071_V5_M","Cynwyd","1071","1071","005001","1","1"
"CYN","M1","CYN_1081_V5_M","Cynwyd","1081","1081","005001","1","1"
"CYN","M1","CYN_1083_V5_M","Cynwyd","1083","1083","005001","1","1"
"CYN","M1","CYN_1085_V5_M","Cynwyd","1085","1085","005001","1","1"
"WIL","M2","WIL_1209_V13_M","Wilmington","1209","1209","005203","1","1"
"WIL","M3","WIL_1209_V14_M","Wilmington","1209","1209","005203","1","1"
"WIL","M2","WIL_1213_V13_M","Wilmington","1213","1213","005203","1","1"
"WIL","M3","WIL_1213_V14_M","Wilmington","1213","1213","005203","1","1"
"WIL","M2","WIL_1217_V13_M","Wilmington","1217","1217","005203","1","1"
"WIL","M3","WIL_1217_V14_M","Wilmington","1217","1217","005203","1","1"
"WIL","M2","WIL_1221_V13_M","Wilmington","1221","1221","005203","1","1"
"WIL","M3","WIL_1221_V14_M","Wilmington","1221","1221","005203","1","1"
"WIL","M2","WIL_1225_V13_M","Wilmington","1225","1225","005203","1","1"
"WIL","M3","WIL_1225_V14_M","Wilmington","1225","1225","005203","1","1"
"WIL","M2","WIL_1229_V13_M","Wilmington","1229","1229","005203","1","1"
"WIL","M3","WIL_1229_V14_M","Wilmington","1229","1229","005203","1","1"
"WIL","M2","WIL_1233_V13_M","Wilmington","1233","1233","005203","1","1"
"WIL","M3","WIL_1233_V14_M","Wilmington","1233","1233","005203","1","1"
"WIL","M2","WIL_1237_V13_M","Marcus Hook","1237","1237","005205","1","1"
"WIL","M3","WIL_1237_V14_M","Marcus Hook","1237","1237","005205","1","1"
"TRE","M1","TRE_1701_V5_M","Trenton","1701","1701","005701","1","1"
"TRE","M2","TRE_1707_V13_M","Trenton","1707","1707","006701","1","1"
"TRE","M3","TRE_1707_V14_M","Trenton","1707","1707","006701","1","1"
"TRE","M2","TRE_1709_V13_M","Trenton","1709","1709","006701","1","1"
"TRE","M3","TRE_1709_V14_M","Trenton","1709","1709","006701","1","1"
"TRE","M2","TRE_1711_V13_M","Trenton","1711","1711","006701","1","1"
"TRE","M3","TRE_1711_V14_M","Trenton","1711","1711","006701","1","1"
"TRE","M2","TRE_1713_V13_M","Trenton","1713","1713","006701","1","1"
"TRE","M3","TRE_1713_V14_M","Trenton","1713","1713","006701","1","1"
"TRE","M2","TRE_1715_V13_M","Trenton","1715","1715","006701","1","1"
"TRE","M3","TRE_1715_V14_M","Trenton","1715","1715","006701","1","1"
"TRE","M2","TRE_1717_V13_M","Trenton","1717","1717","006701","1","1"
"TRE","M3","TRE_1717_V14_M","Trenton","1717","1717","006701","1","1"
"TRE","M2","TRE_1719_V13_M","Trenton","1719","1719","006701","1","1"
"TRE","M3","TRE_1719_V14_M","Trenton","1719","1719","006701","1","1"
"TRE","M2","TRE_1721_V13_M","Trenton","1721","1721","006701","1","1"
"TRE","M3","TRE_1721_V14_M","Trenton","1721","1721","006701","1","1"
"TRE","M2","TRE_1723_V13_M","Trenton","1723","1723","006701","1","1"
"TRE","M3","TRE_1723_V14_M","Trenton","1723","1723","006701","1","1"
"TRE","M2","TRE_1725_V13_M","Trenton","1725","1725","006701","1","1"
"TRE","M3","TRE_1725_V14_M","Trenton","1725","1725","006701","1","1"
"TRE","M2","TRE_1727_V13_M","Trenton","1727","1727","006701","1","1"
"TRE","M3","TRE_1727_V14_M","Trenton","1727","1727","006701","1","1"
"TRE","M2","TRE_1729_V13_M","Trenton","1729","1729","006701","1","1"
"TRE","M3","TRE_1729_V14_M","Trenton","1729","1729","006701","1","1"
"TRE","M2","TRE_1731_V13_M","Trenton","1731","1731","006701","1","1"
"TRE","M3","TRE_1731_V14_M","Trenton","1731","1731","006701","1","1"
"TRE","M2","TRE_1733_V13_M","Trenton","1733","1733","006701","1","1"
"TRE","M3","TRE_1733_V14_M","Trenton","1733","1733","006701","1","1"
"TRE","M2","TRE_1735_V13_M","Trenton","1735","1735","006701","1","1"
"TRE","M3","TRE_1735_V14_M","Trenton","1735","1735","006701","1","1"
"CHW","M2","CHW_1809_V13_M","Chestnut Hill West","1809","1809","005801","1","1"
"CHW","M3","CHW_1809_V14_M","Chestnut Hill West","1809","1809","005801","1","1"
"CHW","M2","CHW_1813_V13_M","Chestnut Hill West","1813","1813","005801","1","1"
"CHW","M3","CHW_1813_V14_M","Chestnut Hill West","1813","1813","005801","1","1"
"CHW","M2","CHW_1817_V13_M","Chestnut Hill West","1817","1817","005801","1","1"
"CHW","M3","CHW_1817_V14_M","Chestnut Hill West","1817","1817","005801","1","1"
"CHW","M2","CHW_1821_V13_M","Chestnut Hill West","1821","1821","005801","1","1"
"CHW","M3","CHW_1821_V14_M","Chestnut Hill West","1821","1821","005801","1","1"
"CHW","M2","CHW_1825_V13_M","Chestnut Hill West","1825","1825","005801","1","1"
"CHW","M3","CHW_1825_V14_M","Chestnut Hill West","1825","1825","005801","1","1"
"CHW","M2","CHW_1829_V13_M","Chestnut Hill West","1829","1829","005801","1","1"
"CHW","M3","CHW_1829_V14_M","Chestnut Hill West","1829","1829","005801","1","1"
"CHW","M2","CHW_1833_V13_M","Chestnut Hill West","1833","1833","005801","1","1"
"CHW","M3","CHW_1833_V14_M","Chestnut Hill West","1833","1833","005801","1","1"
"CHW","M2","CHW_1837_V13_M","Chestnut Hill West","1837","1837","005801","1","1"
"CHW","M3","CHW_1837_V14_M","Chestnut Hill West","1837","1837","005801","1","1"
"CHW","M2","CHW_1841_V13_M","Chestnut Hill West","1841","1841","005801","1","1"
"CHW","M3","CHW_1841_V14_M","Chestnut Hill West","1841","1841","005801","1","1"
"NOR","M1","NOR_203_V5_M","Center City Philadelphia","203","203","228005","1","1"
"WIL","M1","WIL_203_V5_M","Marcus Hook","203","203","005205","1","1"
"NOR","M1","NOR_207_V15_M","Center City Philadelphia","207","207","228005","1","1"
"WIL","M1","WIL_207_V15_M","Wilmington","207","207","005203","1","1"
"NOR","M1","NOR_2303_V50_M","Center City Philadelphia","2303","2303","228005","1","1"
"MED","M1","MED_2303_V50_M","Wawa","2303","2303","005300","1","1"
"NOR","M1","NOR_2305_V50_M","Center City Philadelphia","2305","2305","228005","1","1"
"MED","M1","MED_2305_V50_M","Wawa","2305","2305","005300","1","1"
"NOR","M1","NOR_2309_V19_M","Center City Philadelphia","2309","2309","228005","1","1"
"MED","M1","MED_2309_V19_M","Wawa","2309","2309","005300","1","1"
"NOR","M1","NOR_2311_V85_M","Center City Philadelphia","2311","2311","228005","1","1"
"MED","M1","MED_2311_V85_M","Wawa","2311","2311","005300","1","1"
"NOR","M1","NOR_2313_V19_M","Center City Philadelphia","2313","2313","228005","1","1"
"MED","M1","MED_2313_V19_M","Wawa","2313","2313","005300","1","1"
"NOR","M1","NOR_2315_V85_M","Center City Philadelphia","2315","2315","228005","1","1"
"MED","M1","MED_2315_V85_M","Wawa","2315","2315","005300","1","1"
"NOR","M1","NOR_2319_V85_M","Center City Philadelphia","2319","2319","228005","1","1"
"MED","M1","MED_2319_V85_M","Wawa","2319","2319","005300","1","1"
"NOR","M1","NOR_2321_V50_M","Center City Philadelphia","2321","2321","228005","1","1"
"MED","M1","MED_2321_V50_M","Wawa","2321","2321","005300","1","1"
