route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,shape_id,direction_id
CYN,M1,CYN_1055_V5_M,Cynwyd,1055,1055,9000590001,1
CYN,M1,CYN_1059_V5_M,Cynwyd,1059,1059,9000590001,1
CYN,M1,CYN_1071_V5_M,Cynwyd,1071,1071,9000590001,1
CYN,M1,CYN_1081_V5_M,Cynwyd,1081,1081,9000590001,1
CYN,M1,CYN_1083_V5_M,Cynwyd,1083,1083,9000590001,1
CYN,M1,CYN_1085_V5_M,Cynwyd,1085,1085,9000590001,1
TRE,M1,TRE_1701_V5_M,Trenton,1701,1701,9000590701,1
TRE,M3,TRE_1707_V14_M,Trenton,1707,1707,9000690701,1
TRE,M3,TRE_1709_V14_M,Trenton,1709,1709,9000690701,1
TRE,M3,TRE_1711_V14_M,Trenton,1711,1711,9000690701,1
TRE,M3,TRE_1713_V14_M,Trenton,1713,1713,9000690701,1
TRE,M3,TRE_1715_V14_M,Trenton,1715,1715,9000690701,1
TRE,M3,TRE_1717_V14_M,Trenton,1717,1717,9000690701,1
TRE,M3,TRE_1719_V14_M,Trenton,1719,1719,9000690701,1
TRE,M3,TRE_1721_V14_M,Trenton,1721,1721,9000690701,1
TRE,M3,TRE_1723_V14_M,Trenton,1723,1723,9000690701,1
TRE,M3,TRE_1725_V14_M,Trenton,1725,1725,9000690701,1
TRE,M3,TRE_1727_V14_M,Trenton,1727,1727,9000690701,1
TRE,M3,TRE_1729_V14_M,Trenton,1729,1729,9000690701,1
TRE,M3,TRE_1731_V14_M,Trenton,1731,1731,9000690701,1
TRE,M3,TRE_1733_V14_M,Trenton,1733,1733,9000690701,1
TRE,M3,TRE_1735_V14_M,Trenton,1735,1735,9000690701,1
NOR,M1,NOR_203_V5_M,Center City Philadelphia,203,203,9022890005,1
WIL,M1,WIL_203_V5_M,Marcus Hook,203,203,9000590205,1
NOR,M1,NOR_207_V15_M,Center City Philadelphia,207,207,9022890005,1
WIL,M1,WIL_207_V15_M,Wilmington,207,207,9000590203,1
NOR,M1,NOR_2303_V50_M,Center City Philadelphia,2303,2303,9022890005,1
MED,M1,MED_2303_V50_M,Wawa,2303,2303,9000590300,1
NOR,M1,NOR_2305_V50_M,Center City Philadelphia,2305,2305,9022890005,1
MED,M1,MED_2305_V50_M,Wawa,2305,2305,9000590300,1
NOR,M1,NOR_2309_V19_M,Center City Philadelphia,2309,2309,9022890005,1
MED,M1,MED_2309_V19_M,Wawa,2309,2309,9000590300,1
NOR,M1,NOR_2311_V85_M,Center City Philadelphia,2311,2311,9022890005,1
MED,M1,MED_2311_V85_M,Wawa,2311,2311,9000590300,1
NOR,M1,NOR_2313_V19_M,Center City Philadelphia,2313,2313,9022890005,1
MED,M1,MED_2313_V19_M,Wawa,2313,2313,9000590300,1
NOR,M1,NOR_2315_V85_M,Center City Philadelphia,2315,2315,9022890005,1
MED,M1,MED_2315_V85_M,Wawa,2315,2315,9000590300,1
NOR,M1,NOR_2319_V85_M,Center City Philadelphia,2319,2319,9022890005,1
MED,M1,MED_2319_V85_M,Wawa,2319,2319,9000590300,1
NOR,M1,NOR_2321_V50_M,Center City Philadelphia,2321,2321,9022890005,1
MED,M1,MED_2321_V50_M,Wawa,2321,2321,9000590300,1
NOR,M1,NOR_2323_V50_M,Center City Philadelphia,2323,2323,9022890005,1
MED,M1,MED_2323_V50_M,Wawa,2323,2323,9000590300,1
NOR,M1,NOR_2325_V50_M,Center City Philadelphia,2325,2325,9022890005,1
MED,M1,MED_2325_V50_M,Wawa,2325,2325,9000590300,1
NOR,M1,NOR_2327_V50_M,Center City Philadelphia,2327,2327,9022890005,1
MED,M1,MED_2327_V50_M,Wawa,2327,2327,9000590300,1
NOR,M1,NOR_2329_V50_M,Center City Philadelphia,2329,2329,9022890005,1
MED,M1,MED_2329_V50_M,Wawa,2329,2329,9000590300,1
NOR,M1,NOR_2331_V50_M,Center City Philadelphia,2331,2331,9022890005,1
MED,M1,MED_2331_V50_M,Wawa,2331,2331,9000590300,1
NOR,M1,NOR_2333_V50_M,Center City Philadelphia,2333,2333,9022890005,1
MED,M1,MED_2333_V50_M,Wawa,2333,2333,9000590300,1
NOR,M1,NOR_2335_V50_M,Center City Philadelphia,2335,2335,9022890005,1
MED,M1,MED_2335_V50_M,Wawa,2335,2335,9000590300,1
NOR,M1,NOR_2357_V5_M,Center City Philadelphia,2357,2357,9022690005,1
MED,M1,MED_2357_V5_M,Wawa,2357,2357,9000590300,1
NOR,M3,NOR_2409_V14_M,Center City Philadelphia,2409,2409,9022890005,1
AIR,M3,AIR_2409_V14_M,Airport Terminal E F,2409,2409,9000590401,1
NOR,M3,NOR_2413_V14_M,Center City Philadelphia,2413,2413,9022890005,1
AIR,M3,AIR_2413_V14_M,Airport Terminal E F,2413,2413,9000590401,1
NOR,M3,NOR_2417_V14_M,Center City Philadelphia,2417,2417,9022890005,1
AIR,M3,AIR_2417_V14_M,Airport Terminal E F,2417,2417,9000590401,1
NOR,M3,NOR_2421_V14_M,Center City Philadelphia,2421,2421,9022890005,1
AIR,M3,AIR_2421_V14_M,Airport Terminal E F,2421,2421,9000590401,1
NOR,M3,NOR_2425_V14_M,Center City Philadelphia,2425,2425,9022890005,1
AIR,M3,AIR_2425_V14_M,Airport Terminal E F,2425,2425,9000590401,1
NOR,M3,NOR_2429_V14_M,Center City Philadelphia,2429,2429,9022890005,1
AIR,M3,AIR_2429_V14_M,Airport Terminal E F,2429,2429,9000590401,1
NOR,M3,NOR_2433_V14_M,Center City Philadelphia,2433,2433,9022890005,1
AIR,M3,AIR_2433_V14_M,Airport Terminal E F,2433,2433,9000590401,1
NOR,M3,NOR_2437_V14_M,Center City Philadelphia,2437,2437,9022890005,1
AIR,M3,AIR_2437_V14_M,Airport Terminal E F,2437,2437,9000590401,1
NOR,M3,NOR_2441_V14_M,Center City Philadelphia,2441,2441,9022890005,1
AIR,M3,AIR_2441_V14_M,Airport Terminal E F,2441,2441,9000590401,1
NOR,M3,NOR_2445_V14_M,Center City Philadelphia,2445,2445,9022890005,1
AIR,M3,AIR_2445_V14_M,Airport Terminal E F,2445,2445,9000590401,1
NOR,M3,NOR_2449_V14_M,Center City Philadelphia,2449,2449,9022890005,1
AIR,M3,AIR_2449_V14_M,Airport Terminal E F,2449,2449,9000590401,1
NOR,M3,NOR_2453_V14_M,Center City Philadelphia,2453,2453,9022890005,1
AIR,M3,AIR_2453_V14_M,Airport Terminal E F,2453,2453,9000590401,1
NOR,M3,NOR_2457_V14_M,Center City Philadelphia,2457,2457,9022890005,1
AIR,M3,AIR_2457_V14_M,Airport Terminal E F,2457,2457,9000590401,1
NOR,M3,NOR_2461_V14_M,Center City Philadelphia,2461,2461,9022890005,1
AIR,M3,AIR_2461_V14_M,Airport Terminal E F,2461,2461,9000590401,1
NOR,M3,NOR_2465_V14_M,Center City Philadelphia,2465,2465,9022890005,1
AIR,M3,AIR_2465_V14_M,Airport Terminal E F,2465,2465,9000590401,1
NOR,M3,NOR_2469_V14_M,Center City Philadelphia,2469,2469,9022890005,1
AIR,M3,AIR_2469_V14_M,Airport Terminal E F,2469,2469,9000590401,1
NOR,M3,NOR_2473_V14_M,Center City Philadelphia,2473,2473,9022890005,1
AIR,M3,AIR_2473_V14_M,Airport Terminal E F,2473,2473,9000590401,1
NOR,M3,NOR_2477_V14_M,Center City Philadelphia,2477,2477,9022890005,1
AIR,M3,AIR_2477_V14_M,Airport Terminal E F,2477,2477,9000590401,1
NOR,M1,NOR_2511_V43_M,Center City Philadelphia,2511,2511,9022390005,1
PAO,M1,PAO_2511_V43_M,Malvern,2511,2511,9000590505,1
NOR,M1,NOR_2547_V55_M,Center City Philadelphia,2547,2547,9022890005,1
PAO,M1,PAO_2547_V55_M,Malvern,2547,2547,9000590505,1
NOR,M1,NOR_2553_V12_M,Center City Philadelphia,2553,2553,9022690005,1
PAO,M1,PAO_2553_V12_M,Malvern,2553,2553,9000590505,1
NOR,M1,NOR_2555_V55_M,Center City Philadelphia,2555,2555,9022690005,1
PAO,M1,PAO_2555_V55_M,Malvern,2555,2555,9000590505,1
NOR,M1,NOR_2565_V50_M,Center City Philadelphia,2565,2565,9022890005,1
PAO,M1,PAO_2565_V50_M,Malvern,2565,2565,9000590505,1
