trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
CYN_1054_V5_M,06:25:00,06:25:00,90001,1,0,0
CYN_1054_V5_M,06:27:00,06:27:00,90002,3,0,0
CYN_1054_V5_M,06:30:00,06:30:00,90003,5,0,0
CYN_1054_V5_M,06:42:00,06:42:00,90004,15,0,0
CYN_1054_V5_M,06:47:00,06:47:00,90005,19,0,0
CYN_1055_V5_M,06:27:00,06:27:00,90005,1,0,0
CYN_1055_V5_M,06:32:00,06:32:00,90004,5,0,0
CYN_1055_V5_M,06:43:00,06:43:00,90003,15,0,0
CYN_1055_V5_M,06:46:00,06:46:00,90002,17,0,0
CYN_1055_V5_M,06:48:00,06:48:00,90001,19,0,0
CYN_1056_V5_M,07:11:00,07:11:00,90001,1,0,0
CYN_1056_V5_M,07:13:00,07:13:00,90002,3,0,0
CYN_1056_V5_M,07:16:00,07:16:00,90003,5,0,0
CYN_1056_V5_M,07:28:00,07:28:00,90004,15,0,0
CYN_1056_V5_M,07:33:00,07:33:00,90005,19,0,0
CYN_1057_V5_M,07:08:00,07:08:00,90005,1,0,0
CYN_1057_V5_M,07:13:00,07:13:00,90004,5,0,0
CYN_1057_V5_M,07:24:00,07:24:00,90003,15,0,0
CYN_1057_V5_M,07:27:00,07:27:00,90002,17,0,0
CYN_1057_V5_M,07:29:00,07:29:00,90001,19,0,0
CYN_1058_V5_M,07:57:00,07:57:00,90001,1,0,0
CYN_1058_V5_M,07:59:00,07:59:00,90002,3,0,0
CYN_1058_V5_M,08:02:00,08:02:00,90003,5,0,0
CYN_1058_V5_M,08:14:00,08:14:00,90004,15,0,0
CYN_1058_V5_M,08:19:00,08:19:00,90005,19,0,0
CYN_1059_V5_M,07:54:00,07:54:00,90005,1,0,0
CYN_1059_V5_M,07:59:00,07:59:00,90004,5,0,0
CYN_1059_V5_M,08:10:00,08:10:00,90003,15,0,0
CYN_1059_V5_M,08:13:00,08:13:00,90002,17,0,0
CYN_1059_V5_M,08:15:00,08:15:00,90001,19,0,0
CYN_1060_V4_M,08:30:00,08:30:00,90001,1,0,0
CYN_1060_V4_M,08:32:00,08:32:00,90002,3,0,0
CYN_1060_V4_M,08:35:00,08:35:00,90003,5,0,0
