trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
WIL_1212_V66_M,07:15:00,07:15:00,90201,1,0,0
WIL_1212_V66_M,07:22:00,07:22:00,90202,4,0,0
WIL_1212_V66_M,07:34:00,07:34:00,90203,8,0,0
WIL_1212_V66_M,07:42:00,07:42:00,90204,12,0,0
WIL_1212_V66_M,07:46:00,07:46:00,90205,14,0,0
WIL_1212_V66_M,07:52:00,07:52:00,90207,18,0,0
WIL_1212_V66_M,07:56:00,07:56:00,90210,22,0,0
WIL_1212_V66_M,07:59:00,07:59:00,90212,24,0,0
WIL_1212_V66_M,08:11:00,08:11:00,90406,35,0,0
WIL_1212_V66_M,08:14:00,08:14:00,90004,38,0,0
WIL_1212_V66_M,08:19:00,08:19:00,90005,42,0,0
WIL_1214_V66_M,08:15:00,08:15:00,90201,1,0,0
WIL_1214_V66_M,08:22:00,08:22:00,90202,4,0,0
WIL_1214_V66_M,08:34:00,08:34:00,90203,8,0,0
WIL_1214_V66_M,08:42:00,08:42:00,90204,12,0,0
WIL_1214_V66_M,08:46:00,08:46:00,90205,14,0,0
WIL_1214_V66_M,08:52:00,08:52:00,90207,18,0,0
WIL_1214_V66_M,09:11:00,09:11:00,90406,35,0,0
WIL_1214_V66_M,09:14:00,09:14:00,90004,38,0,0
WIL_1214_V66_M,09:19:00,09:19:00,90005,42,0,0
WIL_1216_V66_M,17:15:00,17:15:00,90201,1,0,0
WIL_1216_V66_M,17:22:00,17:22:00,90202,4,0,0
WIL_1216_V66_M,17:34:00,17:34:00,90203,8,0,0
WIL_1216_V66_M,17:42:00,17:42:00,90204,12,0,0
WIL_1216_V66_M,17:46:00,17:46:00,90205,14,0,0
WIL_1216_V66_M,17:52:00,17:52:00,90207,18,0,0
WIL_1216_V66_M,17:56:00,17:56:00,90210,22,0,0
WIL_1216_V66_M,17:59:00,17:59:00,90212,24,0,0
WIL_1216_V66_M,18:04:00,18:04:00,90217,30,0,0
WIL_1216_V66_M,18:14:00,18:14:00,90406,35,0,0
WIL_1216_V66_M,18:17:00,18:17:00,90004,38,0,0
WIL_1216_V66_M,18:22:00,18:22:00,90005,42,0,0
WIL_1218_V66_M,18:15:00,18:15:00,90201,1,0,0
WIL_1218_V66_M,18:22:00,18:22:00,90202,4,0,0
WIL_1218_V66_M,18:34:00,18:34:00,90203,8,0,0
WIL_1218_V66_M,18:42:00,18:42:00,90204,12,0,0
WIL_1218_V66_M,18:46:00,18:46:00,90205,14,0,0
WIL_1218_V66_M,18:52:00,18:52:00,90207,18,0,0
WIL_1218_V66_M,18:56:00,18:56:00,90210,22,0,0
WIL_1218_V66_M,18:59:00,18:59:00,90212,24,0,0
WIL_1218_V66_M,19:04:00,19:04:00,90217,30,0,0
WIL_1218_V66_M,19:14:00,19:14:00,90406,35,0,0
WIL_1218_V66_M,19:17:00,19:17:00,90004,38,0,0
WIL_1218_V66_M,19:22:00,19:22:00,90005,42,0,0
WIL_1220_V66_M,19:15:00,19:15:00,90201,1,0,0
WIL_1220_V66_M,19:22:00,19:22:00,90202,4,0,0
WIL_1220_V66_M,19:34:00,19:34:00,90203,8,0,0
WIL_1220_V66_M,19:42:00,19:42:00,90204,12,0,0
WIL_1220_V66_M,19:46:00,19:46:00,90205,14,0,0
WIL_1220_V66_M,19:52:00,19:52:00,90207,18,0,0
WIL_1220_V66_M,19:56:00,19:56:00,90210,22,0,0
WIL_1220_V66_M,19:59:00,19:59:00,90212,24,0,0
WIL_1220_V66_M,20:04:00,20:04:00,90217,30,0,0
WIL_1220_V66_M,20:14:00,20:14:00,90406,35,0,0
WIL_1220_V66_M,20:17:00,20:17:00,90004,38,0,0
WIL_1220_V66_M,20:22:00,20:22:00,90005,42,0,0
WIL_1289_V66_M,04:50:00,04:50:00,90005,1,0,0
WIL_1289_V66_M,04:55:00,04:55:00,90004,5,0,0
WIL_1289_V66_M,04:57:00,04:57:00,90406,8,0,0
WIL_1289_V66_M,05:04:00,05:04:00,90217,13,0,0
WIL_1289_V66_M,05:09:00,05:09:00,90212,19,0,0
WIL_1289_V66_M,05:12:00,05:12:00,90210,21,0,0
WIL_1289_V66_M,05:16:00,05:16:00,90207,25,0,0
WIL_1289_V66_M,05:20:00,05:20:00,90205,29,0,0
WIL_1289_V66_M,05:23:00,05:23:00,90204,31,0,0
WIL_1289_V66_M,05:33:00,05:33:00,90203,35,0,0
WIL_1289_V66_M,05:43:00,05:43:00,90202,39,0,0
WIL_1289_V66_M,05:53:00,05:53:00,90201,42,0,0
WIL_1291_V66_M,05:50:00,05:50:00,90005,1,0,0
WIL_1291_V66_M,05:55:00,05:55:00,90004,5,0,0
WIL_1291_V66_M,05:57:00,05:57:00,90406,8,0,0
WIL_1291_V66_M,06:04:00,06:04:00,90217,13,0,0
WIL_1291_V66_M,06:09:00,06:09:00,90212,19,0,0
WIL_1291_V66_M,06:12:00,06:12:00,90210,21,0,0
WIL_1291_V66_M,06:16:00,06:16:00,90207,25,0,0
WIL_1291_V66_M,06:20:00,06:20:00,90205,29,0,0
WIL_1291_V66_M,06:23:00,06:23:00,90204,31,0,0
WIL_1291_V66_M,06:33:00,06:33:00,90203,35,0,0
WIL_1291_V66_M,06:43:00,06:43:00,90202,39,0,0
WIL_1291_V66_M,06:53:00,06:53:00,90201,42,0,0
WIL_1293_V66_M,06:50:00,06:50:00,90005,1,0,0
WIL_1293_V66_M,06:55:00,06:55:00,90004,5,0,0
WIL_1293_V66_M,06:57:00,06:57:00,90406,8,0,0
WIL_1293_V66_M,07:04:00,07:04:00,90217,13,0,0
WIL_1293_V66_M,07:09:00,07:09:00,90212,19,0,0
WIL_1293_V66_M,07:12:00,07:12:00,90210,21,0,0
WIL_1293_V66_M,07:16:00,07:16:00,90207,25,0,0
WIL_1293_V66_M,07:20:00,07:20:00,90205,29,0,0
WIL_1293_V66_M,07:23:00,07:23:00,90204,31,0,0
WIL_1293_V66_M,07:33:00,07:33:00,90203,35,0,0
WIL_1293_V66_M,07:43:00,07:43:00,90202,39,0,0
WIL_1293_V66_M,07:53:00,07:53:00,90201,42,0,0
WIL_1295_V66_M,15:55:00,15:55:00,90005,1,0,0
WIL_1295_V66_M,16:00:00,16:00:00,90004,5,0,0
WIL_1295_V66_M,16:02:00,16:02:00,90406,8,0,0
WIL_1295_V66_M,16:18:00,16:18:00,90207,25,0,0
WIL_1295_V66_M,16:22:00,16:22:00,90205,29,0,0
WIL_1295_V66_M,16:26:00,16:26:00,90204,31,0,0
WIL_1295_V66_M,16:36:00,16:36:00,90203,35,0,0
WIL_1295_V66_M,16:45:00,16:45:00,90202,39,0,0
WIL_1295_V66_M,16:55:00,16:55:00,90201,42,0,0
WIL_1297_V66_M,16:55:00,16:55:00,90005,1,0,0
WIL_1297_V66_M,17:00:00,17:00:00,90004,5,0,0
WIL_1297_V66_M,17:02:00,17:02:00,90406,8,0,0
WIL_1297_V66_M,17:13:00,17:13:00,90212,19,0,0
WIL_1297_V66_M,17:16:00,17:16:00,90210,21,0,0
WIL_1297_V66_M,17:19:00,17:19:00,90207,25,0,0
WIL_1297_V66_M,17:23:00,17:23:00,90205,29,0,0
WIL_1297_V66_M,17:27:00,17:27:00,90204,31,0,0
WIL_1297_V66_M,17:37:00,17:37:00,90203,35,0,0
WIL_1297_V66_M,17:46:00,17:46:00,90202,39,0,0
