trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
1,00:05:00,00:05:10,1140,1,0,0
1,00:06:00,00:06:10,1130,2,0,0
1,00:07:00,00:07:10,1120,3,0,0
1,00:09:00,00:09:10,1110,4,0,0
1,00:15:00,00:15:10,1080,7,0,0
1,00:18:00,00:18:10,1070,8,0,0
1,00:20:00,00:20:10,1060,9,0,0
1,00:22:00,00:22:10,1050,10,0,0
1,00:24:00,00:24:10,1040,11,0,0
1,00:27:00,00:27:10,1030,12,0,0
1,00:29:00,00:29:10,1020,13,0,0
1,00:33:00,00:33:10,1010,14,0,0
2,00:39:00,00:39:10,1140,1,0,0
2,00:40:00,00:40:10,1130,2,0,0
2,00:43:00,00:43:10,1110,4,0,0
2,00:49:00,00:49:10,1080,7,0,0
2,00:52:00,00:52:10,1070,8,0,0
2,00:54:00,00:54:10,1060,9,0,0
2,00:56:00,00:56:10,1050,10,0,0
2,00:58:00,00:58:10,1040,11,0,0
2,01:01:00,01:01:10,1030,12,0,0
2,01:03:00,01:03:10,1020,13,0,0
2,01:07:00,01:07:10,1010,14,0,0
3,01:36:00,01:36:10,1140,1,0,0
3,01:37:00,01:37:10,1130,2,0,0
3,01:40:00,01:40:10,1110,4,0,0
3,01:46:00,01:46:10,1080,7,0,0
3,01:49:00,01:49:10,1070,8,0,0
3,01:51:00,01:51:10,1060,9,0,0
3,01:53:00,01:53:10,1050,10,0,0
3,01:55:00,01:55:10,1040,11,0,0
3,01:58:00,01:58:10,1030,12,0,0
3,02:00:00,02:00:10,1020,13,0,0
3,02:04:00,02:04:10,1010,14,0,0
4,02:36:00,02:36:10,1140,1,0,0
4,02:37:00,02:37:10,1130,2,0,0
4,02:40:00,02:40:10,1110,4,0,0
4,02:46:00,02:46:10,1080,7,0,0
4,02:49:00,02:49:10,1070,8,0,0
4,02:51:00,02:51:10,1060,9,0,0
4,02:53:00,02:53:10,1050,10,0,0
4,02:55:00,02:55:10,1040,11,0,0
4,02:58:00,02:58:10,1030,12,0,0
4,03:00:00,03:00:10,1020,13,0,0
4,03:04:00,03:04:10,1010,14,0,0
5,03:36:00,03:36:10,1140,1,0,0
5,03:37:00,03:37:10,1130,2,0,0
5,03:40:00,03:40:10,1110,4,0,0
5,03:46:00,03:46:10,1080,7,0,0
5,03:49:00,03:49:10,1070,8,0,0
5,03:51:00,03:51:10,1060,9,0,0
5,03:53:00,03:53:10,1050,10,0,0
5,03:55:00,03:55:10,1040,11,0,0
5,03:58:00,03:58:10,1030,12,0,0
5,04:00:00,04:00:10,1020,13,0,0
5,04:04:00,04:04:10,1010,14,0,0
6,04:36:00,04:36:10,1140,1,0,0
6,04:37:00,04:37:10,1130,2,0,0
6,04:38:00,04:38:10,1120,3,0,0
6,04:40:00,04:40:10,1110,4,0,0
6,04:46:00,04:46:10,1080,7,0,0
6,04:49:00,04:49:10,1070,8,0,0
6,04:51:00,04:51:10,1060,9,0,0
6,04:53:00,04:53:10,1050,10,0,0
6,04:55:00,04:55:10,1040,11,0,0
6,04:58:00,04:58:10,1030,12,0,0
6,05:00:00,05:00:10,1020,13,0,0
6,05:04:00,05:04:10,1010,14,0,0
7,05:05:00,05:05:10,1140,1,0,0
7,05:06:00,05:06:10,1130,2,0,0
7,05:07:00,05:07:10,1120,3,0,0
7,05:09:00,05:09:10,1110,4,0,0
7,05:14:00,05:14:10,1090,6,0,0
7,05:15:00,05:15:10,1080,7,0,0
7,05:18:00,05:18:10,1070,8,0,0
