"route_id","service_id","trip_id","trip_headsign","direction_id","block_id","shape_id","wheelchair_accessible"
"WTR","SID184626","WTR366_20250902","West Trenton","0","366","004327","1"
"MED","SID184626","MED3702_20250902","Center City Philadelphia","0","3702","300007","1"
"CHE","SID184626","CHE3702_20250902","Chestnut Hill East","0","3702","004720","1"
"WTR","SID184625","WTR3807_20250831","Center City Philadelphia","1","3807","327004","1"
"CHW","SID184625","CHW3807_20250831","Chestnut Hill West","1","3807","007801","1"
"WTR","SID184626","WTR381_20250902","Center City Philadelphia","1","381","327004","1"
"MED","SID184626","MED381_20250902","Media","1","381","007300","1"
"WTR","SID184625","WTR3811_20250831","Center City Philadelphia","1","3811","327004","1"
"CHW","SID184625","CHW3811_20250831","Chestnut Hill West","1","3811","007801","1"
"WTR","SID184625","WTR3815_20250831","Center City Philadelphia","1","3815","327004","1"
"CHW","SID184625","CHW3815_20250831","Chestnut Hill West","1","3815","007801","1"
"WTR","SID184625","WTR3819_20250831","Center City Philadelphia","1","3819","327004","1"
"CHW","SID184625","CHW3819_20250831","Chestnut Hill West","1","3819","007801","1"
"WTR","SID184625","WTR3823_20250831","Center City Philadelphia","1","3823","327004","1"
"CHW","SID184625","CHW3823_20250831","Chestnut Hill West","1","3823","007801","1"
"WTR","SID184625","WTR3827_20250831","Center City Philadelphia","1","3827","327004","1"
"CHW","SID184625","CHW3827_20250831","Chestnut Hill West","1","3827","007801","1"
"WTR","SID184625","WTR3831_20250831","Center City Philadelphia","1","3831","327004","1"
"CHW","SID184625","CHW3831_20250831","Chestnut Hill West","1","3831","007801","1"
"WTR","SID184625","WTR3835_20250831","Center City Philadelphia","1","3835","327004","1"
"CHW","SID184625","CHW3835_20250831","Chestnut Hill West","1","3835","007801","1"
"WTR","SID184625","WTR3839_20250831","Center City Philadelphia","1","3839","327004","1"
"CHW","SID184625","CHW3839_20250831","Chestnut Hill West","1","3839","007801","1"
"WAR","SID184626","WAR401_20250902","Center City Philadelphia","1","401","417004","1"
"AIR","SID184626","AIR401_20250902","Airport Terminal E & F","1","401","007401","1"
"AIR","SID184626","AIR402_20250902","Temple University","0","402","401007","1"
"WAR","SID184626","WAR403_20250902","Center City Philadelphia","1","403","417004","1"
"AIR","SID184626","AIR403_20250902","Airport Terminal E & F","1","403","007401","1"
"AIR","SID184626","AIR404_20250902","Center City Philadelphia","0","404","401007","1"
"WAR","SID184626","WAR404_20250902","Warminster","0","404","004417","1"
"WAR","SID184626","WAR405_20250902","Center City Philadelphia","1","405","417004","1"
"AIR","SID184626","AIR405_20250902","Airport Terminal E & F","1","405","007401","1"
"WAR","SID184626","WAR407_20250902","Center City Philadelphia","1","407","417004","1"
"AIR","SID184626","AIR407_20250902","Airport Terminal E & F","1","407","007401","1"
"AIR","SID184626","AIR408_20250902","Center City Philadelphia","0","408","401007","1"
"WAR","SID184626","WAR408_20250902","Warminster","0","408","004417","1"
"WAR","SID184626","WAR409_20250902","Center City Philadelphia","1","409","417004","1"
"AIR","SID184626","AIR409_20250902","Airport Terminal E & F","1","409","007401","1"
"AIR","SID184626","AIR412_20250902","Center City Philadelphia","0","412","401007","1"
"WAR","SID184626","WAR412_20250902","Warminster","0","412","004417","1"
"WAR","SID184626","WAR413_20250902","Center City Philadelphia","1","413","417004","1"
"AIR","SID184626","AIR413_20250902","Airport Terminal E & F","1","413","007401","1"
"AIR","SID184626","AIR416_20250902","Center City Philadelphia","0","416","401007","1"
"WAR","SID184626","WAR416_20250902","Warminster","0","416","004417","1"
"WAR","SID184626","WAR417_20250902","Center City Philadelphia","1","417","417004","1"
"AIR","SID184626","AIR417_20250902","Airport Terminal E & F","1","417","007401","1"
"AIR","SID184626","AIR420_20250902","Center City Philadelphia","0","420","401007","1"
"WAR","SID184626","WAR420_20250902","Warminster","0","420","004417","1"
"AIR","SID184625","AIR4204_20250831","Center City Philadelphia","0","4204","401007","1"
"NOR","SID184625","NOR4204_20250831","Norristown Elm Street","0","4204","004228","1"
"AIR","SID184625","AIR4208_20250831","Center City Philadelphia","0","4208","401007","1"
"NOR","SID184625","NOR4208_20250831","Norristown Elm Street","0","4208","004228","1"
"WAR","SID184626","WAR421_20250902","Center City Philadelphia","1","421","417004","1"
"AIR","SID184626","AIR421_20250902","Airport Terminal E & F","1","421","007401","1"
"AIR","SID184626","AIR4210_20250902","Center City Philadelphia","0","4210","401007","1"
"NOR","SID184626","NOR4210_20250902","Miquon","0","4210","004228","1"
"AIR","SID184625","AIR4212_20250831","Center City Philadelphia","0","4212","401007","1"
"NOR","SID184625","NOR4212_20250831","Norristown Elm Street","0","4212","004228","1"
"AIR","SID184625","AIR4216_20250831","Center City Philadelphia","0","4216","401007","1"
"NOR","SID184625","NOR4216_20250831","Norristown Elm Street","0","4216","004228","1"
"AIR","SID184625","AIR4220_20250831","Center City Philadelphia","0","4220","401007","1"
"NOR","SID184625","NOR4220_20250831","Norristown Elm Street","0","4220","004228","1"
"AIR","SID184625","AIR4224_20250831","Center City Philadelphia","0","4224","401007","1"
"NOR","SID184625","NOR4224_20250831","Norristown Elm Street","0","4224","004228","1"
"AIR","SID184625","AIR4228_20250831","Center City Philadelphia","0","4228","401007","1"
"NOR","SID184625","NOR4228_20250831","Norristown Elm Street","0","4228","004228","1"
"AIR","SID184625","AIR4232_20250831","Center City Philadelphia","0","4232","401007","1"
"NOR","SID184625","NOR4232_20250831","Norristown Elm Street","0","4232","004228","1"
"AIR","SID184625","AIR4236_20250831","Center City Philadelphia","0","4236","401007","1"
"NOR","SID184625","NOR4236_20250831","Norristown Elm Street","0","4236","004228","1"
"AIR","SID184626","AIR424_20250902","Center City Philadelphia","0","424","401007","1"
"WAR","SID184626","WAR424_20250902","Warminster","0","424","004417","1"
"AIR","SID184625","AIR4240_20250831","Center City Philadelphia","0","4240","401007","1"
"NOR","SID184625","NOR4240_20250831","Norristown Elm Street","0","4240","004228","1"
"AIR","SID184625","AIR4244_20250831","Center City Philadelphia","0","4244","401007","1"
"NOR","SID184625","NOR4244_20250831","Norristown Elm Street","0","4244","004228","1"
"AIR","SID184625","AIR4248_20250831","Center City Philadelphia","0","4248","401007","1"
"NOR","SID184625","NOR4248_20250831","Norristown Elm Street","0","4248","004228","1"
"WAR","SID184626","WAR425_20250902","Center City Philadelphia","1","425","417004","1"
"AIR","SID184626","AIR425_20250902","Airport Terminal E & F","1","425","007401","1"
"AIR","SID184625","AIR4252_20250831","Center City Philadelphia","0","4252","401007","1"
"NOR","SID184625","NOR4252_20250831","Norristown Elm Street","0","4252","004228","1"
"AIR","SID184625","AIR4256_20250831","Center City Philadelphia","0","4256","401007","1"
"NOR","SID184625","NOR4256_20250831","Norristown Elm Street","0","4256","004228","1"
"AIR","SID184625","AIR4260_20250831","Center City Philadelphia","0","4260","401007","1"
"NOR","SID184625","NOR4260_20250831","Norristown Elm Street","0","4260","004228","1"
"AIR","SID184625","AIR4264_20250831","Center City Philadelphia","0","4264","401007","1"
"NOR","SID184625","NOR4264_20250831","Norristown Elm Street","0","4264","004228","1"
"AIR","SID184625","AIR4268_20250831","Center City Philadelphia","0","4268","401007","1"
"NOR","SID184625","NOR4268_20250831","Norristown Elm Street","0","4268","004228","1"
"AIR","SID184625","AIR4272_20250831","Center City Philadelphia","0","4272","401007","1"
"NOR","SID184625","NOR4272_20250831","Norristown Elm Street","0","4272","004228","1"
"AIR","SID184625","AIR4276_20250831","Center City Philadelphia","0","4276","401007","1"
"NOR","SID184625","NOR4276_20250831","Norristown Elm Street","0","4276","004228","1"
"AIR","SID184626","AIR428_20250902","Center City Philadelphia","0","428","401007","1"
"WAR","SID184626","WAR428_20250902","Warminster","0","428","004417","1"
"WAR","SID184626","WAR429_20250902","Center City Philadelphia","1","429","417004","1"
"AIR","SID184626","AIR429_20250902","Airport Terminal E & F","1","429","007401","1"
"WAR","SID184626","WAR4307_20250902","Center City Philadelphia","1","4307","417004","1"
"MED","SID184626","MED4307_20250902","Wawa","1","4307","007300","1"
"AIR","SID184626","AIR432_20250902","Center City Philadelphia","0","432","401007","1"
"WAR","SID184626","WAR432_20250902","Warminster","0","432","004417","1"
"WAR","SID184626","WAR433_20250902","Center City Philadelphia","1","433","417004","1"
"AIR","SID184626","AIR433_20250902","Airport Terminal E & F","1","433","007401","1"
"AIR","SID184626","AIR436_20250902","Center City Philadelphia","0","436","401007","1"
"WAR","SID184626","WAR436_20250902","Warminster","0","436","004417","1"
"WAR","SID184626","WAR437_20250902","Center City Philadelphia","1","437","417004","1"
"AIR","SID184626","AIR437_20250902","Airport Terminal E & F","1","437","007401","1"
"AIR","SID184626","AIR440_20250902","Center City Philadelphia","0","440","401007","1"
"WAR","SID184626","WAR440_20250902","Warminster","0","440","004417","1"
"WAR","SID184625","WAR4401_20250831","Center City Philadelphia","1","4401","417004","1"
"AIR","SID184625","AIR4401_20250831","Airport Terminal E & F","1","4401","007401","1"
"AIR","SID184625","AIR4402_20250831","Center City Philadelphia","0","4402","401007","1"
"WAR","SID184625","WAR4402_20250831","Warminster","0","4402","004417","1"
"WAR","SID184625","WAR4403_20250831","Center City Philadelphia","1","4403","417004","1"
"AIR","SID184625","AIR4403_20250831","Airport Terminal E & F","1","4403","007401","1"
"WAR","SID184625","WAR4405_20250831","Center City Philadelphia","1","4405","417004","1"
"AIR","SID184625","AIR4405_20250831","Airport Terminal E & F","1","4405","007401","1"
"AIR","SID184625","AIR4406_20250831","Center City Philadelphia","0","4406","401007","1"
"WAR","SID184625","WAR4406_20250831","Warminster","0","4406","004417","1"
"WAR","SID184625","WAR4407_20250831","Center City Philadelphia","1","4407","417004","1"
"AIR","SID184625","AIR4407_20250831","Airport Terminal E & F","1","4407","007401","1"
"WAR","SID184626","WAR441_20250902","Center City Philadelphia","1","441","417004","1"
"AIR","SID184626","AIR441_20250902","Airport Terminal E & F","1","441","007401","1"
"AIR","SID184625","AIR4410_20250831","Center City Philadelphia","0","4410","401007","1"
"WAR","SID184625","WAR4410_20250831","Warminster","0","4410","004417","1"
"WAR","SID184625","WAR4411_20250831","Center City Philadelphia","1","4411","417004","1"
"AIR","SID184625","AIR4411_20250831","Airport Terminal E & F","1","4411","007401","1"
"AIR","SID184625","AIR4414_20250831","Center City Philadelphia","0","4414","401007","1"
"WAR","SID184625","WAR4414_20250831","Warminster","0","4414","004417","1"
"WAR","SID184625","WAR4415_20250831","Center City Philadelphia","1","4415","417004","1"
"AIR","SID184625","AIR4415_20250831","Airport Terminal E & F","1","4415","007401","1"
"AIR","SID184625","AIR4418_20250831","Center City Philadelphia","0","4418","401007","1"
"WAR","SID184625","WAR4418_20250831","Warminster","0","4418","004417","1"
"WAR","SID184625","WAR4419_20250831","Center City Philadelphia","1","4419","417004","1"
"AIR","SID184625","AIR4419_20250831","Airport Terminal E & F","1","4419","007401","1"
"AIR","SID184625","AIR4422_20250831","Center City Philadelphia","0","4422","401007","1"
"WAR","SID184625","WAR4422_20250831","Warminster","0","4422","004417","1"
"WAR","SID184625","WAR4423_20250831","Center City Philadelphia","1","4423","417004","1"
"AIR","SID184625","AIR4423_20250831","Airport Terminal E & F","1","4423","007401","1"
"AIR","SID184625","AIR4426_20250831","Center City Philadelphia","0","4426","401007","1"
"WAR","SID184625","WAR4426_20250831","Warminster","0","4426","004417","1"
"WAR","SID184625","WAR4427_20250831","Center City Philadelphia","1","4427","417004","1"
"AIR","SID184625","AIR4427_20250831","Airport Terminal E & F","1","4427","007401","1"
"AIR","SID184625","AIR4430_20250831","Center City Philadelphia","0","4430","401007","1"
"WAR","SID184625","WAR4430_20250831","Warminster","0","4430","004417","1"
"WAR","SID184625","WAR4431_20250831","Center City Philadelphia","1","4431","417004","1"
"AIR","SID184625","AIR4431_20250831","Airport Terminal E & F","1","4431","007401","1"
"AIR","SID184625","AIR4434_20250831","Center City Philadelphia","0","4434","401007","1"
"WAR","SID184625","WAR4434_20250831","Warminster","0","4434","004417","1"
"WAR","SID184625","WAR4435_20250831","Center City Philadelphia","1","4435","417004","1"
"AIR","SID184625","AIR4435_20250831","Airport Terminal E & F","1","4435","007401","1"
"AIR","SID184625","AIR4438_20250831","Center City Philadelphia","0","4438","401007","1"
"WAR","SID184625","WAR4438_20250831","Warminster","0","4438","004417","1"
"WAR","SID184625","WAR4439_20250831","Center City Philadelphia","1","4439","417004","1"
"AIR","SID184625","AIR4439_20250831","Airport Terminal E & F","1","4439","007401","1"
"AIR","SID184626","AIR444_20250902","Center City Philadelphia","0","444","401007","1"
"WAR","SID184626","WAR444_20250902","Warminster","0","444","004417","1"
"AIR","SID184625","AIR4442_20250831","Center City Philadelphia","0","4442","401007","1"
"WAR","SID184625","WAR4442_20250831","Warminster","0","4442","004417","1"
"WAR","SID184625","WAR4443_20250831","Center City Philadelphia","1","4443","417004","1"
"AIR","SID184625","AIR4443_20250831","Airport Terminal E & F","1","4443","007401","1"
"AIR","SID184625","AIR4446_20250831","Center City Philadelphia","0","4446","401007","1"
"WAR","SID184625","WAR4446_20250831","Warminster","0","4446","004417","1"
"WAR","SID184625","WAR4447_20250831","Center City Philadelphia","1","4447","417004","1"
"AIR","SID184625","AIR4447_20250831","Airport Terminal E & F","1","4447","007401","1"
"WAR","SID184626","WAR445_20250902","Center City Philadelphia","1","445","417004","1"
"AIR","SID184626","AIR445_20250902","Airport Terminal E & F","1","445","007401","1"
"AIR","SID184625","AIR4450_20250831","Center City Philadelphia","0","4450","401007","1"
"WAR","SID184625","WAR4450_20250831","Warminster","0","4450","004417","1"
"WAR","SID184625","WAR4451_20250831","Center City Philadelphia","1","4451","417004","1"
"AIR","SID184625","AIR4451_20250831","Airport Terminal E & F","1","4451","007401","1"
"AIR","SID184625","AIR4454_20250831","Center City Philadelphia","0","4454","401007","1"
"WAR","SID184625","WAR4454_20250831","Warminster","0","4454","004417","1"
"WAR","SID184625","WAR4455_20250831","Center City Philadelphia","1","4455","417004","1"
"AIR","SID184625","AIR4455_20250831","Airport Terminal E & F","1","4455","007401","1"
"AIR","SID184625","AIR4458_20250831","Center City Philadelphia","0","4458","401007","1"
"WAR","SID184625","WAR4458_20250831","Warminster","0","4458","004417","1"
"WAR","SID184625","WAR4459_20250831","Center City Philadelphia","1","4459","417004","1"
"AIR","SID184625","AIR4459_20250831","Airport Terminal E & F","1","4459","007401","1"
"AIR","SID184625","AIR4462_20250831","Center City Philadelphia","0","4462","401007","1"
"WAR","SID184625","WAR4462_20250831","Warminster","0","4462","004417","1"
"WAR","SID184625","WAR4463_20250831","Center City Philadelphia","1","4463","417004","1"
"AIR","SID184625","AIR4463_20250831","Airport Terminal E & F","1","4463","007401","1"
"AIR","SID184625","AIR4466_20250831","Center City Philadelphia","0","4466","401007","1"
"WAR","SID184625","WAR4466_20250831","Warminster","0","4466","004417","1"
"WAR","SID184625","WAR4467_20250831","Center City Philadelphia","1","4467","417004","1"
"AIR","SID184625","AIR4467_20250831","Airport Terminal E & F","1","4467","007401","1"
"AIR","SID184625","AIR4470_20250831","Center City Philadelphia","0","4470","401007","1"
"WAR","SID184625","WAR4470_20250831","Glenside","0","4470","004417","1"
"WAR","SID184625","WAR4471_20250831","Center City Philadelphia","1","4471","417004","1"
"AIR","SID184625","AIR4471_20250831","Airport Terminal E & F","1","4471","007401","1"
"AIR","SID184625","AIR4474_20250831","Center City Philadelphia","0","4474","401007","1"
"WAR","SID184625","WAR4474_20250831","Warminster","0","4474","004417","1"
"WAR","SID184625","WAR4475_20250831","Center City Philadelphia","1","4475","417004","1"
"AIR","SID184625","AIR4475_20250831","Airport Terminal E & F","1","4475","007401","1"
"AIR","SID184625","AIR4478_20250831","Center City Philadelphia","0","4478","401007","1"
"WAR","SID184625","WAR4478_20250831","Glenside","0","4478","004417","1"
"AIR","SID184626","AIR448_20250902","Center City Philadelphia","0","448","401007","1"
"WAR","SID184626","WAR448_20250902","Warminster","0","448","004417","1"
"WAR","SID184626","WAR449_20250902","Center City Philadelphia","1","449","417004","1"
"AIR","SID184626","AIR449_20250902","Airport Terminal E & F","1","449","007401","1"
"WAR","SID184626","WAR4511_20250902","Gray 30th St Station","1","4511","417004","1"
"AIR","SID184626","AIR452_20250902","Center City Philadelphia","0","452","401007","1"
"WAR","SID184626","WAR452_20250902","Warminster","0","452","004417","1"
"WAR","SID184626","WAR453_20250902","Center City Philadelphia","1","453","417004","1"
"AIR","SID184626","AIR453_20250902","Airport Terminal E & F","1","453","007401","1"
"WAR","SID184626","WAR4539_20250902","Center City Philadelphia","1","4539","417004","1"
"PAO","SID184626","PAO4539_20250902","Wayne","1","4539","007501","1"
"AIR","SID184626","AIR456_20250902","Center City Philadelphia","0","456","401007","1"
"WAR","SID184626","WAR456_20250902","Warminster","0","456","004417","1"
"WAR","SID184626","WAR457_20250902","Center City Philadelphia","1","457","417004","1"
"AIR","SID184626","AIR457_20250902","Airport Terminal E & F","1","457","007401","1"
"WAR","SID184626","WAR4571_20250902","Center City Philadelphia","1","4571","417004","1"
"PAO","SID184626","PAO4571_20250902","Thorndale","1","4571","007501","1"
"AIR","SID184626","AIR4574_20250902","Center City Philadelphia","0","4574","401007","1"
"LAN","SID184626","LAN4574_20250902","Doylestown","0","4574","004538","1"
"AIR","SID184626","AIR4578_20250902","Center City Philadelphia","0","4578","401007","1"
"LAN","SID184626","LAN4578_20250902","Lansdale","0","4578","004538","1"
"AIR","SID184626","AIR460_20250902","Center City Philadelphia","0","460","401007","1"
"WAR","SID184626","WAR460_20250902","Warminster","0","460","004417","1"
"WAR","SID184626","WAR461_20250902","Center City Philadelphia","1","461","417004","1"
"AIR","SID184626","AIR461_20250902","Airport Terminal E & F","1","461","007401","1"
"AIR","SID184626","AIR464_20250902","Center City Philadelphia","0","464","401007","1"
"WAR","SID184626","WAR464_20250902","Warminster","0","464","004417","1"
"WAR","SID184626","WAR465_20250902","Center City Philadelphia","1","465","417004","1"
"AIR","SID184626","AIR465_20250902","Airport Terminal E & F","1","465","007401","1"
"AIR","SID184626","AIR468_20250902","Center City Philadelphia","0","468","401007","1"
"WAR","SID184626","WAR468_20250902","Warminster","0","468","004417","1"
"WAR","SID184626","WAR469_20250902","Center City Philadelphia","1","469","417004","1"
"AIR","SID184626","AIR469_20250902","Airport Terminal E & F","1","469","007401","1"
"AIR","SID184626","AIR472_20250902","Center City Philadelphia","0","472","401007","1"
"WAR","SID184626","WAR472_20250902","Warminster","0","472","004417","1"
"WAR","SID184626","WAR473_20250902","Center City Philadelphia","1","473","417004","1"
"AIR","SID184626","AIR473_20250902","Airport Terminal E & F","1","473","007401","1"
"WAR","SID184626","WAR4753_20250902","Center City Philadelphia","1","4753","417004","1"
"TRE","SID184626","TRE4753_20250902","Trenton","1","4753","007701","1"
"WAR","SID184626","WAR477_20250902","Center City Philadelphia","1","477","417004","1"
"AIR","SID184626","AIR477_20250902","Airport Terminal E & F","1","477","007401","1"
"AIR","SID184626","AIR4806_20250902","Temple University","0","4806","401007","1"
"LAN","SID184626","LAN503_20250902","Center City Philadelphia","1","503","538004","1"
"PAO","SID184626","PAO503_20250902","Malvern","1","503","007501","1"
"PAO","SID184626","PAO512_20250902","Center City Philadelphia","0","512","501007","1"
"LAN","SID184626","LAN512_20250902","Doylestown","0","512","004538","1"
"PAO","SID184626","PAO514_20250902","Center City Philadelphia","0","514","501007","1"
"LAN","SID184626","LAN514_20250902","Doylestown","0","514","004538","1"
"PAO","SID184626","PAO516_20250902","Center City Philadelphia","0","516","501007","1"
"LAN","SID184626","LAN516_20250902","Lansdale","0","516","004538","1"
"LAN","SID184626","LAN5205_20250902","Center City Philadelphia","1","5205","538004","1"
"WIL","SID184626","WIL5205_20250902","Newark DE","1","5205","007201","1"
"PAO","SID184626","PAO5210_20250902","Center City Philadelphia","0","5210","501007","1"
"NOR","SID184626","NOR5210_20250902","Norristown Elm Street","0","5210","004228","1"
"LAN","SID184626","LAN5211_20250902","Center City Philadelphia","1","5211","538004","1"
"WIL","SID184626","WIL5211_20250902","Marcus Hook","1","5211","007201","1"
"LAN","SID184626","LAN5215_20250902","Center City Philadelphia","1","5215","538004","1"
"WIL","SID184626","WIL5215_20250902","Wilmington","1","5215","007201","1"
"PAO","SID184626","PAO5216_20250902","Center City Philadelphia","0","5216","501007","1"
"NOR","SID184626","NOR5216_20250902","Norristown Elm Street","0","5216","004228","1"
"LAN","SID184626","LAN5217_20250902","Center City Philadelphia","1","5217","538004","1"
"WIL","SID184626","WIL5217_20250902","Wilmington","1","5217","007201","1"
"LAN","SID184626","LAN5227_20250902","Center City Philadelphia","1","5227","538004","1"
"WIL","SID184626","WIL5227_20250902","Newark DE","1","5227","007201","1"
"LAN","SID184626","LAN5229_20250902","Center City Philadelphia","1","5229","538004","1"
"WIL","SID184626","WIL5229_20250902","Wilmington","1","5229","007201","1"
"LAN","SID184626","LAN5231_20250902","Center City Philadelphia","1","5231","538004","1"
"WIL","SID184626","WIL5231_20250902","Marcus Hook","1","5231","007201","1"
"LAN","SID184626","LAN5239_20250902","Center City Philadelphia","1","5239","538004","1"
"WIL","SID184626","WIL5239_20250902","Marcus Hook","1","5239","007201","1"
"PAO","SID184626","PAO5250_20250902","Center City Philadelphia","0","5250","501007","1"
"NOR","SID184626","NOR5250_20250902","Norristown Transit Center","0","5250","004228","1"
"PAO","SID184626","PAO5300_20250902","Center City Philadelphia","0","5300","501007","1"
"WTR","SID184626","WTR5300_20250902","West Trenton","0","5300","004327","1"
"LAN","SID184625","LAN5301_20250831","Center City Philadelphia","1","5301","538004","1"
"MED","SID184625","MED5301_20250831","Wawa","1","5301","007300","1"
"PAO","SID184626","PAO5304_20250902","Center City Philadelphia","0","5304","501007","1"
"WTR","SID184626","WTR5304_20250902","West Trenton","0","5304","004327","1"
"LAN","SID184625","LAN5305_20250831","Center City Philadelphia","1","5305","538004","1"
"MED","SID184625","MED5305_20250831","Wawa","1","5305","007300","1"
"LAN","SID184625","LAN5309_20250831","Center City Philadelphia","1","5309","538004","1"
"MED","SID184625","MED5309_20250831","Wawa","1","5309","007300","1"
"LAN","SID184625","LAN5313_20250831","Center City Philadelphia","1","5313","538004","1"
"MED","SID184625","MED5313_20250831","Wawa","1","5313","007300","1"
"LAN","SID184625","LAN5317_20250831","Center City Philadelphia","1","5317","538004","1"
"MED","SID184625","MED5317_20250831","Wawa","1","5317","007300","1"
"PAO","SID184626","PAO5318_20250902","Center City Philadelphia","0","5318","501007","1"
"WTR","SID184626","WTR5318_20250902","West Trenton","0","5318","004327","1"
"LAN","SID184625","LAN5321_20250831","Center City Philadelphia","1","5321","538004","1"
"MED","SID184625","MED5321_20250831","Wawa","1","5321","007300","1"
"LAN","SID184626","LAN5321_20250902","Gray 30th St Station","1","5321","538004","1"
"PAO","SID184626","PAO5322_20250902","Center City Philadelphia","0","5322","501007","1"
"WTR","SID184626","WTR5322_20250902","West Trenton","0","5322","004327","1"
"LAN","SID184625","LAN5325_20250831","Center City Philadelphia","1","5325","538004","1"
"MED","SID184625","MED5325_20250831","Wawa","1","5325","007300","1"
"LAN","SID184625","LAN5329_20250831","Center City Philadelphia","1","5329","538004","1"
"MED","SID184625","MED5329_20250831","Wawa","1","5329","007300","1"
"PAO","SID184626","PAO5330_20250902","Center City Philadelphia","0","5330","501007","1"
"WTR","SID184626","WTR5330_20250902","West Trenton","0","5330","004327","1"
"LAN","SID184625","LAN5333_20250831","Center City Philadelphia","1","5333","538004","1"
"MED","SID184625","MED5333_20250831","Wawa","1","5333","007300","1"
"PAO","SID184626","PAO5336_20250902","Center City Philadelphia","0","5336","501007","1"
"WTR","SID184626","WTR5336_20250902","West Trenton","0","5336","004327","1"
"LAN","SID184625","LAN5337_20250831","Center City Philadelphia","1","5337","538004","1"
"MED","SID184625","MED5337_20250831","Wawa","1","5337","007300","1"
"LAN","SID184625","LAN5341_20250831","Center City Philadelphia","1","5341","538004","1"
"MED","SID184625","MED5341_20250831","Wawa","1","5341","007300","1"
"PAO","SID184626","PAO5344_20250902","Center City Philadelphia","0","5344","501007","1"
"WTR","SID184626","WTR5344_20250902","West Trenton","0","5344","004327","1"
"LAN","SID184625","LAN5345_20250831","Center City Philadelphia","1","5345","538004","1"
"MED","SID184625","MED5345_20250831","Wawa","1","5345","007300","1"
"LAN","SID184626","LAN5347_20250902","Center City Philadelphia","1","5347","538004","1"
"MED","SID184626","MED5347_20250902","Wawa","1","5347","007300","1"
"PAO","SID184626","PAO5348_20250902","Center City Philadelphia","0","5348","501007","1"
"WTR","SID184626","WTR5348_20250902","West Trenton","0","5348","004327","1"
"LAN","SID184625","LAN5349_20250831","Center City Philadelphia","1","5349","538004","1"
"MED","SID184625","MED5349_20250831","Wawa","1","5349","007300","1"
"PAO","SID184626","PAO5352_20250902","Center City Philadelphia","0","5352","501007","1"
"WTR","SID184626","WTR5352_20250902","West Trenton","0","5352","004327","1"
"LAN","SID184625","LAN5353_20250831","Center City Philadelphia","1","5353","538004","1"
"MED","SID184625","MED5353_20250831","Wawa","1","5353","007300","1"
"PAO","SID184626","PAO5356_20250902","Center City Philadelphia","0","5356","501007","1"
"WTR","SID184626","WTR5356_20250902","West Trenton","0","5356","004327","1"
"LAN","SID184625","LAN5357_20250831","Center City Philadelphia","1","5357","538004","1"
"MED","SID184625","MED5357_20250831","Wawa","1","5357","007300","1"
"LAN","SID184625","LAN5361_20250831","Center City Philadelphia","1","5361","538004","1"
"MED","SID184625","MED5361_20250831","Wawa","1","5361","007300","1"
"LAN","SID184625","LAN5365_20250831","Center City Philadelphia","1","5365","538004","1"
"MED","SID184625","MED5365_20250831","Wawa","1","5365","007300","1"
"LAN","SID184625","LAN5369_20250831","Center City Philadelphia","1","5369","538004","1"
"MED","SID184625","MED5369_20250831","Wawa","1","5369","007300","1"
"LAN","SID184626","LAN5399_20250902","Penn Medicine Station","1","5399","538004","1"
"PAO","SID184626","PAO542_20250902","Center City Philadelphia","0","542","501007","1"
"LAN","SID184626","LAN542_20250902","Doylestown","0","542","004538","1"
"PAO","SID184626","PAO5438_20250902","Center City Philadelphia","0","5438","501007","1"
"WAR","SID184626","WAR5438_20250902","Glenside","0","5438","004417","1"
"PAO","SID184626","PAO5440_20250902","Center City Philadelphia","0","5440","501007","1"
"WAR","SID184626","WAR5440_20250902","Warminster","0","5440","004417","1"
"LAN","SID184626","LAN5447_20250902","Center City Philadelphia","1","5447","538004","1"
"AIR","SID184626","AIR5447_20250902","Airport Terminal E & F","1","5447","007401","1"
"PAO","SID184626","PAO5734_20250902","Center City Philadelphia","0","5734","501007","1"
"CHE","SID184626","CHE5734_20250902","Chestnut Hill East","0","5734","004720","1"
"PAO","SID184625","PAO5814_20250831","Center City Philadelphia","0","5814","501007","1"
"FOX","SID184625","FOX5814_20250831","Fox Chase","0","5814","004815","1"
"PAO","SID184625","PAO5822_20250831","Center City Philadelphia","0","5822","501007","1"
"FOX","SID184625","FOX5822_20250831","Fox Chase","0","5822","004815","1"
"PAO","SID184625","PAO5830_20250831","Center City Philadelphia","0","5830","501007","1"
"FOX","SID184625","FOX5830_20250831","Fox Chase","0","5830","004815","1"
"PAO","SID184625","PAO5838_20250831","Center City Philadelphia","0","5838","501007","1"
"FOX","SID184625","FOX5838_20250831","Fox Chase","0","5838","004815","1"
"PAO","SID184625","PAO5846_20250831","Center City Philadelphia","0","5846","501007","1"
"FOX","SID184625","FOX5846_20250831","Fox Chase","0","5846","004815","1"
"LAN","SID184626","LAN5847_20250902","Gray 30th St Station","1","5847","538004","1"
"PAO","SID184625","PAO5854_20250831","Center City Philadelphia","0","5854","501007","1"
"FOX","SID184625","FOX5854_20250831","Fox Chase","0","5854","004815","1"
"PAO","SID184625","PAO5862_20250831","Center City Philadelphia","0","5862","501007","1"
"FOX","SID184625","FOX5862_20250831","Fox Chase","0","5862","004815","1"
"PAO","SID184625","PAO5870_20250831","Center City Philadelphia","0","5870","501007","1"
