trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
1,25:53:00,25:53:00,10,1,0,0,0.0000
1,26:02:00,26:02:00,2,2,0,0,5.8930
1,26:12:00,26:12:00,39,3,0,0,16.4197
1,26:23:00,26:23:00,55,4,0,0,27.2917
1,26:36:00,26:36:00,9,5,0,0,40.2500
1,26:44:00,26:44:00,71,6,0,0,46.3129
1,26:54:00,26:54:00,28,7,0,0,53.5366
1,27:01:00,27:01:00,43298,8,0,0,57.3994
1,27:26:00,27:26:00,1,9,0,0,67.6538
2,25:53:00,25:53:00,10,1,0,0,0.0000
2,26:02:00,26:02:00,2,2,0,0,5.8930
2,26:12:00,26:12:00,39,3,0,0,16.4197
2,26:23:00,26:23:00,55,4,0,0,27.2917
2,26:36:00,26:36:00,9,5,0,0,40.2500
2,26:44:00,26:44:00,71,6,0,0,46.3129
2,26:54:00,26:54:00,28,7,0,0,53.5366
2,27:01:00,27:01:00,43298,8,0,0,57.3994
2,27:26:00,27:26:00,1,9,0,0,67.6538
3,06:39:00,06:39:00,10,1,0,0,0.0000
3,06:48:00,06:48:00,2,2,0,0,5.8930
3,06:59:00,06:59:00,39,3,0,0,16.4197
3,07:10:00,07:10:00,55,4,0,0,27.2917
3,07:23:00,07:23:00,9,5,0,0,40.2500
3,07:31:00,07:31:00,71,6,0,0,46.3129
3,07:41:00,07:41:00,28,7,0,0,53.5366
3,07:48:00,07:48:00,43298,8,0,0,57.3994
3,08:13:00,08:13:00,1,9,0,0,67.6538
4,06:39:00,06:39:00,10,1,0,0,0.0000
4,06:48:00,06:48:00,2,2,0,0,5.8930
4,06:59:00,06:59:00,39,3,0,0,16.4197
4,07:10:00,07:10:00,55,4,0,0,27.2917
4,07:23:00,07:23:00,9,5,0,0,40.2500
4,07:31:00,07:31:00,71,6,0,0,46.3129
4,07:41:00,07:41:00,28,7,0,0,53.5366
4,07:48:00,07:48:00,43298,8,0,0,57.3994
4,08:13:00,08:13:00,1,9,0,0,67.6538
5,07:47:00,07:47:00,10,1,0,0,0.0000
5,07:56:00,07:56:00,2,2,0,0,5.8930
5,08:07:00,08:07:00,39,3,0,0,16.4197
5,08:18:00,08:18:00,55,4,0,0,27.2917
5,08:31:00,08:31:00,9,5,0,0,40.2500
5,08:39:00,08:39:00,71,6,0,0,46.3129
5,08:49:00,08:49:00,28,7,0,0,53.5366
5,08:56:00,08:56:00,43298,8,0,0,57.3994
5,09:21:00,09:21:00,1,9,0,0,67.6538
6,07:47:00,07:47:00,10,1,0,0,0.0000
6,07:56:00,07:56:00,2,2,0,0,5.8930
6,08:07:00,08:07:00,39,3,0,0,16.4197
6,08:18:00,08:18:00,55,4,0,0,27.2917
6,08:31:00,08:31:00,9,5,0,0,40.2500
6,08:39:00,08:39:00,71,6,0,0,46.3129
6,08:49:00,08:49:00,28,7,0,0,53.5366
6,08:56:00,08:56:00,43298,8,0,0,57.3994
6,09:21:00,09:21:00,1,9,0,0,67.6538
7,08:53:00,08:53:00,10,1,0,0,0.0000
7,09:02:00,09:02:00,2,2,0,0,5.8930
7,09:13:00,09:13:00,39,3,0,0,16.4197
7,09:24:00,09:24:00,55,4,0,0,27.2917
7,09:37:00,09:37:00,9,5,0,0,40.2500
7,09:45:00,09:45:00,71,6,0,0,46.3129
7,09:55:00,09:55:00,28,7,0,0,53.5366
7,10:02:00,10:02:00,43298,8,0,0,57.3994
7,10:27:00,10:27:00,1,9,0,0,67.6538
8,08:53:00,08:53:00,10,1,0,0,0.0000
8,09:02:00,09:02:00,2,2,0,0,5.8930
8,09:13:00,09:13:00,39,3,0,0,16.4197
8,09:24:00,09:24:00,55,4,0,0,27.2917
8,09:37:00,09:37:00,9,5,0,0,40.2500
8,09:45:00,09:45:00,71,6,0,0,46.3129
8,09:55:00,09:55:00,28,7,0,0,53.5366
8,10:02:00,10:02:00,43298,8,0,0,57.3994
8,10:27:00,10:27:00,1,9,0,0,67.6538
9,10:55:00,10:55:00,10,1,0,0,0.0000
9,11:04:00,11:04:00,2,2,0,0,5.8930
9,11:15:00,11:15:00,39,3,0,0,16.4197
9,11:30:00,11:30:00,55,4,0,0,27.2917
9,11:43:00,11:43:00,9,5,0,0,40.2500
9,11:50:00,11:50:00,71,6,0,0,46.3129
9,12:01:00,12:01:00,28,7,0,0,53.5366
9,12:08:00,12:08:00,43298,8,0,0,57.3994
9,12:33:00,12:33:00,1,9,0,0,67.6538
10,10:55:00,10:55:00,10,1,0,0,0.0000
10,11:04:00,11:04:00,2,2,0,0,5.8930
10,11:15:00,11:15:00,39,3,0,0,16.4197
10,11:30:00,11:30:00,55,4,0,0,27.2917
10,11:43:00,11:43:00,9,5,0,0,40.2500
10,11:50:00,11:50:00,71,6,0,0,46.3129
10,12:01:00,12:01:00,28,7,0,0,53.5366
10,12:08:00,12:08:00,43298,8,0,0,57.3994
10,12:33:00,12:33:00,1,9,0,0,67.6538
11,12:31:00,12:31:00,10,1,0,0,0.0000
11,12:40:00,12:40:00,2,2,0,0,5.8930
11,12:50:00,12:50:00,39,3,0,0,16.4197
11,13:01:00,13:01:00,55,4,0,0,27.2917
11,13:14:00,13:14:00,9,5,0,0,40.2500
11,13:22:00,13:22:00,71,6,0,0,46.3129
11,13:32:00,13:32:00,28,7,0,0,53.5366
11,13:39:00,13:39:00,43298,8,0,0,57.3994
11,14:04:00,14:04:00,1,9,0,0,67.6538
12,12:31:00,12:31:00,10,1,0,0,0.0000
12,12:40:00,12:40:00,2,2,0,0,5.8930
12,12:50:00,12:50:00,39,3,0,0,16.4197
12,13:01:00,13:01:00,55,4,0,0,27.2917
12,13:14:00,13:14:00,9,5,0,0,40.2500
12,13:22:00,13:22:00,71,6,0,0,46.3129
12,13:32:00,13:32:00,28,7,0,0,53.5366
12,13:39:00,13:39:00,43298,8,0,0,57.3994
12,14:04:00,14:04:00,1,9,0,0,67.6538
13,14:44:00,14:44:00,10,1,0,0,0.0000
13,14:53:00,14:53:00,2,2,0,0,5.8930
13,15:04:00,15:04:00,39,3,0,0,16.4197
13,15:15:00,15:15:00,55,4,0,0,27.2917
13,15:32:00,15:32:00,9,5,0,0,40.2500
13,15:40:00,15:40:00,71,6,0,0,46.3129
13,15:50:00,15:50:00,28,7,0,0,53.5366
13,15:57:00,15:57:00,43298,8,0,0,57.3994
13,16:22:00,16:22:00,1,9,0,0,67.6538
14,14:44:00,14:44:00,10,1,0,0,0.0000
14,14:53:00,14:53:00,2,2,0,0,5.8930
14,15:04:00,15:04:00,39,3,0,0,16.4197
14,15:15:00,15:15:00,55,4,0,0,27.2917
14,15:32:00,15:32:00,9,5,0,0,40.2500
14,15:40:00,15:40:00,71,6,0,0,46.3129
14,15:50:00,15:50:00,28,7,0,0,53.5366
14,15:57:00,15:57:00,43298,8,0,0,57.3994
14,16:22:00,16:22:00,1,9,0,0,67.6538
15,15:40:00,15:40:00,10,1,0,0,0.0000
15,15:49:00,15:49:00,2,2,0,0,5.8930
15,16:00:00,16:00:00,39,3,0,0,16.4197
15,16:11:00,16:11:00,55,4,0,0,27.2917
15,16:24:00,16:24:00,9,5,0,0,40.2500
15,16:31:00,16:31:00,71,6,0,0,46.3129
15,16:42:00,16:42:00,28,7,0,0,53.5366
15,16:49:00,16:49:00,43298,8,0,0,57.3994
15,17:14:00,17:14:00,1,9,0,0,67.6538
16,15:40:00,15:40:00,10,1,0,0,0.0000
16,15:49:00,15:49:00,2,2,0,0,5.8930
16,16:00:00,16:00:00,39,3,0,0,16.4197
16,16:11:00,16:11:00,55,4,0,0,27.2917
16,16:24:00,16:24:00,9,5,0,0,40.2500
16,16:31:00,16:31:00,71,6,0,0,46.3129
16,16:42:00,16:42:00,28,7,0,0,53.5366
16,16:49:00,16:49:00,43298,8,0,0,57.3994
16,17:14:00,17:14:00,1,9,0,0,67.6538
17,16:38:00,16:38:00,10,1,0,0,0.0000
17,16:47:00,16:47:00,2,2,0,0,5.8930
17,16:58:00,16:58:00,39,3,0,0,16.4197
17,17:09:00,17:09:00,55,4,0,0,27.2917
17,17:22:00,17:22:00,9,5,0,0,40.2500
17,17:30:00,17:30:00,71,6,0,0,46.3129
17,17:40:00,17:40:00,28,7,0,0,53.5366
17,17:47:00,17:47:00,43298,8,0,0,57.3994
17,18:12:00,18:12:00,1,9,0,0,67.6538
18,16:38:00,16:38:00,10,1,0,0,0.0000
18,16:47:00,16:47:00,2,2,0,0,5.8930
