service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
M1,1,1,1,1,1,0,0,20210905,20211218
M2,0,0,0,0,0,1,0,20210905,20211218
M3,0,0,0,0,0,0,1,20210905,20211218
S1,1,1,1,1,1,0,0,20210807,20210903
S2,0,0,0,0,0,1,0,20210807,20210903
S3,0,0,0,0,0,0,1,20210807,20210903
A2,0,0,0,0,0,1,0,20210904,20210904
A3,0,0,0,0,0,0,1,20210905,20210905
