route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,shape_id,direction_id
LAN,M2,LAN_554_V77_M,Doylestown,554,554,004538,0
CHE,M3,CHE_7865_V55_M,Center City Philadelphia,7865,7865,720007,1
AIR,M3,AIR_9413_V1_M,Airport Terminal E F,9413,9413,007401,1
WAR,M4,WAR_476_V25_M,Glenside,476,476,406411,0
WAR,M3,WAR_6418_V55_M,Glenside,6418,6418,004411,0
LAN,M2,LAN_527_V7_M,Center City Philadelphia,527,527,538007,1
AIR,M3,AIR_458_V1_M,Center City Philadelphia,458,458,401406,0
MED,M2,MED_7323_V7_M,Elwyn,7323,7323,007301,1
FOX,M3,FOX_827_V5_M,Center City Philadelphia,827,827,815007,1
AIR,M3,AIR_441_V1_M,Airport Terminal E F,441,441,007401,1
AIR,M2,AIR_403_V7_M,Airport Terminal E F,403,403,007401,1
WAR,M4,WAR_424_V25_M,Glenside,424,424,406411,0
NOR,M3,NOR_6291_V57_M,Center City Philadelphia,6291,6291,223004,1
CHW,M3,CHW_839_V5_M,Chestnut Hill West,839,839,007801,1
NOR,M3,NOR_2327_V5_M,Center City Philadelphia,2327,2327,228007,1
WTR,M3,WTR_6378_V5_M,West Trenton,6378,6378,004327,0
AIR,M3,AIR_9448_V1_M,Center City Philadelphia,9448,9448,401007,0
AIR,M2,AIR_499_V7_M,Airport Terminal E F,499,499,007401,1
FOX,M3,FOX_852_V5_M,Fox Chase,852,852,004815,0
WIL,M1,WIL_212_V6_M,Center City Philadelphia,212,212,205406,0
CHW,M3,CHW_853_V5_M,Chestnut Hill West,853,853,007801,1
CHW,M1,CHW_835_V6_M,Chestnut Hill West,835,835,007801,1
WAR,M3,WAR_414_V1_M,Jenkin,414,414,406410,0
AIR,M1,AIR_427_V6_M,Airport Terminal E F,427,427,007401,1
PAO,M1,PAO_1564_V67_M,Center City Philadelphia,1564,1564,505006,0
AIR,M3,AIR_461_V1_M,Airport Terminal E F,461,461,007401,1
WTR,M1,WTR_3445_V6_M,Center City Philadelphia,3445,3445,327007,1
PAO,M2,PAO_559_V7_M,Malvern,559,559,007505,1
LAN,M3,LAN_554_V5_M,Doylestown,554,554,004538,0
AIR,M4,AIR_9405_V25_M,Airport Terminal E F,9405,9405,007401,1
WAR,M3,WAR_474_V1_M,Glenside,474,474,406411,0
TRE,M2,TRE_9740_V7_M,Center City Philadelphia,9740,9740,701007,0
WAR,M3,WAR_420_V1_M,Jenkin,420,420,406410,0
WIL,M3,WIL_9242_V5_M,Center City Philadelphia,9242,9242,203007,0
FOX,M3,FOX_6804_V5_M,Fox Chase,6804,6804,004815,0
WTR,M3,WTR_398_V5_M,West Trenton,398,398,406327,0
AIR,M3,AIR_478_V1_M,Center City Philadelphia,478,478,401406,0
CHW,M1,CHW_854_V6_M,Center City Philadelphia,854,854,801004,0
WTR,M2,WTR_3417_V7_M,Center City Philadelphia,3417,3417,327007,1
NOR,M1,NOR_6233_V6_M,Center City Philadelphia,6233,6233,228004,1
WIL,M3,WIL_4213_V55_M,Newark,4213,4213,007201,1
LAN,M1,LAN_562_V67_M,Doylestown,562,562,004538,0
