trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
FOX_847_V50_M_merged_816140,17:17:00,17:17:00,90815,1,,,,,
FOX_847_V50_M_merged_816140,17:19:00,17:19:00,90814,2,,,,,
FOX_847_V50_M_merged_816140,17:21:00,17:21:00,90813,3,,,,,
FOX_847_V50_M_merged_816140,17:23:00,17:23:00,90812,4,,,,,
FOX_847_V50_M_merged_816140,17:26:00,17:26:00,90811,5,,,,,
FOX_847_V50_M_merged_816140,17:36:00,17:36:00,90007,6,,,,,
FOX_847_V50_M_merged_816140,17:43:00,17:43:00,90006,7,,,,,
FOX_847_V50_M_merged_816140,17:48:00,17:48:00,90005,8,,,,,
FOX_847_V50_M_merged_816140,17:52:00,17:52:00,90004,9,,,,,
FOX_3860_V25_M_merged_816285,08:49:00,08:49:00,90406,1,,,,,
FOX_3860_V25_M_merged_816285,08:52:00,08:52:00,90004,2,,,,,
FOX_3860_V25_M_merged_816285,08:57:00,08:57:00,90005,3,,,,,
FOX_3860_V25_M_merged_816285,09:02:00,09:02:00,90006,4,,,,,
FOX_3860_V25_M_merged_816285,09:06:00,09:06:00,90007,5,,,,,
FOX_3860_V25_M_merged_816285,09:15:00,09:15:00,90811,6,,,,,
FOX_3860_V25_M_merged_816285,09:19:00,09:19:00,90812,7,,,,,
FOX_3860_V25_M_merged_816285,09:21:00,09:21:00,90813,8,,,,,
FOX_3860_V25_M_merged_816285,09:23:00,09:23:00,90814,9,,,,,
FOX_3860_V25_M_merged_816285,09:25:00,09:25:00,90815,10,,,,,
WIL_207_V37_M_merged_815486,07:24:00,07:24:00,90007,1,,,,,
WIL_207_V37_M_merged_815486,07:30:00,07:30:00,90006,2,,,,,
WIL_207_V37_M_merged_815486,07:35:00,07:35:00,90005,3,,,,,
WIL_207_V37_M_merged_815486,07:39:00,07:39:00,90004,4,,,,,
WIL_207_V37_M_merged_815486,07:41:00,07:41:00,90406,5,,,,,
WIL_207_V37_M_merged_815486,07:48:00,07:48:00,90217,6,,,,,
WIL_207_V37_M_merged_815486,07:50:00,07:50:00,90216,7,,,,,
WIL_207_V37_M_merged_815486,07:51:00,07:51:00,90215,8,,,,,
WIL_207_V37_M_merged_815486,07:53:00,07:53:00,90214,9,,,,,
WIL_207_V37_M_merged_815486,07:54:00,07:54:00,90213,10,,,,,
WIL_207_V37_M_merged_815486,07:55:00,07:55:00,90212,11,,,,,
WIL_207_V37_M_merged_815486,07:56:00,07:56:00,90211,12,,,,,
WIL_207_V37_M_merged_815486,07:58:00,07:58:00,90210,13,,,,,
WIL_207_V37_M_merged_815486,08:00:00,08:00:00,90209,14,,,,,
WIL_207_V37_M_merged_815486,08:02:00,08:02:00,90208,15,,,,,
WIL_207_V37_M_merged_815486,08:03:00,08:03:00,90207,16,,,,,
WIL_207_V37_M_merged_815486,08:06:00,08:06:00,90206,17,,,,,
WIL_207_V37_M_merged_815486,08:09:00,08:09:00,90205,18,,,,,
WIL_207_V37_M_merged_815486,08:13:00,08:13:00,90204,19,,,,,
WIL_207_V37_M_merged_815486,08:32:00,08:32:00,90203,20,,,,,
AIR_460_V50_M_merged_816376,19:37:00,19:37:00,90401,1,,,,,
AIR_460_V50_M_merged_816376,19:39:00,19:39:00,90402,2,,,,,
AIR_460_V50_M_merged_816376,19:40:00,19:40:00,90403,3,,,,,
AIR_460_V50_M_merged_816376,19:45:00,19:45:00,90405,4,,,,,
AIR_460_V50_M_merged_816376,19:57:00,19:57:00,90406,5,,,,,
CHE_735_V51_M_merged_816535,22:02:00,22:02:00,90720,1,,,,,
CHE_735_V51_M_merged_816535,22:04:00,22:04:00,90719,2,,,,,
CHE_735_V51_M_merged_816535,22:06:00,22:06:00,90718,3,,,,,
CHE_735_V51_M_merged_816535,22:08:00,22:08:00,90717,4,,,,,
CHE_735_V51_M_merged_816535,22:09:00,22:09:00,90716,5,,,,,
CHE_735_V51_M_merged_816535,22:11:00,22:11:00,90715,6,,,,,
CHE_735_V51_M_merged_816535,22:14:00,22:14:00,90714,7,,,,,
CHE_735_V51_M_merged_816535,22:17:00,22:17:00,90713,8,,,,,
CHE_735_V51_M_merged_816535,22:19:00,22:19:00,90712,9,,,,,
CHE_735_V51_M_merged_816535,22:23:00,22:23:00,90009,10,,,,,
CHE_735_V51_M_merged_816535,22:29:00,22:29:00,90007,11,,,,,
AIR_465_V50_M_merged_816430,20:13:00,20:13:00,90007,1,,,,,
AIR_465_V50_M_merged_816430,20:20:00,20:20:00,90006,2,,,,,
AIR_465_V50_M_merged_816430,20:25:00,20:25:00,90005,3,,,,,
AIR_465_V50_M_merged_816430,20:29:00,20:29:00,90004,4,,,,,
AIR_465_V50_M_merged_816430,20:32:00,20:32:00,90406,5,,,,,
AIR_465_V50_M_merged_816430,20:40:00,20:40:00,90405,6,,,,,
AIR_465_V50_M_merged_816430,20:48:00,20:48:00,90403,7,,,,,
AIR_465_V50_M_merged_816430,20:50:00,20:50:00,90402,8,,,,,
AIR_465_V50_M_merged_816430,20:52:00,20:52:00,90401,9,,,,,
WAR_472_V50_M_merged_816438,22:57:00,22:57:00,90406,1,,,,,
WAR_472_V50_M_merged_816438,23:00:00,23:00:00,90004,2,,,,,
WAR_472_V50_M_merged_816438,23:05:00,23:05:00,90005,3,,,,,
WAR_472_V50_M_merged_816438,23:10:00,23:10:00,90006,4,,,,,
WAR_472_V50_M_merged_816438,23:15:00,23:15:00,90007,5,,,,,
WAR_472_V50_M_merged_816438,23:21:00,23:21:00,90009,6,,,,,
WAR_472_V50_M_merged_816438,23:25:00,23:25:00,90407,7,,,,,
WAR_472_V50_M_merged_816438,23:27:00,23:27:00,90408,8,,,,,
WAR_472_V50_M_merged_816438,23:29:00,23:29:00,90409,9,,,,,
WAR_472_V50_M_merged_816438,23:34:00,23:34:00,90410,10,,,,,
WAR_472_V50_M_merged_816438,23:38:00,23:38:00,90411,11,,,,,
WAR_472_V50_M_merged_816438,23:42:00,23:42:00,90412,12,,,,,
WAR_472_V50_M_merged_816438,23:46:00,23:46:00,90413,13,,,,,
WAR_472_V50_M_merged_816438,23:49:00,23:49:00,90414,14,,,,,
WAR_472_V50_M_merged_816438,23:52:00,23:52:00,90415,15,,,,,
WAR_472_V50_M_merged_816438,23:56:00,23:56:00,90416,16,,,,,
WAR_472_V50_M_merged_816438,24:00:00,24:00:00,90417,17,,,,,
AIR_416_V50_M_merged_815926,08:37:00,08:37:00,90401,1,,,,,
AIR_416_V50_M_merged_815926,08:39:00,08:39:00,90402,2,,,,,
AIR_416_V50_M_merged_815926,08:40:00,08:40:00,90403,3,,,,,
AIR_416_V50_M_merged_815926,08:45:00,08:45:00,90405,4,,,,,
AIR_416_V50_M_merged_815926,08:57:00,08:57:00,90406,5,,,,,
AIR_403_V37_M_merged_816060,05:13:00,05:13:00,90007,1,,,,,
AIR_403_V37_M_merged_816060,05:20:00,05:20:00,90006,2,,,,,
AIR_403_V37_M_merged_816060,05:25:00,05:25:00,90005,3,,,,,
AIR_403_V37_M_merged_816060,05:29:00,05:29:00,90004,4,,,,,
AIR_403_V37_M_merged_816060,05:32:00,05:32:00,90406,5,,,,,
AIR_403_V37_M_merged_816060,05:40:00,05:40:00,90405,6,,,,,
AIR_403_V37_M_merged_816060,05:48:00,05:48:00,90403,7,,,,,
AIR_403_V37_M_merged_816060,05:50:00,05:50:00,90402,8,,,,,
AIR_403_V37_M_merged_816060,05:52:00,05:52:00,90401,9,,,,,
WAR_440_V50_M_merged_815905,14:57:00,14:57:00,90406,1,,,,,
WAR_440_V50_M_merged_815905,15:00:00,15:00:00,90004,2,,,,,
WAR_440_V50_M_merged_815905,15:05:00,15:05:00,90005,3,,,,,
WAR_440_V50_M_merged_815905,15:10:00,15:10:00,90006,4,,,,,
WAR_440_V50_M_merged_815905,15:15:00,15:15:00,90007,5,,,,,
WAR_440_V50_M_merged_815905,15:21:00,15:21:00,90009,6,,,,,
