"block_id","direction_id","original_trip_id","route_id","trip_headsign","shape_id","service_id","trip_id","trip_short_name","wheelchair_accessible"
"a_711","1","TRE_711_V51_M","TRE","Trenton","007701","M2_merged_815010","TRE_711_V51_M_merged_815736","711","1"
"b_413","1","AIR_413_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_413_V50_M_merged_816578","413","1"
"b_707","1","TRE_707_V26_M","TRE","Trenton","007701","M1_merged_815011","TRE_707_V26_M_merged_815934","707","1"
"a_5574","0","","PAO","Center City Philadelphia","505522","M1_merged_815008","PAO_5574_V26_M","5574","1"
"a_733","1","CHE_733_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815010","CHE_733_V51_M_merged_815497","733","1"
"b_5211","1","LAN_5211_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5211_V51_M_merged_816527","5211","1"
"a_1523","1","PAO_1523_V50_M","PAO","Paoli/Thorndale","006505","M2_merged_815010","PAO_1523_V50_M_merged_815016","1523","1"
"b_3228","0","NOR_3228_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815013","NOR_3228_V50_M_merged_815949","3228","1"
"a_469","1","AIR_469_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_469_V50_M_merged_815301","469","1"
"a_4352","0","AIR_4352_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_4352_V37_M_merged_815440","4352","1"
"a_450","0","AIR_450_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_450_V25_M_merged_815082","450","1"
"a_714","0","TRE_714_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815010","TRE_714_V51_M_merged_815500","714","1"
"b_6214","0","NOR_6214_V52_M","NOR","Norristown","004228","M2_merged_815013","NOR_6214_V52_M_merged_815899","6214","1"
"b_3868","0","FOX_3868_V25_M","FOX","Fox Chase","406815","M1_merged_815011","FOX_3868_V25_M_merged_816008","3868","1"
"a_9314","0","MED_9314_V52_M","MED","Center City Philadelphia","301007","M2_merged_815010","MED_9314_V52_M_merged_815679","9314","1"
"a_2331","1","MED_2331_V50_M","MED","Elwyn","007301","M2_merged_815010","MED_2331_V50_M_merged_815221","2331","1"
"a_2520","0","WIL_2520_V50_M","WIL","Center City Philadelphia","205406","M2_merged_815010","WIL_2520_V50_M_merged_815288","2520","1"
"a_404","0","WAR_404_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_404_V50_M_merged_815739","404","1"
"a_2500","0","LAN_2500_V50_M","LAN","Doylestown","406538","M2_merged_815010","LAN_2500_V50_M_merged_815537","2500","1"
"a_810","0","FOX_810_V50_M","FOX","Fox Chase","004815","M2_merged_815010","FOX_810_V50_M_merged_815731","810","1"
"a_453","1","AIR_453_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815009","AIR_453_V37_M_merged_815338","453","1"
"b_2327","1","NOR_2327_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815013","NOR_2327_V50_M_merged_816218","2327","1"
"b_6594","0","LAN_6594_V51_M","LAN","Lansdale","004538","M2_merged_815013","LAN_6594_V51_M_merged_816644","6594","1"
"a_727","1","TRE_727_V26_M","TRE","Trenton","007701","M1_merged_815008","TRE_727_V26_M_merged_815252","727","1"
"a_5514","0","","PAO","Center City Philadelphia","505522","M3_merged_815009","PAO_5514_V37_M","5514","1"
"a_6207","1","NOR_6207_V50_M","NOR","Center City Philadelphia","228004","M2_merged_815010","NOR_6207_V50_M_merged_815192","6207","1"
"a_401","1","AIR_401_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_401_V50_M_merged_815243","401","1"
"a_436","0","AIR_436_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_436_V50_M_merged_815751","436","1"
"a_4360","0","AIR_4360_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_4360_V37_M_merged_815815","4360","1"
"a_5221","1","LAN_5221_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5221_V51_M_merged_815084","5221","1"
"a_9466","0","AIR_9466_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9466_V50_M_merged_815368","9466","1"
"a_3501","1","PAO_3501_V50_M","PAO","Thorndale","007501","M2_merged_815010","PAO_3501_V50_M_merged_815195","3501","1"
"a_5211","1","LAN_5211_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5211_V51_M_merged_815655","5211","1"
"b_2524","0","LAN_2524_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2524_V50_M_merged_816588","2524","1"
"a_3509","1","PAO_3509_V52_M","PAO","Paoli/Thorndale","007501","M2_merged_815010","PAO_3509_V52_M_merged_815294","3509","1"
"a_429","1","AIR_429_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_429_V50_M_merged_815748","429","1"
"a_2514","0","WIL_2514_V50_M","WIL","Center City Philadelphia","203406","M2_merged_815010","WIL_2514_V50_M_merged_815383","2514","1"
"b_8381","1","FOX_8381_V25_M","FOX","Center City Philadelphia","815007","M1_merged_815011","FOX_8381_V25_M_merged_816706","8381","1"
"a_718","0","TRE_718_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815008","TRE_718_V26_M_merged_815790","718","1"
"b_208","0","NOR_208_V37_M","NOR","Norristown - Elm Street","406228","M3_merged_815012","NOR_208_V37_M_merged_816261","208","1"
"b_437","1","WAR_437_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815013","WAR_437_V50_M_merged_816504","437","1"
"a_3862","0","FOX_3862_V37_M","FOX","Fox Chase","406815","M3_merged_815009","FOX_3862_V37_M_merged_815215","3862","1"
"b_5213","1","LAN_5213_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5213_V51_M_merged_816104","5213","1"
"a_474","0","AIR_474_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_474_V37_M_merged_815072","474","1"
"b_219","1","WIL_219_V37_M","WIL","Wilmington","007203","M3_merged_815012","WIL_219_V37_M_merged_815985","219","1"
"b_2510","0","LAN_2510_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2510_V50_M_merged_816627","2510","1"
"b_3449","1","WTR_3449_V37_M","WTR","Center City Philadelphia","327007","M3_merged_815012","WTR_3449_V37_M_merged_816564","3449","1"
"a_5304","0","WTR_5304_V50_M","WTR","West Trenton","004327","M2_merged_815010","WTR_5304_V50_M_merged_815664","5304","1"
"a_2512","0","WIL_2512_V50_M","WIL","Center City Philadelphia","205406","M2_merged_815010","WIL_2512_V50_M_merged_815303","2512","1"
"b_220","0","NOR_220_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815011","NOR_220_V26_M_merged_816730","220","1"
"a_5300","0","PAO_5300_V50_M","PAO","Center City Philadelphia","505004","M2_merged_815010","PAO_5300_V50_M_merged_815081","5300","1"
"a_8391","1","FOX_8391_V37_M","FOX","Center City Philadelphia","815007","M3_merged_815009","FOX_8391_V37_M_merged_815609","8391","1"
"a_5328","0","WTR_5328_V51_M","WTR","West Trenton","004327","M2_merged_815010","WTR_5328_V51_M_merged_815853","5328","1"
"b_3433","1","WTR_3433_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815011","WTR_3433_V27_M_merged_816219","3433","1"
"b_2303","1","MED_2303_V50_M","MED","Elwyn","007301","M2_merged_815013","MED_2303_V50_M_merged_816422","2303","1"
"a_8391","1","MED_8391_V37_M","MED","Elwyn","007301","M3_merged_815009","MED_8391_V37_M_merged_815624","8391","1"
"b_723","1","TRE_723_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_723_V51_M_merged_816113","723","1"
"a_3862","0","MED_3862_V37_M","MED","Center City Philadelphia","301406","M3_merged_815009","MED_3862_V37_M_merged_815561","3862","1"
"b_404","0","WAR_404_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_404_V50_M_merged_816611","404","1"
"a_729","1","TRE_729_V51_M","TRE","Trenton","007701","M2_merged_815010","TRE_729_V51_M_merged_815387","729","1"
"a_9211","1","WIL_9211_V51_M","WIL","Wilminton","007203","M2_merged_815010","WIL_9211_V51_M_merged_815210","9211","1"
"b_711","1","TRE_711_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_711_V51_M_merged_816608","711","1"
"b_3224","0","NOR_3224_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815013","NOR_3224_V50_M_merged_816709","3224","1"
"b_3549","1","WTR_3549_V52_M","WTR","Center City Philadelphia","327007","M2_merged_815013","WTR_3549_V52_M_merged_816756","3549","1"
"a_728","0","CHE_728_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815010","CHE_728_V51_M_merged_815374","728","1"
"a_843","1","FOX_843_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_843_V50_M_merged_815833","843","1"
"a_208","0","WIL_208_V26_M","WIL","Center City Philadelphia","203406","M1_merged_815008","WIL_208_V26_M_merged_815364","208","1"
"a_9419","1","AIR_9419_V50_M","AIR","Airport","007401","M2_merged_815010","AIR_9419_V50_M_merged_815455","9419","1"
"b_9318","0","MED_9318_V52_M","MED","Center City Philadelphia","301007","M2_merged_815013","MED_9318_V52_M_merged_816172","9318","1"
"a_5219","1","WIL_5219_V51_M","WIL","Marcus Hook","007205","M2_merged_815010","WIL_5219_V51_M_merged_815602","5219","1"
"a_413","1","WAR_413_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815010","WAR_413_V50_M_merged_815428","413","1"
"b_716","0","TRE_716_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_716_V51_M_merged_816150","716","1"
"a_9345","1","MED_9345_V51_M","MED","Media/Elwyn","007301","M2_merged_815010","MED_9345_V51_M_merged_815415","9345","1"
"b_219","1","NOR_219_V27_M","NOR","Center City Philadelphia","228007","M1_merged_815011","NOR_219_V27_M_merged_816544","219","1"
"b_220","0","WIL_220_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815012","WIL_220_V37_M_merged_816432","220","1"
"a_3433","1","AIR_3433_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815009","AIR_3433_V37_M_merged_815803","3433","1"
"b_718","0","CHE_718_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815013","CHE_718_V51_M_merged_816075","718","1"
"b_4320","0","AIR_4320_V27_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_4320_V27_M_merged_816325","4320","1"
"b_9451","1","AIR_9451_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9451_V50_M_merged_816258","9451","1"
"b_2321","1","MED_2321_V50_M","MED","Elwyn","007301","M2_merged_815013","MED_2321_V50_M_merged_816676","2321","1"
"a_4312","0","AIR_4312_V27_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_4312_V27_M_merged_815075","4312","1"
"a_866","0","FOX_866_V50_M","FOX","Fox Chase","004815","M2_merged_815010","FOX_866_V50_M_merged_815479","866","1"
"b_2532","0","WIL_2532_V50_M","WIL","Center City Philadelphia","205406","M2_merged_815013","WIL_2532_V50_M_merged_816548","2532","1"
"a_718","0","CHE_718_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815008","CHE_718_V26_M_merged_815811","718","1"
"a_407","1","WAR_407_V37_M","WAR","Center City Philadelphia","417007","M3_merged_815009","WAR_407_V37_M_merged_815314","407","1"
"b_574","0","","PAO","Center City Philadelphia","505004","M1_merged_815011","PAO_574_V26_M","574","1"
"a_723","1","TRE_723_V37_M","TRE","Trenton","007701","M3_merged_815009","TRE_723_V37_M_merged_815275","723","1"
"a_458","0","WAR_458_V25_M","WAR","Warminster","406417","M1_merged_815008","WAR_458_V25_M_merged_815425","458","1"
"a_715","1","CHE_715_V26_M","CHE","Center City Philadelphia","720007","M1_merged_815008","CHE_715_V26_M_merged_815384","715","1"
"b_578","0","","PAO","Center City Philadelphia","501004","M1_merged_815011","PAO_578_V26_M","578","1"
"b_711","1","CHE_711_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815012","CHE_711_V37_M_merged_816153","711","1"
"a_722","0","CHE_722_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815010","CHE_722_V51_M_merged_815747","722","1"
"a_5530","0","","PAO","Center City Philadelphia","505522","M3_merged_815009","PAO_5530_V37_M","5530","1"
"a_9422","0","AIR_9422_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9422_V50_M_merged_815787","9422","1"
"a_6894","0","FOX_6894_V37_M","FOX","Fox Chase","004815","M3_merged_815009","FOX_6894_V37_M_merged_815187","6894","1"
"a_731","1","TRE_731_V51_M","TRE","Trenton","007701","M2_merged_815010","TRE_731_V51_M_merged_815829","731","1"
"b_9701","1","TRE_9701_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_9701_V51_M_merged_816371","9701","1"
"a_9311","1","MED_9311_V52_M","MED","Media/Elwyn","007301","M2_merged_815010","MED_9311_V52_M_merged_815881","9311","1"
"b_6897","1","FOX_6897_V37_M","FOX","Center City Philadelphia","815004","M3_merged_815012","FOX_6897_V37_M_merged_815951","6897","1"
"a_3545","1","WTR_3545_V51_M","WTR","Center City Philadelphia","327007","M2_merged_815010","WTR_3545_V51_M_merged_815783","3545","1"
"a_8387","1","MED_8387_V37_M","MED","Elwyn","007301","M3_merged_815009","MED_8387_V37_M_merged_815442","8387","1"
"a_719","1","CHE_719_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815009","CHE_719_V37_M_merged_815286","719","1"
"a_9414","0","AIR_9414_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9414_V50_M_merged_815285","9414","1"
"b_730","0","TRE_730_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815011","TRE_730_V26_M_merged_816378","730","1"
"b_432","0","WAR_432_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_432_V50_M_merged_816545","432","1"
"b_2508","0","LAN_2508_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2508_V50_M_merged_815991","2508","1"
"b_823","1","FOX_823_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_823_V50_M_merged_816734","823","1"
"a_4304","0","AIR_4304_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_4304_V37_M_merged_815536","4304","1"
"a_420","0","AIR_420_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_420_V50_M_merged_815276","420","1"
"a_9435","1","AIR_9435_V50_M","AIR","Airport","007401","M2_merged_815010","AIR_9435_V50_M_merged_815817","9435","1"
"b_9398","0","MED_9398_V25_M","MED","Center City Philadelphia","301007","M1_merged_815011","MED_9398_V25_M_merged_816554","9398","1"
"b_8391","1","FOX_8391_V37_M","FOX","Center City Philadelphia","815007","M3_merged_815012","FOX_8391_V37_M_merged_816481","8391","1"
"a_429","1","AIR_429_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_429_V25_M_merged_815652","429","1"
"a_571","1","LAN_571_V37_M","LAN","Center City Philadelphia","538004","M3_merged_815009","LAN_571_V37_M_merged_815066","571","1"
"a_2303","1","NOR_2303_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2303_V50_M_merged_815521","2303","1"
"a_9446","0","AIR_9446_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9446_V50_M_merged_815323","9446","1"
"a_407","1","AIR_407_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_407_V50_M_merged_815069","407","1"
"a_814","0","FOX_814_V50_M","FOX","Fox Chase","004815","M2_merged_815010","FOX_814_V50_M_merged_815643","814","1"
"a_719","1","CHE_719_V26_M","CHE","Center City Philadelphia","720007","M1_merged_815008","CHE_719_V26_M_merged_815110","719","1"
"a_6873","1","FOX_6873_V37_M","FOX","Center City Philadelphia","815004","M3_merged_815009","FOX_6873_V37_M_merged_815842","6873","1"
"b_9470","0","AIR_9470_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9470_V50_M_merged_816178","9470","1"
"b_731","1","TRE_731_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_731_V51_M_merged_816701","731","1"
"b_6894","0","FOX_6894_V25_M","FOX","Fox Chase","004815","M1_merged_815011","FOX_6894_V25_M_merged_816379","6894","1"
"a_3417","1","WTR_3417_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815008","WTR_3417_V27_M_merged_815616","3417","1"
"b_5225","1","WIL_5225_V51_M","WIL","Wilmington","007203","M2_merged_815013","WIL_5225_V51_M_merged_816732","5225","1"
"a_5324","0","PAO_5324_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815010","PAO_5324_V51_M_merged_815612","5324","1"
"b_227","1","NOR_227_V27_M","NOR","Center City Philadelphia","228007","M1_merged_815011","NOR_227_V27_M_merged_816396","227","1"
"b_445","1","WAR_445_V25_M","WAR","Center City Philadelphia","417007","M1_merged_815011","WAR_445_V25_M_merged_816289","445","1"
"a_208","0","NOR_208_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815008","NOR_208_V26_M_merged_815019","208","1"
"a_728","0","TRE_728_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815010","TRE_728_V51_M_merged_815730","728","1"
"a_9458","0","AIR_9458_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9458_V50_M_merged_815183","9458","1"
"b_3465","1","WTR_3465_V37_M","WTR","Center City Philadelphia","327007","M3_merged_815012","WTR_3465_V37_M_merged_816361","3465","1"
"a_9516","0","PAO_9516_V51_M","PAO","Center City Philadelphia","501007","M2_merged_815010","PAO_9516_V51_M_merged_815030","9516","1"
"b_531","1","LAN_531_V37_M","LAN","Center City Philadelphia","538007","M3_merged_815012","LAN_531_V37_M_merged_816592","531","1"
"b_851","1","FOX_851_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_851_V50_M_merged_816720","851","1"
"a_3411","1","WTR_3411_V50_M","WTR","Center City Philadelphia","327007","M2_merged_815010","WTR_3411_V50_M_merged_815350","3411","1"
"a_5570","0","","PAO","Center City Philadelphia","501522","M1_merged_815008","PAO_5570_V26_M","5570","1"
"a_6365","1","WTR_6365_V51_M","WTR","Center City Philadelphia","327004","M2_merged_815010","WTR_6365_V51_M_merged_815531","6365","1"
"b_5340","0","WTR_5340_V51_M","WTR","West Trenton","004327","M2_merged_815013","WTR_5340_V51_M_merged_816274","5340","1"
"b_706","0","CHE_706_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815011","CHE_706_V26_M_merged_816118","706","1"
"b_9399","1","MED_9399_V37_M","MED","Media/Elwyn","007301","M3_merged_815012","MED_9399_V37_M_merged_816095","9399","1"
"a_730","0","TRE_730_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815008","TRE_730_V26_M_merged_815506","730","1"
"a_450","0","WAR_450_V25_M","WAR","Warminster","406417","M1_merged_815008","WAR_450_V25_M_merged_815397","450","1"
"a_530","0","LAN_530_V26_M","LAN","Lansdale","004538","M1_merged_815008","LAN_530_V26_M_merged_815099","530","1"
"a_5578","0","","PAO","Center City Philadelphia","501522","M3_merged_815009","PAO_5578_V37_M","5578","1"
"b_3553","1","PAO_3553_V52_M","PAO","Malvern","007505","M2_merged_815013","PAO_3553_V52_M_merged_816456","3553","1"
"a_469","1","AIR_469_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_469_V25_M_merged_815594","469","1"
"b_475","1","AIR_475_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815011","AIR_475_V25_M_merged_816557","475","1"
"a_863","1","FOX_863_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_863_V50_M_merged_815197","863","1"
"b_3561","1","WTR_3561_V52_M","WTR","Center City Philadelphia","327007","M2_merged_815013","WTR_3561_V52_M_merged_816672","3561","1"
"a_468","0","WAR_468_V37_M","WAR","Warminster","406417","M3_merged_815009","WAR_468_V37_M_merged_815410","468","1"
"b_722","0","CHE_722_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815013","CHE_722_V51_M_merged_816619","722","1"
"a_3864","0","MED_3864_V37_M","MED","Center City Philadelphia","301406","M3_merged_815009","MED_3864_V37_M_merged_815592","3864","1"
"a_421","1","AIR_421_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_421_V25_M_merged_815700","421","1"
"a_437","1","WAR_437_V37_M","WAR","Center City Philadelphia","417007","M3_merged_815009","WAR_437_V37_M_merged_815586","437","1"
"b_570","0","","PAO","Center City Philadelphia","501004","M1_merged_815011","PAO_570_V26_M","570","1"
"a_9701","1","TRE_9701_V37_M","TRE","Trenton","007701","M3_merged_815009","TRE_9701_V37_M_merged_815028","9701","1"
"a_224","0","NOR_224_V37_M","NOR","Norristown - Elm Street","406228","M3_merged_815009","NOR_224_V37_M_merged_815818","224","1"
"b_409","1","WAR_409_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815013","WAR_409_V50_M_merged_816036","409","1"
"a_211","1","WIL_211_V37_M","WIL","Wilmington","007203","M3_merged_815009","WIL_211_V37_M_merged_815128","211","1"
"a_703","1","TRE_703_V26_M","TRE","Trenton","007701","M1_merged_815008","TRE_703_V26_M_merged_815074","703","1"
"b_723","1","CHE_723_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_723_V51_M_merged_816495","723","1"
"a_2325","1","NOR_2325_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2325_V50_M_merged_815236","2325","1"
"a_5336","0","WTR_5336_V51_M","WTR","West Trenton","004327","M2_merged_815010","WTR_5336_V51_M_merged_815821","5336","1"
"a_3868","0","MED_3868_V25_M","MED","Center City Philadelphia","301406","M1_merged_815008","MED_3868_V25_M_merged_815665","3868","1"
"b_235","1","NOR_235_V37_M","NOR","Center City Philadelphia","228007","M3_merged_815012","NOR_235_V37_M_merged_815893","235","1"
"a_722","0","CHE_722_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815009","CHE_722_V37_M_merged_815100","722","1"
"b_432","0","AIR_432_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_432_V50_M_merged_816004","432","1"
"b_9399","1","MED_9399_V25_M","MED","Media/Elwyn","007301","M1_merged_815011","MED_9399_V25_M_merged_816023","9399","1"
"a_227","1","NOR_227_V37_M","NOR","Center City Philadelphia","228007","M3_merged_815009","NOR_227_V37_M_merged_815310","227","1"
"b_3864","0","FOX_3864_V25_M","FOX","Fox Chase","406815","M1_merged_815011","FOX_3864_V25_M_merged_816421","3864","1"
"a_235","1","WIL_235_V37_M","WIL","Wilmington","007203","M3_merged_815009","WIL_235_V37_M_merged_815040","235","1"
"a_6313","1","WTR_6313_V28_M","WTR","Center City Philadelphia","327004","M2_merged_815010","WTR_6313_V28_M_merged_815014","6313","1"
"a_731","1","TRE_731_V26_M","TRE","Trenton","007701","M1_merged_815008","TRE_731_V26_M_merged_815513","731","1"
"a_1535","1","PAO_1535_V50_M","PAO","Paoli/Thorndale","006501","M2_merged_815010","PAO_1535_V50_M_merged_815245","1535","1"
"b_4312","0","AIR_4312_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_4312_V37_M_merged_816471","4312","1"
"b_5225","1","LAN_5225_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5225_V51_M_merged_816176","5225","1"
"b_2514","0","LAN_2514_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2514_V50_M_merged_816344","2514","1"
"b_5209","1","WIL_5209_V51_M","WIL","Wilmington","007203","M2_merged_815013","WIL_5209_V51_M_merged_816669","5209","1"
"b_705","1","CHE_705_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_705_V51_M_merged_816449","705","1"
"b_9446","0","AIR_9446_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9446_V50_M_merged_816195","9446","1"
"a_457","1","WAR_457_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815010","WAR_457_V50_M_merged_815722","457","1"
"b_554","0","LAN_554_V26_M","LAN","Doylestown","004538","M1_merged_815011","LAN_554_V26_M_merged_816713","554","1"
"a_450","0","AIR_450_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_450_V37_M_merged_815529","450","1"
"b_703","1","TRE_703_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_703_V51_M_merged_816305","703","1"
"a_465","1","WAR_465_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815010","WAR_465_V50_M_merged_815262","465","1"
"a_231","1","NOR_231_V27_M","NOR","Center City Philadelphia","228007","M1_merged_815008","NOR_231_V27_M_merged_815267","231","1"
"a_405","1","WAR_405_V50_M","WAR","Center City Philadelphia","411007","M2_merged_815010","WAR_405_V50_M_merged_815114","405","1"
"b_734","0","CHE_734_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815013","CHE_734_V51_M_merged_816119","734","1"
"b_464","0","WAR_464_V25_M","WAR","Warminster","406417","M1_merged_815011","WAR_464_V25_M_merged_816434","464","1"
"a_718","0","CHE_718_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815009","CHE_718_V37_M_merged_815340","718","1"
"a_5229","1","LAN_5229_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5229_V51_M_merged_815378","5229","1"
"a_9402","0","AIR_9402_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9402_V50_M_merged_815488","9402","1"
"b_453","1","WAR_453_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815013","WAR_453_V50_M_merged_816288","453","1"
"b_531","1","","PAO","Thorndale","007501","M3_merged_815012","PAO_531_V37_M","531","1"
"b_235","1","WIL_235_V37_M","WIL","Wilmington","007203","M3_merged_815012","WIL_235_V37_M_merged_815912","235","1"
"b_726","0","TRE_726_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_726_V51_M_merged_816520","726","1"
"a_208","0","NOR_208_V37_M","NOR","Norristown - Elm Street","406228","M3_merged_815009","NOR_208_V37_M_merged_815389","208","1"
"b_453","1","AIR_453_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_453_V50_M_merged_816559","453","1"
"a_429","1","WAR_429_V37_M","WAR","Center City Philadelphia","417007","M3_merged_815009","WAR_429_V37_M_merged_815273","429","1"
"a_2502","0","LAN_2502_V50_M","LAN","Doylestown","406538","M2_merged_815010","LAN_2502_V50_M_merged_815760","2502","1"
"a_227","1","WIL_227_V27_M","WIL","Wilmington","007203","M1_merged_815008","WIL_227_V27_M_merged_815089","227","1"
"b_734","0","TRE_734_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_734_V51_M_merged_816052","734","1"
"b_6203","1","NOR_6203_V37_M","NOR","Center City Philadelphia","228004","M3_merged_815012","NOR_6203_V37_M_merged_815908","6203","1"
"b_814","0","FOX_814_V50_M","FOX","Fox Chase","004815","M2_merged_815013","FOX_814_V50_M_merged_816515","814","1"
"b_6365","1","WTR_6365_V51_M","WTR","Center City Philadelphia","327004","M2_merged_815013","WTR_6365_V51_M_merged_816403","6365","1"
"a_9475","1","AIR_9475_V50_M","AIR","Airport","007401","M2_merged_815010","AIR_9475_V50_M_merged_815341","9475","1"
"a_469","1","WAR_469_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815010","WAR_469_V50_M_merged_815534","469","1"
"b_732","0","TRE_732_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_732_V51_M_merged_816622","732","1"
"a_4352","0","AIR_4352_V27_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_4352_V27_M_merged_815847","4352","1"
"a_474","0","AIR_474_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_474_V25_M_merged_815604","474","1"
