"block_id","direction_id","original_trip_id","route_id","trip_headsign","shape_id","service_id","trip_id","trip_short_name","wheelchair_accessible"
"a_731","1","CHE_731_V26_M","CHE","Center City Philadelphia","720007","M1_merged_815008","CHE_731_V26_M_merged_815568","731","1"
"a_5546","0","","PAO","Center City Philadelphia","505522","M3_merged_815009","PAO_5546_V37_M","5546","1"
"a_729","1","CHE_729_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815010","CHE_729_V51_M_merged_815744","729","1"
"a_6535","1","LAN_6535_V51_M","LAN","Center City Philadelphia","538004","M2_merged_815010","LAN_6535_V51_M_merged_815622","6535","1"
"a_445","1","AIR_445_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_445_V50_M_merged_815617","445","1"
"b_713","1","CHE_713_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_713_V51_M_merged_816670","713","1"
"b_730","0","CHE_730_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815013","CHE_730_V51_M_merged_816359","730","1"
"a_726","0","TRE_726_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815010","TRE_726_V51_M_merged_815648","726","1"
"a_531","1","LAN_531_V37_M","LAN","Center City Philadelphia","538004","M3_merged_815009","LAN_531_V37_M_merged_815720","531","1"
"a_5515","1","","PAO","Center City Philadelphia","522501","M3_merged_815009","PAO_5515_V37_M","5515","1"
"b_3866","0","FOX_3866_V37_M","FOX","Fox Chase","406815","M3_merged_815012","FOX_3866_V37_M_merged_816490","3866","1"
"b_4352","0","AIR_4352_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_4352_V37_M_merged_816312","4352","1"
"a_6214","0","NOR_6214_V52_M","NOR","Norristown","004228","M2_merged_815010","NOR_6214_V52_M_merged_815027","6214","1"
"b_9450","0","AIR_9450_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9450_V50_M_merged_816454","9450","1"
"a_4320","0","WTR_4320_V27_M","WTR","West Trenton","406327","M1_merged_815008","WTR_4320_V27_M_merged_815063","4320","1"
"a_3222","0","NOR_3222_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815010","NOR_3222_V50_M_merged_815365","3222","1"
"b_6317","1","WTR_6317_V28_M","WTR","Center City Philadelphia","327004","M2_merged_815013","WTR_6317_V28_M_merged_816295","6317","1"
"a_5217","1","LAN_5217_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5217_V51_M_merged_815094","5217","1"
"a_726","0","CHE_726_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815009","CHE_726_V37_M_merged_815678","726","1"
"b_8389","1","FOX_8389_V25_M","FOX","Center City Philadelphia","815007","M1_merged_815011","FOX_8389_V25_M_merged_816450","8389","1"
"a_2331","1","NOR_2331_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2331_V50_M_merged_815768","2331","1"
"a_426","0","WAR_426_V25_M","WAR","Warminster","406417","M1_merged_815008","WAR_426_V25_M_merged_815330","426","1"
"b_420","0","WAR_420_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_420_V50_M_merged_816245","420","1"
"a_714","0","TRE_714_V37_M","TRE","Center City Philadelphia","701004","M3_merged_815009","TRE_714_V37_M_merged_815127","714","1"
"a_477","1","AIR_477_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_477_V50_M_merged_815515","477","1"
"b_461","1","AIR_461_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_461_V50_M_merged_816200","461","1"
"a_2502","0","WIL_2502_V50_M","WIL","Center City Philadelphia","203406","M2_merged_815010","WIL_2502_V50_M_merged_815766","2502","1"
"a_5324","0","WTR_5324_V51_M","WTR","West Trenton","004327","M2_merged_815010","WTR_5324_V51_M_merged_815181","5324","1"
"b_450","0","AIR_450_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_450_V25_M_merged_815954","450","1"
"b_8387","1","FOX_8387_V25_M","FOX","Center City Philadelphia","815007","M1_merged_815011","FOX_8387_V25_M_merged_816199","8387","1"
"b_735","1","CHE_735_V26_M","CHE","Center City Philadelphia","720007","M1_merged_815011","CHE_735_V26_M_merged_816120","735","1"
"b_846","0","FOX_846_V50_M","FOX","Fox Chase","004815","M2_merged_815013","FOX_846_V50_M_merged_816694","846","1"
"a_5205","1","WIL_5205_V51_M","WIL","Wilmington","007203","M2_merged_815010","WIL_5205_V51_M_merged_815123","5205","1"
"a_416","0","WAR_416_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_416_V50_M_merged_815509","416","1"
"a_726","0","TRE_726_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815008","TRE_726_V26_M_merged_815641","726","1"
"b_547","1","","PAO","Thorndale","007501","M1_merged_815011","PAO_547_V26_M","547","1"
"b_9414","0","AIR_9414_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9414_V50_M_merged_816157","9414","1"
"a_850","0","FOX_850_V50_M","FOX","Fox Chase","004815","M2_merged_815010","FOX_850_V50_M_merged_815293","850","1"
"b_719","1","CHE_719_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815012","CHE_719_V37_M_merged_816158","719","1"
"b_9206","0","WIL_9206_V37_M","WIL","Center City Philadelphia","203007","M3_merged_815012","WIL_9206_V37_M_merged_815997","9206","1"
"b_2520","0","LAN_2520_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2520_V50_M_merged_816121","2520","1"
"a_5570","0","","PAO","Center City Philadelphia","501522","M3_merged_815009","PAO_5570_V37_M","5570","1"
"b_734","0","TRE_734_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815011","TRE_734_V26_M_merged_816639","734","1"
"b_453","1","AIR_453_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815011","AIR_453_V25_M_merged_816609","453","1"
"a_3858","0","MED_3858_V37_M","MED","Center City Philadelphia","301406","M3_merged_815009","MED_3858_V37_M_merged_815322","3858","1"
"a_706","0","CHE_706_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815008","CHE_706_V26_M_merged_815246","706","1"
"b_5356","0","WTR_5356_V51_M","WTR","West Trenton","004327","M2_merged_815013","WTR_5356_V51_M_merged_816293","5356","1"
"b_4320","0","WTR_4320_V27_M","WTR","West Trenton","406327","M1_merged_815011","WTR_4320_V27_M_merged_815935","4320","1"
"a_9206","0","WIL_9206_V35_M","WIL","Center City Philadelphia","203007","M1_merged_815008","WIL_9206_V35_M_merged_815145","9206","1"
"b_458","0","WAR_458_V25_M","WAR","Warminster","406417","M1_merged_815011","WAR_458_V25_M_merged_816297","458","1"
"b_475","1","AIR_475_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815012","AIR_475_V37_M_merged_816646","475","1"
"b_6896","0","FOX_6896_V37_M","FOX","Fox Chase","004815","M3_merged_815012","FOX_6896_V37_M_merged_816329","6896","1"
"b_4352","0","AIR_4352_V27_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_4352_V27_M_merged_816719","4352","1"
"a_547","1","LAN_547_V26_M","LAN","Center City Philadelphia","538004","M1_merged_815008","LAN_547_V26_M_merged_815326","547","1"
"b_405","1","AIR_405_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_405_V50_M_merged_816306","405","1"
"b_5239","1","LAN_5239_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5239_V51_M_merged_816373","5239","1"
"b_468","0","AIR_468_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_468_V50_M_merged_816162","468","1"
"a_711","1","CHE_711_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815009","CHE_711_V37_M_merged_815281","711","1"
"b_4304","0","WTR_4304_V37_M","WTR","West Trenton","406327","M3_merged_815012","WTR_4304_V37_M_merged_816164","4304","1"
"b_726","0","TRE_726_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815011","TRE_726_V26_M_merged_816513","726","1"
"b_5324","0","WTR_5324_V51_M","WTR","West Trenton","004327","M2_merged_815013","WTR_5324_V51_M_merged_816053","5324","1"
"b_428","0","AIR_428_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_428_V50_M_merged_815933","428","1"
"a_706","0","CHE_706_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815010","CHE_706_V51_M_merged_815342","706","1"
"b_403","1","AIR_403_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_403_V50_M_merged_816681","403","1"
"a_428","0","WAR_428_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_428_V50_M_merged_815436","428","1"
"a_723","1","CHE_723_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815009","CHE_723_V37_M_merged_815403","723","1"
"a_715","1","CHE_715_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815010","CHE_715_V51_M_merged_815477","715","1"
"b_469","1","AIR_469_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815011","AIR_469_V25_M_merged_816466","469","1"
"b_723","1","CHE_723_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815012","CHE_723_V37_M_merged_816275","723","1"
"b_453","1","WAR_453_V25_M","WAR","Center City Philadelphia","417007","M1_merged_815011","WAR_453_V25_M_merged_816226","453","1"
"b_6333","1","WTR_6333_V28_M","WTR","Center City Philadelphia","327004","M2_merged_815013","WTR_6333_V28_M_merged_816204","6333","1"
"a_719","1","TRE_719_V26_M","TRE","Trenton","007701","M1_merged_815008","TRE_719_V26_M_merged_815633","719","1"
"b_236","0","WIL_236_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815012","WIL_236_V37_M_merged_816553","236","1"
"b_425","1","AIR_425_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_425_V50_M_merged_816011","425","1"
"a_9427","1","AIR_9427_V50_M","AIR","Airport","007401","M2_merged_815010","AIR_9427_V50_M_merged_815206","9427","1"
"b_707","1","TRE_707_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_707_V51_M_merged_816028","707","1"
"a_4328","0","AIR_4328_V27_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_4328_V27_M_merged_815173","4328","1"
"a_9315","1","MED_9315_V52_M","MED","Media/Elwyn","007301","M2_merged_815010","MED_9315_V52_M_merged_815022","9315","1"
"a_6321","1","WTR_6321_V28_M","WTR","Center City Philadelphia","327004","M2_merged_815010","WTR_6321_V28_M_merged_815465","6321","1"
"b_3425","1","AIR_3425_V27_M","AIR","Airport Terminal E F","007401","M1_merged_815011","AIR_3425_V27_M_merged_815910","3425","1"
"a_3417","1","AIR_3417_V27_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_3417_V27_M_merged_815637","3417","1"
"b_5304","0","PAO_5304_V50_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5304_V50_M_merged_816483","5304","1"
"b_9755","1","TRE_9755_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_9755_V51_M_merged_815927","9755","1"
"b_1527","1","PAO_1527_V50_M","PAO","Paoli/Thorndale","006505","M2_merged_815013","PAO_1527_V50_M_merged_816635","1527","1"
"b_4360","0","AIR_4360_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_4360_V37_M_merged_816687","4360","1"
"b_522","0","","PAO","Center City Philadelphia","501004","M1_merged_815011","PAO_522_V26_M","522","1"
"a_2510","0","LAN_2510_V50_M","LAN","Doylestown","406538","M2_merged_815010","LAN_2510_V50_M_merged_815755","2510","1"
"b_9514","0","","PAO","Center City Philadelphia","505007","M3_merged_815012","PAO_9514_V37_M","9514","1"
"a_4344","0","WTR_4344_V27_M","WTR","West Trenton","406327","M1_merged_815008","WTR_4344_V27_M_merged_815172","4344","1"
"b_718","0","CHE_718_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815011","CHE_718_V26_M_merged_816683","718","1"
"a_707","1","CHE_707_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815009","CHE_707_V37_M_merged_815037","707","1"
"a_461","1","AIR_461_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_461_V50_M_merged_815328","461","1"
"b_9516","0","PAO_9516_V51_M","PAO","Center City Philadelphia","501007","M2_merged_815013","PAO_9516_V51_M_merged_815902","9516","1"
"b_4700","0","AIR_4700_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_4700_V50_M_merged_816404","4700","1"
"a_401","1","WAR_401_V50_M","WAR","Center City Philadelphia","407007","M2_merged_815010","WAR_401_V50_M_merged_815657","401","1"
"b_719","1","CHE_719_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_719_V51_M_merged_815974","719","1"
"a_429","1","WAR_429_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815010","WAR_429_V50_M_merged_815527","429","1"
"a_706","0","TRE_706_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815008","TRE_706_V26_M_merged_815769","706","1"
"b_3449","1","WTR_3449_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815011","WTR_3449_V27_M_merged_816122","3449","1"
"a_449","1","WAR_449_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815010","WAR_449_V50_M_merged_815216","449","1"
"a_722","0","CHE_722_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815008","CHE_722_V26_M_merged_815712","722","1"
"a_403","1","WAR_403_V37_M","WAR","Center City Philadelphia","411007","M3_merged_815009","WAR_403_V37_M_merged_815218","403","1"
"b_216","0","WIL_216_V26_M","WIL","Center City Philadelphia","203406","M1_merged_815011","WIL_216_V26_M_merged_816700","216","1"
"a_734","0","TRE_734_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815008","TRE_734_V26_M_merged_815767","734","1"
"a_1515","1","PAO_1515_V50_M","PAO","Paoli/Thorndale","006505","M2_merged_815010","PAO_1515_V50_M_merged_815526","1515","1"
"a_722","0","TRE_722_V37_M","TRE","Center City Philadelphia","701004","M3_merged_815009","TRE_722_V37_M_merged_815362","722","1"
"a_3561","1","WTR_3561_V52_M","WTR","Center City Philadelphia","327007","M2_merged_815010","WTR_3561_V52_M_merged_815800","3561","1"
"b_464","0","WAR_464_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_464_V50_M_merged_816731","464","1"
"b_3457","1","WTR_3457_V37_M","WTR","Center City Philadelphia","327007","M3_merged_815012","WTR_3457_V37_M_merged_816107","3457","1"
"a_6218","0","NOR_6218_V52_M","NOR","Norristown","004228","M2_merged_815010","NOR_6218_V52_M_merged_815631","6218","1"
"a_1534","0","PAO_1534_V50_M","PAO","Center City Philadelphia","505006","M2_merged_815010","PAO_1534_V50_M_merged_815627","1534","1"
"b_3411","1","AIR_3411_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_3411_V50_M_merged_816025","3411","1"
"b_468","0","WAR_468_V37_M","WAR","Warminster","406417","M3_merged_815012","WAR_468_V37_M_merged_816282","468","1"
"b_9471","1","AIR_9471_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9471_V50_M_merged_816413","9471","1"
"a_227","1","NOR_227_V27_M","NOR","Center City Philadelphia","228007","M1_merged_815008","NOR_227_V27_M_merged_815524","227","1"
"a_9560","0","PAO_9560_V38_M","PAO","Center City Philadelphia","501007","M2_merged_815010","PAO_9560_V38_M_merged_815279","9560","1"
"b_366","0","MED_366_V50_M","MED","Center City Philadelphia","301406","M2_merged_815013","MED_366_V50_M_merged_816374","366","1"
"a_212","0","NOR_212_V37_M","NOR","Norristown - Elm Street","406228","M3_merged_815009","NOR_212_V37_M_merged_815808","212","1"
"b_3417","1","WTR_3417_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815011","WTR_3417_V27_M_merged_816488","3417","1"
"a_6899","1","FOX_6899_V37_M","FOX","Center City Philadelphia","815004","M3_merged_815009","FOX_6899_V37_M_merged_815538","6899","1"
"b_219","1","NOR_219_V37_M","NOR","Center City Philadelphia","228007","M3_merged_815012","NOR_219_V37_M_merged_816073","219","1"
"a_219","1","WIL_219_V37_M","WIL","Wilmington","007203","M3_merged_815009","WIL_219_V37_M_merged_815113","219","1"
"a_442","0","AIR_442_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_442_V37_M_merged_815331","442","1"
"a_5539","1","","PAO","Center City Philadelphia","522505","M1_merged_815008","PAO_5539_V25_M","5539","1"
"a_3230","0","MED_3230_V50_M","MED","Center City Philadelphia","301406","M2_merged_815010","MED_3230_V50_M_merged_815591","3230","1"
"b_811","1","FOX_811_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_811_V50_M_merged_816448","811","1"
"a_714","0","CHE_714_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815010","CHE_714_V51_M_merged_815799","714","1"
"a_3866","0","MED_3866_V25_M","MED","Center City Philadelphia","301406","M1_merged_815008","MED_3866_V25_M_merged_815287","3866","1"
"b_2516","0","WIL_2516_V50_M","WIL","Center City Philadelphia","205406","M2_merged_815013","WIL_2516_V50_M_merged_816615","2516","1"
"b_6507","1","LAN_6507_V37_M","LAN","Center City Philadelphia","538004","M3_merged_815012","LAN_6507_V37_M_merged_816377","6507","1"
"a_1526","0","PAO_1526_V50_M","PAO","Center City Philadelphia","505006","M2_merged_815010","PAO_1526_V50_M_merged_815704","1526","1"
"a_2335","1","NOR_2335_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2335_V50_M_merged_815050","2335","1"
"a_718","0","TRE_718_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815010","TRE_718_V51_M_merged_815018","718","1"
"a_723","1","TRE_723_V51_M","TRE","Trenton","007701","M2_merged_815010","TRE_723_V51_M_merged_815241","723","1"
"a_2321","1","MED_2321_V50_M","MED","Elwyn","007301","M2_merged_815010","MED_2321_V50_M_merged_815804","2321","1"
"b_5203","1","LAN_5203_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5203_V51_M_merged_816146","5203","1"
"a_3864","0","MED_3864_V25_M","MED","Center City Philadelphia","301406","M1_merged_815008","MED_3864_V25_M_merged_815675","3864","1"
"a_440","0","AIR_440_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_440_V50_M_merged_815146","440","1"
"b_429","1","WAR_429_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815013","WAR_429_V50_M_merged_816399","429","1"
"a_704","0","TRE_704_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815010","TRE_704_V51_M_merged_815786","704","1"
"b_231","1","NOR_231_V37_M","NOR","Center City Philadelphia","228007","M3_merged_815012","NOR_231_V37_M_merged_816523","231","1"
"a_539","1","LAN_539_V37_M","LAN","Center City Philadelphia","538004","M3_merged_815009","LAN_539_V37_M_merged_815585","539","1"
"a_441","1","AIR_441_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_441_V50_M_merged_815819","441","1"
"b_709","1","CHE_709_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_709_V51_M_merged_816174","709","1"
"a_710","0","TRE_710_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815008","TRE_710_V26_M_merged_815056","710","1"
"b_3529","1","PAO_3529_V52_M","PAO","Paoli/Thorndale","007505","M2_merged_815013","PAO_3529_V52_M_merged_816738","3529","1"
"b_4370","0","AIR_4370_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_4370_V37_M_merged_816634","4370","1"
"a_448","0","AIR_448_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_448_V50_M_merged_815162","448","1"
"a_418","0","WAR_418_V37_M","WAR","Warminster","406417","M3_merged_815009","WAR_418_V37_M_merged_815533","418","1"
"b_731","1","TRE_731_V37_M","TRE","Trenton","007701","M3_merged_815012","TRE_731_V37_M_merged_816752","731","1"
"a_6897","1","FOX_6897_V25_M","FOX","Center City Philadelphia","815004","M1_merged_815008","FOX_6897_V25_M_merged_815629","6897","1"
"a_6329","1","WTR_6329_V28_M","WTR","Center City Philadelphia","327004","M2_merged_815010","WTR_6329_V28_M_merged_815872","6329","1"
"b_458","0","AIR_458_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_458_V37_M_merged_816506","458","1"
"a_2522","0","WIL_2522_V50_M","WIL","Center City Philadelphia","203406","M2_merged_815010","WIL_2522_V50_M_merged_815076","2522","1"
"a_732","0","TRE_732_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815010","TRE_732_V51_M_merged_815750","732","1"
"b_3204","0","NOR_3204_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815013","NOR_3204_V50_M_merged_816736","3204","1"
"b_9313","1","MED_9313_V52_M","MED","Media/Elwyn","007301","M2_merged_815013","MED_9313_V52_M_merged_816310","9313","1"
"b_815","1","FOX_815_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_815_V50_M_merged_816268","815","1"
"a_3224","0","NOR_3224_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815010","NOR_3224_V50_M_merged_815837","3224","1"
"a_737","1","TRE_737_V51_M","TRE","Trenton","007701","M2_merged_815010","TRE_737_V51_M_merged_815684","737","1"
"b_715","1","TRE_715_V26_M","TRE","Trenton","007701","M1_merged_815011","TRE_715_V26_M_merged_816415","715","1"
"a_738","0","CHE_738_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815009","CHE_738_V37_M_merged_815784","738","1"
"b_468","0","WAR_468_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_468_V50_M_merged_816348","468","1"
"b_9475","1","AIR_9475_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9475_V50_M_merged_816213","9475","1"
"a_445","1","AIR_445_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_445_V25_M_merged_815447","445","1"
"b_442","0","WAR_442_V37_M","WAR","Warminster","406417","M3_merged_815012","WAR_442_V37_M_merged_816569","442","1"
"b_3433","1","WTR_3433_V37_M","WTR","Center City Philadelphia","327007","M3_merged_815012","WTR_3433_V37_M_merged_816749","3433","1"
"a_3860","0","MED_3860_V25_M","MED","Center City Philadelphia","301406","M1_merged_815008","MED_3860_V25_M_merged_815733","3860","1"
"b_434","0","WAR_434_V25_M","WAR","Warminster","406417","M1_merged_815011","WAR_434_V25_M_merged_815976","434","1"
"a_3409","1","AIR_3409_V27_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_3409_V27_M_merged_815143","3409","1"
"b_5217","1","WIL_5217_V51_M","WIL","Wilmington","007203","M2_merged_815013","WIL_5217_V51_M_merged_816514","5217","1"
"a_3465","1","AIR_3465_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815009","AIR_3465_V37_M_merged_815830","3465","1"
"b_4344","0","AIR_4344_V27_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_4344_V27_M_merged_816589","4344","1"
"a_6507","1","LAN_6507_V37_M","LAN","Center City Philadelphia","538004","M3_merged_815009","LAN_6507_V37_M_merged_815505","6507","1"
"b_738","0","TRE_738_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815011","TRE_738_V26_M_merged_816021","738","1"
"b_2502","0","LAN_2502_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2502_V50_M_merged_816632","2502","1"
"b_530","0","LAN_530_V37_M","LAN","Doylestown","004538","M3_merged_815012","LAN_530_V37_M_merged_816335","530","1"
"b_425","1","WAR_425_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815013","WAR_425_V50_M_merged_816155","425","1"
"a_5554","0","","PAO","Center City Philadelphia","501522","M1_merged_815008","PAO_5554_V26_M","5554","1"
"b_3860","0","MED_3860_V25_M","MED","Center City Philadelphia","301406","M1_merged_815011","MED_3860_V25_M_merged_816605","3860","1"
"b_9319","1","MED_9319_V52_M","MED","Media/Elwyn","007301","M2_merged_815013","MED_9319_V52_M_merged_816695","9319","1"
"b_863","1","FOX_863_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_863_V50_M_merged_816069","863","1"
"b_440","0","AIR_440_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_440_V50_M_merged_816018","440","1"
"b_718","0","TRE_718_V37_M","TRE","Center City Philadelphia","701004","M3_merged_815012","TRE_718_V37_M_merged_816320","718","1"
"b_5332","0","WTR_5332_V51_M","WTR","West Trenton","004327","M2_merged_815013","WTR_5332_V51_M_merged_816321","5332","1"
"a_8389","1","FOX_8389_V25_M","FOX","Center City Philadelphia","815007","M1_merged_815008","FOX_8389_V25_M_merged_815578","8389","1"
"a_8377","1","FOX_8377_V37_M","FOX","Center City Philadelphia","815007","M3_merged_815009","FOX_8377_V37_M_merged_815316","8377","1"
"b_6256","0","NOR_6256_V50_M","NOR","Norristown","004228","M2_merged_815013","NOR_6256_V50_M_merged_816604","6256","1"
"a_811","1","FOX_811_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_811_V50_M_merged_815576","811","1"
"b_554","0","LAN_554_V37_M","LAN","Doylestown","004538","M3_merged_815012","LAN_554_V37_M_merged_816076","554","1"
"b_563","1","","PAO","Thorndale","007501","M1_merged_815011","PAO_563_V26_M","563","1"
"b_6896","0","FOX_6896_V25_M","FOX","Fox Chase","004815","M1_merged_815011","FOX_6896_V25_M_merged_815930","6896","1"
"b_6207","1","NOR_6207_V50_M","NOR","Center City Philadelphia","228004","M2_merged_815013","NOR_6207_V50_M_merged_816064","6207","1"
"b_725","1","TRE_725_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_725_V51_M_merged_816674","725","1"
"a_578","0","LAN_578_V26_M","LAN","Lansdale","004538","M1_merged_815008","LAN_578_V26_M_merged_815805","578","1"
"a_819","1","FOX_819_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_819_V50_M_merged_815070","819","1"
"b_9720","0","TRE_9720_V51_M","TRE","Center City Philadelphia","701007","M2_merged_815013","TRE_9720_V51_M_merged_816277","9720","1"
"b_5264","0","PAO_5264_V50_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5264_V50_M_merged_816135","5264","1"
"b_6325","1","WTR_6325_V28_M","WTR","Center City Philadelphia","327004","M2_merged_815013","WTR_6325_V28_M_merged_816470","6325","1"
"b_228","0","WIL_228_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815012","WIL_228_V37_M_merged_816357","228","1"
"a_5213","1","WIL_5213_V51_M","WIL","Wilmington","007203","M2_merged_815010","WIL_5213_V51_M_merged_815556","5213","1"
"a_515","1","LAN_515_V37_M","LAN","Center City Philadelphia","538004","M3_merged_815009","LAN_515_V37_M_merged_815264","515","1"
"a_429","1","AIR_429_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815009","AIR_429_V37_M_merged_815138","429","1"
"a_436","0","WAR_436_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_436_V50_M_merged_815073","436","1"
"a_227","1","WIL_227_V37_M","WIL","Wilmington","007203","M3_merged_815009","WIL_227_V37_M_merged_815701","227","1"
"a_220","0","NOR_220_V37_M","NOR","Norristown - Elm Street","406228","M3_merged_815009","NOR_220_V37_M_merged_815551","220","1"
"a_555","1","LAN_555_V25_M","LAN","Center City Philadelphia","538004","M1_merged_815008","LAN_555_V25_M_merged_815759","555","1"
"b_734","0","CHE_734_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815012","CHE_734_V37_M_merged_816192","734","1"
"a_469","1","WAR_469_V25_M","WAR","Center City Philadelphia","417007","M1_merged_815008","WAR_469_V25_M_merged_815116","469","1"
"b_703","1","TRE_703_V37_M","TRE","Trenton","007701","M3_merged_815012","TRE_703_V37_M_merged_816177","703","1"
"a_5239","1","LAN_5239_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5239_V51_M_merged_815501","5239","1"
