route_id,direction_id,stop_id,route_stop_sort_order
T2,1,21425,11
T2,1,21426,12
T2,1,22230,13
T2,1,22147,14
T2,1,22151,15
T2,1,21431,16
T2,1,21432,17
T2,1,20879,18
T2,1,20880,19
T2,1,20881,20
T2,1,20882,21
T2,1,20883,22
T2,1,20884,23
T2,1,20885,24
T2,1,601,25
T2,1,20886,27
T2,1,20887,28
T2,1,20888,29
T2,1,20889,30
T2,1,20890,31
T2,1,20891,32
T2,1,20892,33
T2,1,20893,34
T2,1,20894,35
T2,1,20895,36
T2,1,20896,37
T2,1,599,38
T2,1,304,39
T2,1,610,40
T3,0,305,1
T3,0,32523,2
T3,0,20768,3
T3,0,20770,4
T3,0,20771,5
T3,0,20772,6
T3,0,20773,7
T3,0,20774,8
T3,0,20775,9
T3,0,20776,10
T3,0,20777,11
T3,0,20778,12
T3,0,20779,13
T3,0,20781,14
T3,0,20782,15
T3,0,20843,16
T3,0,319,17
T3,0,20785,18
T3,0,20784,19
T3,0,20786,20
T3,0,20787,21
T3,0,20788,22
T3,0,320,23
T3,0,20791,24
T3,0,20792,25
T3,0,20793,26
T3,0,20794,27
T3,0,20795,28
T3,0,20796,29
T3,0,20797,30
T3,0,321,31
T3,0,20789,32
T3,0,20790,33
T3,0,20799,34
T3,0,20800,35
T3,0,20801,36
T3,0,20802,37
T3,0,20804,38
T3,0,21456,39
T3,0,30820,40
T3,0,21457,41
T3,0,22127,42
T3,0,672,43
T3,0,22128,44
T3,0,22129,45
T3,0,21248,46
T3,0,20731,47
T3,0,20732,48
T3,0,20642,49
T3,0,20643,50
T3,0,20645,51
T3,0,20646,52
T3,0,31140,53
T3,0,283,54
T3,1,283,1
T3,1,20659,2
T3,1,20660,3
T3,1,20661,4
T3,1,20662,5
T3,1,20658,6
T3,1,20733,7
T3,1,20734,8
T3,1,301,9
T3,1,21248,10
T3,1,21425,11
T3,1,21426,12
T3,1,22230,13
T3,1,22147,14
T3,1,22151,15
T3,1,21431,16
T3,1,21432,17
T3,1,21433,18
T3,1,20807,19
T3,1,20808,20
T3,1,20809,21
T3,1,20810,22
T3,1,20811,23
T3,1,20812,24
T3,1,322,25
T3,1,20814,26
T3,1,20815,27
T3,1,20816,28
T3,1,20817,29
T3,1,20818,30
T3,1,20819,31
T3,1,20820,32
T3,1,323,33
T3,1,20821,34
T3,1,20822,35
T3,1,20823,36
T3,1,20824,37
T3,1,20825,38
T3,1,324,39
T3,1,20826,40
T3,1,20827,41
T3,1,31218,42
T3,1,21209,43
T3,1,20831,44
T3,1,30865,45
T3,1,20833,46
T3,1,20834,47
T3,1,325,48
T3,1,20835,49
T3,1,20836,50
T3,1,20838,51
T3,1,20839,52
T3,1,20840,53
T3,1,20841,54
T3,1,30866,55
T3,1,305,56
T4,0,305,1
T4,0,24568,2
T4,0,20697,3
T4,0,20698,4
T4,0,20699,5
T4,0,20700,6
T4,0,20701,7
T4,0,20702,8
T4,0,20703,9
T4,0,20704,10
T4,0,20705,11
T4,0,20706,12
T4,0,20707,13
T4,0,20708,14
T4,0,20709,15
T4,0,20710,16
T4,0,20711,17
T4,0,20712,18
T4,0,20713,19
T4,0,20714,20
T4,0,20715,21
T4,0,20717,22
T4,0,20716,23
T4,0,20718,24
T4,0,20719,25
T4,0,20720,26
T4,0,20721,27
T4,0,20722,28
T4,0,21208,29
T4,0,20723,30
T4,0,20724,31
T4,0,20725,32
T4,0,297,33
T4,0,20726,34
T4,0,20958,35
T4,0,20727,36
T4,0,20728,37
T4,0,20729,38
T4,0,20804,39
T4,0,21456,40
T4,0,30820,41
T4,0,21457,42
T4,0,22127,43
T4,0,672,44
T4,0,22128,45
T4,0,22129,46
T4,0,21248,47
T4,0,20731,48
T4,0,20732,49
T4,0,20642,50
T4,0,20643,51
T4,0,20645,52
T4,0,20646,53
T4,0,31140,54
T4,0,283,55
T4,1,283,1
T4,1,20659,2
T4,1,20660,3
T4,1,20661,4
T4,1,20662,5
T4,1,20658,6
T4,1,20733,7
T4,1,20734,8
T4,1,21248,9
T4,1,21425,10
T4,1,21426,11
T4,1,22230,12
T4,1,22147,13
T4,1,22151,14
T4,1,21431,15
T4,1,21432,16
T4,1,21433,17
T4,1,301,18
T4,1,20736,19
T4,1,20737,20
T4,1,20739,21
T4,1,20740,22
T4,1,302,23
T4,1,317,24
T4,1,20741,25
T4,1,20742,26
T4,1,20743,27
T4,1,20744,28
T4,1,20745,29
T4,1,20746,30
T4,1,20747,31
T4,1,20748,32
T4,1,20749,33
T4,1,20750,34
T4,1,303,35
T4,1,20751,36
T4,1,20752,37
T4,1,20753,38
T4,1,20754,39
T4,1,20755,40
T4,1,20756,41
T4,1,20757,42
T4,1,20758,43
T4,1,20759,44
T4,1,20760,45
T4,1,304,46
T4,1,20761,47
T4,1,20762,48
T4,1,20763,49
T4,1,20764,50
T4,1,20765,51
T4,1,20766,52
T4,1,20767,53
T4,1,25241,54
T4,1,305,55
T5,0,612,1
T5,0,605,2
T5,0,20927,3
T5,0,20928,4
T5,0,20929,5
T5,0,20930,6
T5,0,20931,7
T5,0,611,8
T5,0,20932,9
T5,0,20933,10
T5,0,20934,11
T5,0,20935,12
T5,0,20936,13
T5,0,20937,14
T5,0,20938,15
T5,0,20939,16
T5,0,20940,17
T5,0,20941,18
T5,0,20942,19
T5,0,20943,20
T5,0,20944,21
T5,0,20946,22
T5,0,20947,23
T5,0,20948,24
T5,0,20949,25
T5,0,20950,26
T5,0,20951,27
T5,0,20952,28
T5,0,20954,29
T5,0,20955,30
T5,0,20957,31
T5,0,20726,32
T5,0,20727,33
T5,0,20728,34
T5,0,20729,35
T5,0,20804,36
T5,0,21456,37
T5,0,30820,38
T5,0,21457,39
T5,0,22127,40
T5,0,672,41
T5,0,22128,42
T5,0,22129,43
T5,0,21248,44
T5,0,20731,45
T5,0,20732,46
T5,0,20642,47
T5,0,20643,48
T5,0,20645,49
T5,0,20646,50
T5,0,31140,51
T5,0,283,52
T5,1,283,1
T5,1,20659,2
T5,1,20660,3
T5,1,20661,4
T5,1,20662,5
T5,1,20658,6
T5,1,20733,7
T5,1,20734,8
T5,1,21248,9
T5,1,21425,10
T5,1,21426,11
T5,1,22230,12
T5,1,22147,13
T5,1,22151,14
T5,1,21431,15
T5,1,21432,16
T5,1,21433,17
T5,1,301,18
T5,1,20736,19
T5,1,20737,20
T5,1,20739,21
T5,1,20740,22
T5,1,302,23
T5,1,20897,24
T5,1,30595,25
T5,1,20899,26
T5,1,20900,27
T5,1,20901,28
T5,1,20902,29
T5,1,20903,30
T5,1,20904,31
T5,1,20905,32
T5,1,20906,33
T5,1,20907,34
T5,1,20908,35
T5,1,20909,36
T5,1,20910,37
T5,1,20911,38
T5,1,20912,39
T5,1,20913,40
T5,1,20914,41
T5,1,20915,42
T5,1,20916,43
T5,1,20917,44
T5,1,20918,45
T5,1,610,46
T5,1,20919,47
T5,1,611,48
T5,1,20920,49
T5,1,20921,50
T5,1,20922,51
T5,1,20923,52
T5,1,24738,53
T5,1,612,54
T5_BUS,0,32648,1
T5_BUS,0,32643,2
T5_BUS,0,32125,3
T5_BUS,0,32644,4
T5_BUS,0,31775,5
T5_BUS,0,20931,6
T5_BUS,0,20932,7
T5_BUS,0,32649,8
T5_BUS,0,20933,10
T5_BUS,0,20934,11
T5_BUS,0,20935,12
T5_BUS,0,20936,13
T5_BUS,0,20937,14
T5_BUS,0,20938,15
T5_BUS,0,20939,16
T5_BUS,0,20940,17
T5_BUS,0,20941,18
T5_BUS,0,20942,19
T5_BUS,0,20943,20
T5_BUS,0,20944,21
T5_BUS,0,20946,22
T5_BUS,0,20947,23
T5_BUS,0,20948,24
T5_BUS,0,20949,25
T5_BUS,0,20950,26
T5_BUS,0,20951,27
T5_BUS,0,20952,28
T5_BUS,0,20954,29
T5_BUS,0,20955,30
T5_BUS,0,20957,31
T5_BUS,0,20726,32
T5_BUS,0,20727,33
T5_BUS,0,20728,34
T5_BUS,0,20729,35
T5_BUS,0,20804,36
T5_BUS,0,21248,37
T5_BUS,0,20731,38
T5_BUS,0,20732,39
T5_BUS,0,20642,40
T5_BUS,0,20643,41
T5_BUS,0,20645,42
T5_BUS,0,20646,43
T5_BUS,0,31140,44
T5_BUS,0,283,45
T5_BUS,1,283,1
T5_BUS,1,20659,2
T5_BUS,1,20660,3
T5_BUS,1,20661,4
T5_BUS,1,20662,5
T5_BUS,1,20658,6
T5_BUS,1,20733,7
T5_BUS,1,20734,8
T5_BUS,1,21248,9
T5_BUS,1,301,10
T5_BUS,1,20736,11
T5_BUS,1,20737,12
T5_BUS,1,20739,13
T5_BUS,1,20740,14
T5_BUS,1,302,15
T5_BUS,1,20897,16
T5_BUS,1,30595,17
T5_BUS,1,20899,18
T5_BUS,1,20900,19
T5_BUS,1,20901,20
T5_BUS,1,20902,21
T5_BUS,1,20903,22
T5_BUS,1,20904,23
T5_BUS,1,20905,24
T5_BUS,1,20906,25
T5_BUS,1,20907,26
T5_BUS,1,20908,27
T5_BUS,1,20909,28
T5_BUS,1,20910,29
T5_BUS,1,20911,30
T5_BUS,1,20912,31
T5_BUS,1,20913,32
T5_BUS,1,20914,33
T5_BUS,1,20915,34
T5_BUS,1,20916,35
T5_BUS,1,20917,36
T5_BUS,1,20918,37
T5_BUS,1,610,38
T5_BUS,1,32649,39
T5_BUS,1,20919,40
T5_BUS,1,32645,41
T5_BUS,1,32646,42
T5_BUS,1,32647,43
T5_BUS,1,32648,44
G1,0,341,1
G1,0,12196,2
G1,0,20979,3
G1,0,20981,4
G1,0,20982,5
G1,0,12218,6
G1,0,20983,7
G1,0,20984,8
G1,0,650,9
G1,0,25779,10
G1,0,20986,11
G1,0,20988,12
G1,0,20989,13
G1,0,20991,14
G1,0,31540,15
G1,0,24038,16
G1,0,31347,17
G1,0,23992,18
G1,0,481,19
G1,0,342,20
G1,0,20993,21
G1,0,20994,22
G1,0,20995,23
G1,0,20996,24
G1,0,20998,25
G1,0,20999,26
G1,0,21001,27
G1,0,21002,28
G1,0,343,29
G1,0,21005,30
G1,0,21006,31
G1,0,21008,32
G1,0,30290,33
G1,0,21009,34
G1,0,21010,35
G1,0,30791,36
G1,0,21014,37
G1,0,21016,38
G1,0,21017,39
G1,0,21018,40
G1,0,21019,41
G1,0,21021,42
G1,0,21022,43
G1,0,30291,44
G1,0,21025,45
G1,0,344,46
G1,0,21026,47
G1,0,21027,48
G1,0,21028,49
G1,0,30550,50
G1,0,21030,51
G1,0,21032,52
G1,0,21033,53
G1,0,21035,54
G1,0,21037,55
G1,0,21038,56
G1,0,345,57
G1,0,21040,58
G1,0,21041,59
G1,0,21042,60
G1,0,21481,61
G1,0,21044,62
G1,1,21044,1
G1,1,31443,2
G1,1,21047,3
G1,1,21048,4
G1,1,349,5
G1,1,21050,6
G1,1,21051,7
G1,1,21053,8
G1,1,21055,9
G1,1,21056,10
G1,1,21058,11
G1,1,30605,12
G1,1,21060,13
G1,1,21061,14
G1,1,21062,15
G1,1,350,16
G1,1,21063,17
G1,1,30292,18
G1,1,21067,19
G1,1,21068,20
G1,1,21069,21
G1,1,21070,22
G1,1,21071,23
G1,1,21072,24
G1,1,21073,25
G1,1,21075,26
G1,1,21078,27
G1,1,21079,28
G1,1,21080,29
G1,1,21081,30
G1,1,21082,31
G1,1,21083,32
G1,1,352,33
G1,1,21086,34
G1,1,21087,35
G1,1,21090,36
G1,1,21091,37
G1,1,21093,38
G1,1,21095,39
G1,1,21096,40
G1,1,20978,41
G1,1,31540,42
G1,1,24038,43
G1,1,31347,44
G1,1,23992,45
G1,1,21098,46
G1,1,21100,47
G1,1,21101,48
G1,1,21103,49
G1,1,21105,50
G1,1,649,51
G1,1,21107,52
G1,1,21108,53
G1,1,21109,54
G1,1,21110,55
G1,1,21111,56
G1,1,21113,57
G1,1,21114,58
G1,1,341,59
D1,0,15497,1
D1,0,15319,2
D1,0,18597,3
D1,0,1938,4
D1,0,18598,5
D1,0,18599,6
D1,0,15322,7
D1,0,1939,8
D1,0,18600,9
D1,0,18601,10
D1,0,1940,11
D1,0,15349,12
D1,0,18602,13
D1,0,16402,14
D1,0,18603,15
D1,0,18604,16
D1,0,18605,17
D1,0,30607,18
D1,0,18606,19
D1,0,15355,20
D1,0,18614,21
D1,0,1943,22
D1,0,18607,23
D1,0,1944,24
D1,0,20024,25
D1,0,15358,27
D1,0,18608,28
D1,0,1946,29
D1,0,18609,30
D1,0,18610,31
D1,0,15379,32
D1,0,18611,33
D1,0,18612,34
D1,0,18613,35
D1,0,1947,36
D1,1,1948,1
D1,1,18615,2
D1,1,18616,3
D1,1,18617,4
D1,1,15380,5
D1,1,18618,6
D1,1,18619,7
D1,1,1949,8
D1,1,18620,9
D1,1,15366,10
D1,1,20025,12
D1,1,1951,13
D1,1,18621,14
D1,1,1952,15
D1,1,18622,16
D1,1,15370,17
D1,1,18623,18
D1,1,1953,19
D1,1,18624,20
D1,1,18625,21
D1,1,18626,22
D1,1,16395,23
D1,1,18627,24
D1,1,15376,25
D1,1,1955,26
D1,1,18628,27
D1,1,18629,28
D1,1,30494,29
D1,1,15344,30
D1,1,18630,31
D1,1,18631,32
D1,1,1957,33
D1,1,18632,34
D1,1,15348,35
D1,1,15497,36
D2,0,15497,1
D2,0,15319,2
D2,0,18597,3
D2,0,1938,4
D2,0,18598,5
D2,0,18599,6
D2,0,15322,7
D2,0,1939,8
D2,0,18600,9
D2,0,18601,10
D2,0,1940,11
D2,0,15325,12
D2,0,15326,13
D2,0,15327,14
D2,0,15328,15
D2,0,1959,16
D2,0,15329,17
D2,0,15330,18
D2,0,18636,19
D2,0,12048,20
D2,0,10011,21
D2,0,1961,22
D2,0,4726,23
D2,0,15333,24
D2,0,2099,25
D2,0,20431,26
D2,1,20431,1
D2,1,29523,2
D2,1,15334,3
D2,1,18842,4
D2,1,1964,5
D2,1,18843,6
D2,1,18844,7
D2,1,30374,8
D2,1,30544,9
D2,1,30375,10
D2,1,30376,11
D2,1,15339,12
D2,1,15340,13
D2,1,18846,14
D2,1,15341,15
D2,1,1955,16
D2,1,18628,17
D2,1,18629,18
D2,1,30494,19
D2,1,15344,20
D2,1,18630,21
D2,1,18631,22
D2,1,1957,23
D2,1,18632,24
D2,1,15348,25
D2,1,15497,26
M1,0,31790,1
M1,0,1917,3
M1,0,1918,4
M1,0,1919,5
M1,0,1908,6
M1,0,1921,7
M1,0,30519,8
M1,0,1923,9
M1,0,1924,10
M1,0,1925,11
M1,0,1902,12
M1,0,1927,13
M1,0,1900,14
M1,0,1929,15
M1,0,1930,16
M1,0,1931,17
M1,0,1932,18
M1,0,1895,19
M1,0,1934,20
M1,0,1935,21
M1,0,1892,22
M1,0,30520,23
M1,1,32185,1
M1,1,32186,2
M1,1,32187,3
M1,1,32188,4
M1,1,32189,5
M1,1,32190,6
M1,1,32191,7
M1,1,32192,8
M1,1,32193,9
M1,1,32194,10
M1,1,32195,11
M1,1,32196,12
M1,1,32197,13
M1,1,32198,14
M1,1,32199,15
M1,1,32200,16
M1,1,32201,17
M1,1,32202,18
M1,1,32203,19
M1,1,32204,20
M1,1,32207,21
M1,1,32206,23
1,0,32994,1
1,0,20592,2
1,0,6232,3
1,0,30187,4
1,0,6233,5
1,0,6237,6
1,0,20587,7
1,0,6251,8
1,0,6234,9
1,0,20550,10
1,0,699,11
1,0,32989,12
1,0,18394,13
1,0,18395,14
1,0,24116,15
1,0,24117,16
1,0,18396,17
1,0,18397,18
1,0,226,19
1,0,18400,20
1,0,30916,21
1,0,21957,22
1,0,31617,23
1,0,22386,24
1,0,15005,25
1,0,15006,26
1,0,15007,27
1,0,24646,28
1,0,16537,29
1,0,16538,30
1,0,22397,31
1,0,268,32
1,0,22400,33
1,0,22401,34
1,0,21198,35
1,0,22403,36
1,0,23266,37
1,0,22404,38
1,0,22405,39
1,0,4,40
1,0,22406,41
1,0,23308,42
1,0,5,43
1,0,22407,44
1,0,23311,45
1,0,22408,46
1,0,22409,47
1,0,23319,48
1,0,7,49
1,0,22474,50
1,0,22475,51
1,0,22477,52
1,0,22478,53
1,0,22596,54
1,0,22479,55
1,0,22480,56
1,0,22481,57
1,0,22482,58
1,0,22483,59
1,0,22484,60
1,0,22486,61
1,0,22487,62
1,0,22488,63
1,0,8,64
1,0,22490,65
1,0,22491,66
1,0,22494,67
1,0,22495,68
1,0,22498,69
1,0,22499,70
1,0,9,71
1,0,25867,72
1,0,22503,73
1,0,22509,74
1,0,22511,75
1,0,22513,76
1,0,22515,77
1,0,22517,78
1,0,21200,79
1,0,22520,80
1,0,22521,81
1,0,22522,82
1,0,22524,83
1,0,22525,84
1,0,22526,85
1,0,22537,86
1,0,22538,87
1,0,25924,88
1,0,22539,89
1,0,11,90
1,0,27413,91
1,0,17,92
1,0,27414,93
1,0,22598,94
1,0,22546,95
1,0,22890,96
1,0,22549,97
1,0,27415,98
1,0,27416,99
1,0,27417,100
1,0,22552,101
1,0,22553,102
1,0,20423,103
1,0,12,104
1,0,22887,105
1,0,22888,106
1,0,31366,107
1,0,22943,108
1,0,22892,109
1,0,22893,110
1,0,27418,111
1,0,980,112
1,0,22894,113
1,0,22895,114
1,0,30391,115
1,0,327,116
1,0,23056,117
1,0,30293,118
1,0,23058,119
1,0,23055,120
1,0,32048,121
1,0,25925,122
1,0,30754,123
1,0,22602,124
1,0,23054,125
1,0,22603,126
1,0,25877,127
1,0,25878,128
1,0,25926,129
1,0,25927,130
1,0,30392,131
1,0,20590,132
1,0,25881,133
1,0,30144,134
1,0,13520,135
1,0,13528,136
1,0,13534,137
1,0,30140,138
1,1,30140,1
1,1,18973,2
1,1,22760,3
1,1,22761,4
1,1,30142,5
1,1,22762,6
1,1,22764,7
1,1,20590,8
1,1,25953,9
1,1,25954,10
1,1,25955,11
1,1,31098,12
1,1,22604,13
1,1,22605,14
1,1,10485,15
1,1,1476,16
1,1,22765,17
1,1,22766,18
1,1,25956,19
1,1,22890,20
1,1,22549,21
1,1,27415,22
1,1,27416,23
1,1,27417,24
1,1,22552,25
1,1,22553,26
1,1,20423,27
1,1,12,28
1,1,22887,29
1,1,22888,30
1,1,31366,31
1,1,22943,32
1,1,22892,33
1,1,22893,34
1,1,27418,35
1,1,980,36
1,1,22894,37
1,1,22895,38
1,1,327,39
1,1,25929,40
1,1,18,41
1,1,19,42
1,1,23673,43
1,1,21944,44
1,1,25957,45
1,1,21945,46
1,1,25958,47
1,1,21946,48
1,1,21947,49
1,1,21948,50
1,1,21949,51
1,1,22767,52
1,1,22768,53
1,1,22770,54
1,1,22771,55
1,1,22773,56
1,1,22900,57
1,1,22896,58
1,1,22897,59
1,1,22898,60
1,1,10,61
1,1,22901,62
1,1,25960,63
1,1,22902,64
1,1,22903,65
1,1,21,66
1,1,22904,67
1,1,22905,68
1,1,22907,69
1,1,22909,70
1,1,22910,71
1,1,22911,72
1,1,22912,73
1,1,22,74
1,1,22913,75
1,1,22915,76
1,1,22916,77
1,1,22918,78
1,1,22919,79
1,1,22920,80
1,1,22921,81
1,1,22922,82
1,1,27452,83
1,1,22924,84
1,1,22926,85
1,1,22927,86
1,1,22928,87
1,1,22929,88
1,1,22930,89
1,1,23,90
1,1,24,91
1,1,124,92
1,1,23046,93
1,1,23047,94
1,1,132,95
1,1,25,96
1,1,174,97
1,1,204,98
1,1,20856,99
1,1,23048,100
1,1,23049,101
1,1,23050,102
1,1,23271,103
1,1,18218,104
1,1,18272,105
1,1,18321,106
1,1,32307,107
1,1,18331,108
1,1,23051,109
1,1,261,110
1,1,275,111
1,1,4344,112
1,1,4345,113
1,1,4346,114
1,1,4349,115
1,1,4350,116
1,1,23052,117
1,1,18008,118
1,1,21626,119
1,1,18013,120
1,1,18014,121
1,1,18017,122
1,1,32989,123
1,1,703,124
1,1,20558,125
1,1,6252,126
1,1,6255,127
1,1,952,128
1,1,6236,129
1,1,20559,130
1,1,1169,131
1,1,20561,132
1,1,3555,133
1,1,29553,134
1,1,3566,135
1,1,11506,136
1,1,32994,137
2,0,25815,1
2,0,28551,2
2,0,16479,3
2,0,16480,4
2,0,16481,5
2,0,16482,6
2,0,16483,7
2,0,12058,8
2,0,30,9
2,0,2675,11
2,0,2724,12
2,0,2722,13
2,0,15396,14
2,0,2729,15
2,0,15397,16
2,0,2668,17
2,0,2661,18
2,0,2711,19
2,0,2689,20
2,0,31,21
2,0,2670,22
2,0,2733,23
2,0,2671,24
2,0,2718,25
2,0,2672,26
2,0,2701,27
2,0,3079,28
2,0,2697,29
2,0,2665,30
2,0,2704,31
2,0,2686,32
2,0,2694,33
2,0,2721,34
2,0,32,35
2,0,2709,36
2,0,12270,37
2,0,3080,38
2,0,2677,39
2,0,31592,40
2,0,2727,41
2,0,2681,42
2,0,33,43
2,0,2682,45
2,0,3081,46
2,0,24172,47
2,0,2726,48
2,0,15398,49
2,0,2707,50
2,0,3078,51
2,0,3076,52
2,0,2687,53
2,0,34,54
2,0,2666,55
2,0,15399,56
2,0,15400,57
2,0,15401,58
2,0,35,59
2,0,2692,60
2,0,2715,61
2,0,3077,62
2,0,2679,63
2,0,2664,64
2,0,2667,65
2,0,2663,66
2,0,36,67
2,0,2674,68
2,0,2678,69
2,0,2731,70
2,0,2708,71
2,0,2673,72
2,0,2720,73
2,0,2699,74
2,0,2698,75
2,0,2696,76
2,0,2695,77
2,0,37,78
2,0,2685,79
2,0,2732,80
2,0,2710,81
2,0,2706,82
2,0,2713,83
2,0,2703,84
2,0,2688,85
2,0,2700,86
2,0,15402,87
2,0,21212,88
2,0,31456,89
2,0,40,90
2,1,40,1
2,1,21289,2
2,1,11422,3
2,1,21341,4
2,1,38,5
2,1,10851,6
2,1,10849,7
2,1,10848,8
2,1,3052,9
2,1,3061,10
2,1,3056,11
2,1,3060,12
2,1,3073,13
2,1,3037,14
2,1,41,15
2,1,3045,16
2,1,3046,17
2,1,3048,18
2,1,3049,19
2,1,3067,20
2,1,3029,21
2,1,3058,22
2,1,3072,23
2,1,3032,24
2,1,3030,25
2,1,42,26
2,1,26146,27
2,1,15403,28
2,1,2658,29
2,1,3033,30
2,1,2654,31
2,1,3063,32
2,1,15404,33
2,1,43,34
2,1,3064,35
2,1,3042,36
2,1,3069,37
2,1,2660,38
2,1,21213,39
2,1,3040,40
2,1,3024,41
2,1,3057,42
2,1,2657,43
2,1,3036,44
2,1,13188,45
2,1,31769,46
2,1,3035,47
2,1,26148,48
2,1,26149,49
2,1,3031,50
2,1,26150,51
2,1,3059,52
