Routeid|ATISID|Route|DOW|Dir|SG|Begindate|Enddate|Start_TripId|End_TripId|status_id
       5|459814|      MNBN|0|O|68|20190907|20190907| 1352| 1352|
       5|459815|      MNBN|0|O|69|20190908|20190908| 1353| 1353|
       5|459816|      MNBN|0|O|70|20190908|20190908| 1354| 1354|
       5|459817|      MNBN|0|O|71|20190908|20190908| 1355| 1355|
       5|459818|      MNBN|0|O|72|20190908|20190908| 1356| 1356|
       5|459819|      MNBN|0|O|73|20190908|20190908| 1357| 1357|
       5|459820|      MNBN|0|O|74|20190908|20190908| 1358| 1358|
       5|459821|      MNBN|0|O|75|20190908|20190908| 1359| 1359|
       5|478450|      MNBN|0|O|76|20191112|20191112| 1360| 1360|
       5|478451|      MNBN|0|O|77|20191112|20191112| 1361| 1361|
       5|478452|      MNBN|0|O|78|20191112|20191112| 1362| 1362|
       5|478453|      MNBN|0|O|79|20191112|20191112| 1363| 1363|
       5|478454|      MNBN|0|O|80|20191112|20191112| 1364| 1364|
       5|478455|      MNBN|0|O|81|20191112|20191112| 1365| 1365|
       5|478456|      MNBN|0|O|82|20191112|20191112| 1366| 1366|
       5|478457|      MNBN|0|O|83|20191112|20191112| 1367| 1367|
       5|478458|      MNBN|0|O|84|20191111|20191111| 1368| 1368|
       5|478459|      MNBN|0|O|85|20191112|20191112| 1369| 1369|
       5|478460|      MNBN|0|O|86|20191112|20191112| 1370| 1370|
       5|478461|      MNBN|0|O|87|20191112|20191112| 1371| 1371|
       5|478462|      MNBN|0|O|88|20191112|20191112| 1372| 1372|
       5|478463|      MNBN|0|O|89|20191112|20191112| 1373| 1373|
       5|478464|      MNBN|0|O|90|20191112|20191112| 1374| 1374|
       5|478465|      MNBN|0|O|91|20191112|20191112| 1375| 1375|
       5|478466|      MNBN|0|O|92|20191112|20191112| 1376| 1376|
       5|478467|      MNBN|0|O|93|20191112|20191112| 1377| 1377|
       5|478468|      MNBN|0|O|94|20191112|20191112| 1378| 1378|
       5|478469|      MNBN|0|O|95|20191112|20191112| 1379| 1379|
       5|478470|      MNBN|0|O|96|20191112|20191112| 1380| 1380|
       5|478471|      MNBN|0|O|97|20191112|20191112| 1381| 1381|
       5|478472|      MNBN|0|O|98|20191112|20191112| 1382| 1382|
       5|478473|      MNBN|0|O|99|20191112|20191112| 1383| 1383|
       5|478474|      MNBN|0|O|100|20191112|20191112| 1384| 1384|
       5|478475|      MNBN|0|O|101|20191112|20191112| 1385| 1385|
       5|478476|      MNBN|0|O|102|20191112|20191112| 1386| 1386|
       5|478477|      MNBN|0|O|103|20191112|20191112| 1387| 1387|
       5|478478|      MNBN|0|O|104|20191112|20191112| 1388| 1388|
       5|478479|      MNBN|0|O|105|20191112|20191112| 1389| 1389|
       5|478480|      MNBN|0|O|106|20191112|20191112| 1390| 1390|
       5|478481|      MNBN|0|O|107|20191112|20191112| 1391| 1391|
       5|478482|      MNBN|0|O|108|20191112|20191112| 1392| 1392|
       5|478483|      MNBN|0|O|109|20191112|20191112| 1393| 1393|
       5|478484|      MNBN|0|O|110|20191112|20191112| 1394| 1394|
       6|459627|     MNBNP|0|I| 1|20190908|20190908| 1395| 1395|
       6|459628|     MNBNP|0|I| 2|20190908|20190908| 1396| 1396|
       6|459629|     MNBNP|0|I| 3|20190908|20190908| 1397| 1397|
       6|459630|     MNBNP|0|I| 4|20190908|20190908| 1398| 1398|
       6|459631|     MNBNP|0|I| 5|20190908|20190908| 1399| 1399|
       6|459632|     MNBNP|0|I| 6|20190908|20190908| 1400| 1400|
       6|459633|     MNBNP|0|I| 7|20190908|20190908| 1401| 1401|
       6|459634|     MNBNP|0|I| 8|20190908|20190908| 1402| 1402|
       6|459635|     MNBNP|0|I| 9|20190908|20190908| 1403| 1403|
       6|459636|     MNBNP|0|I|10|20190908|20190908| 1404| 1404|
       6|459637|     MNBNP|0|I|11|20190908|20190908| 1405| 1405|
       6|459638|     MNBNP|0|I|12|20190908|20190908| 1406| 1406|
       6|459639|     MNBNP|0|I|13|20190908|20190908| 1407| 1407|
       6|459640|     MNBNP|0|I|14|20190908|20190908| 1408| 1408|
       6|459641|     MNBNP|0|I|15|20190908|20190908| 1409| 1409|
       6|459642|     MNBNP|0|I|16|20190908|20190908| 1410| 1410|
       6|459643|     MNBNP|0|I|17|20190908|20190908| 1411| 1411|
       6|459644|     MNBNP|0|I|18|20190908|20190908| 1412| 1412|
       6|459645|     MNBNP|0|I|19|20190908|20190908| 1413| 1413|
       6|459646|     MNBNP|0|I|20|20190908|20190908| 1414| 1414|
       6|459647|     MNBNP|0|I|21|20190908|20190908| 1415| 1415|
       6|459648|     MNBNP|0|I|22|20190908|20190908| 1416| 1416|
       6|478398|     MNBNP|0|I|23|20191112|20191112| 1417| 1417|
       6|478399|     MNBNP|0|I|24|20191112|20191112| 1418| 1418|
       6|478400|     MNBNP|0|I|25|20191112|20191112| 1419| 1419|
       6|478401|     MNBNP|0|I|26|20191112|20191112| 1420| 1420|
       6|478402|     MNBNP|0|I|27|20191112|20191112| 1421| 1421|
       6|478403|     MNBNP|0|I|28|20191112|20191112| 1422| 1422|
       6|478404|     MNBNP|0|I|29|20191112|20191112| 1423| 1423|
       6|478405|     MNBNP|0|I|30|20191112|20191112| 1424| 1424|
       6|478406|     MNBNP|0|I|31|20191112|20191112| 1425| 1425|
       6|459650|     MNBNP|0|O| 1|20190908|20190908| 1426| 1426|
       6|459651|     MNBNP|0|O| 2|20190907|20190907| 1427| 1427|
       6|459652|     MNBNP|0|O| 3|20190907|20190907| 1428| 1428|
       6|459653|     MNBNP|0|O| 4|20190908|20190908| 1429| 1429|
       6|459654|     MNBNP|0|O| 5|20190908|20190908| 1430| 1430|
       6|459655|     MNBNP|0|O| 6|20190908|20190908| 1431| 1431|
       6|459656|     MNBNP|0|O| 7|20190908|20190908| 1432| 1432|
       6|459657|     MNBNP|0|O| 8|20190908|20190908| 1433| 1433|
       6|459658|     MNBNP|0|O| 9|20190908|20190908| 1434| 1434|
       6|459659|     MNBNP|0|O|10|20190908|20190908| 1435| 1435|
       6|459660|     MNBNP|0|O|11|20190908|20190908| 1436| 1436|
       6|459661|     MNBNP|0|O|12|20190907|20190907| 1437| 1437|
       6|459662|     MNBNP|0|O|13|20190908|20190908| 1438| 1438|
       6|459663|     MNBNP|0|O|14|20190908|20190908| 1439| 1439|
       6|459664|     MNBNP|0|O|15|20190908|20190908| 1440| 1440|
       6|459665|     MNBNP|0|O|16|20190908|20190908| 1441| 1441|
       6|459666|     MNBNP|0|O|17|20190908|20190908| 1442| 1442|
       6|459667|     MNBNP|0|O|18|20190908|20190908| 1443| 1443|
       6|459668|     MNBNP|0|O|19|20190908|20190908| 1444| 1444|
       6|459669|     MNBNP|0|O|20|20190908|20190908| 1445| 1445|
       6|459670|     MNBNP|0|O|21|20190908|20190908| 1446| 1446|
       6|459671|     MNBNP|0|O|22|20190908|20190908| 1447| 1447|
       6|459672|     MNBNP|0|O|23|20190908|20190908| 1448| 1448|
       6|459673|     MNBNP|0|O|24|20190908|20190908| 1449| 1449|
       6|459674|     MNBNP|0|O|25|20190907|20190907| 1450| 1450|
       6|459675|     MNBNP|0|O|26|20190908|20190908| 1451| 1451|
       6|478408|     MNBNP|0|O|27|20191112|20191112| 1452| 1452|
       6|478409|     MNBNP|0|O|28|20191111|20191111| 1453| 1453|
       6|478410|     MNBNP|0|O|29|20191112|20191112| 1454| 1454|
       6|478411|     MNBNP|0|O|30|20191112|20191112| 1455| 1455|
       6|478412|     MNBNP|0|O|31|20191112|20191112| 1456| 1456|
       6|478413|     MNBNP|0|O|32|20191112|20191112| 1457| 1457|
       6|478414|     MNBNP|0|O|33|20191112|20191112| 1458| 1458|
       6|478415|     MNBNP|0|O|34|20191112|20191112| 1459| 1459|
       7|459918|       MNE|0|I| 1|20190908|20190908| 1460| 1460|
       7|459919|       MNE|0|I| 2|20190908|20190908| 1461| 1461|
       7|459920|       MNE|0|I| 3|20190908|20190908| 1462| 1462|
       7|459921|       MNE|0|I| 4|20190908|20190908| 1463| 1463|
       7|459922|       MNE|0|I| 5|20190908|20190908| 1464| 1464|
       7|459923|       MNE|0|I| 6|20190908|20190908| 1465| 1465|
       7|459924|       MNE|0|I| 7|20190908|20190908| 1466| 1466|
       7|459925|       MNE|0|I| 8|20190908|20190908| 1467| 1467|
       7|459926|       MNE|0|I| 9|20190908|20190908| 1468| 1468|
       7|459927|       MNE|0|I|10|20190908|20190908| 1469| 1469|
       7|459928|       MNE|0|I|11|20190908|20190908| 1470| 1470|
       7|459929|       MNE|0|I|12|20190908|20190908| 1471| 1471|
       7|459930|       MNE|0|I|13|20190908|20190908| 1472| 1472|
       7|459931|       MNE|0|I|14|20190908|20190908| 1473| 1473|
       7|459932|       MNE|0|I|15|20190908|20190908| 1474| 1474|
       7|459933|       MNE|0|I|16|20190908|20190908| 1475| 1475|
       7|459934|       MNE|0|I|17|20190908|20190908| 1476| 1476|
       7|459935|       MNE|0|I|18|20190908|20190908| 1477| 1477|
       7|459936|       MNE|0|I|19|20190908|20190908| 1478| 1478|
       7|459937|       MNE|0|I|20|20190908|20190908| 1479| 1479|
       7|459938|       MNE|0|I|21|20190908|20190908| 1480| 1480|
       7|459939|       MNE|0|I|22|20190908|20190908| 1481| 1481|
       7|459940|       MNE|0|I|23|20190908|20190908| 1482| 1482|
       7|459941|       MNE|0|I|24|20190908|20190908| 1483| 1483|
       7|459942|       MNE|0|I|25|20190908|20190908| 1484| 1484|
       7|459943|       MNE|0|I|26|20190908|20190908| 1485| 1485|
       7|459944|       MNE|0|I|27|20190908|20190908| 1486| 1486|
       7|459945|       MNE|0|I|28|20190908|20190908| 1487| 1487|
       7|459946|       MNE|0|I|29|20190908|20190908| 1488| 1488|
       7|459947|       MNE|0|I|30|20190908|20190908| 1489| 1489|
       7|459948|       MNE|0|I|31|20190908|20190908| 1490| 1490|
       7|459949|       MNE|0|I|32|20190908|20190908| 1491| 1491|
       7|459950|       MNE|0|I|33|20190908|20190908| 1492| 1492|
       7|459951|       MNE|0|I|34|20190908|20190908| 1493| 1493|
       7|459952|       MNE|0|I|35|20190908|20190908| 1494| 1494|
       7|459953|       MNE|0|I|36|20190908|20190908| 1495| 1495|
       7|459954|       MNE|0|I|37|20190908|20190908| 1496| 1496|
       7|459955|       MNE|0|I|38|20190908|20190908| 1497| 1497|
       7|459956|       MNE|0|I|39|20190908|20190908| 1498| 1498|
       7|459957|       MNE|0|I|40|20190908|20190908| 1499| 1499|
       7|459958|       MNE|0|I|41|20190908|20190908| 1500| 1500|
       7|459959|       MNE|0|I|42|20190908|20190908| 1501| 1501|
       7|459960|       MNE|0|I|43|20190908|20190908| 1502| 1502|
       7|459961|       MNE|0|I|44|20190908|20190908| 1503| 1503|
       7|459962|       MNE|0|I|45|20190908|20190908| 1504| 1504|
       7|459963|       MNE|0|I|46|20190908|20190908| 1505| 1505|
       7|459964|       MNE|0|I|47|20190908|20190908| 1506| 1506|
       7|459965|       MNE|0|I|48|20190908|20190908| 1507| 1507|
       7|459966|       MNE|0|I|49|20190908|20190908| 1508| 1508|
       7|459967|       MNE|0|I|50|20190908|20190908| 1509| 1509|
       7|459968|       MNE|0|I|51|20190908|20190908| 1510| 1510|
       7|459969|       MNE|0|I|52|20190908|20190908| 1511| 1511|
       7|459970|       MNE|0|I|53|20190908|20190908| 1512| 1512|
       7|459971|       MNE|0|I|54|20190908|20190908| 1513| 1513|
       7|459972|       MNE|0|I|55|20190908|20190908| 1514| 1514|
       7|459973|       MNE|0|I|56|20190908|20190908| 1515| 1515|
       7|459974|       MNE|0|I|57|20190908|20190908| 1516| 1516|
       7|459975|       MNE|0|I|58|20190908|20190908| 1517| 1517|
       7|459976|       MNE|0|I|59|20190908|20190908| 1518| 1518|
       7|459977|       MNE|0|I|60|20190908|20190908| 1519| 1519|
       7|459978|       MNE|0|I|61|20190908|20190908| 1520| 1520|
       7|459979|       MNE|0|I|62|20190908|20190908| 1521| 1521|
       7|459980|       MNE|0|I|63|20190908|20190908| 1522| 1522|
       7|459981|       MNE|0|I|64|20190908|20190908| 1523| 1523|
       7|459982|       MNE|0|I|65|20190908|20190908| 1524| 1524|
       7|459983|       MNE|0|I|66|20190908|20190908| 1525| 1525|
       7|459984|       MNE|0|I|67|20190908|20190908| 1526| 1526|
       7|459985|       MNE|0|I|68|20190908|20190908| 1527| 1527|
       7|459986|       MNE|0|I|69|20190908|20190908| 1528| 1528|
       7|459987|       MNE|0|I|70|20190908|20190908| 1529| 1529|
       7|459988|       MNE|0|I|71|20190908|20190908| 1530| 1530|
       7|459989|       MNE|0|I|72|20190908|20190908| 1531| 1531|
       7|459990|       MNE|0|I|73|20190908|20190908| 1532| 1532|
       7|459991|       MNE|0|I|74|20190908|20190908| 1533| 1533|
       7|459992|       MNE|0|I|75|20190908|20190908| 1534| 1534|
       7|459993|       MNE|0|I|76|20190908|20190908| 1535| 1535|
       7|459994|       MNE|0|I|77|20190908|20190908| 1536| 1536|
       7|459995|       MNE|0|I|78|20190908|20190908| 1537| 1537|
       7|459996|       MNE|0|I|79|20190908|20190908| 1538| 1538|
       7|459997|       MNE|0|I|80|20190908|20190908| 1539| 1539|
       7|459998|       MNE|0|I|81|20190908|20190908| 1540| 1540|
       7|459999|       MNE|0|I|82|20190908|20190908| 1541| 1541|
       7|460000|       MNE|0|I|83|20190908|20190908| 1542| 1542|
       7|460001|       MNE|0|I|84|20190908|20190908| 1543| 1543|
       7|460002|       MNE|0|I|85|20190908|20190908| 1544| 1544|
       7|445379|       MNE|0|I|241|20190527|20190527| 1545| 1545|
       7|478531|       MNE|0|I|242|20191112|20191112| 1546| 1546|
       7|478532|       MNE|0|I|243|20191112|20191112| 1547| 1547|
       7|478533|       MNE|0|I|244|20191112|20191112| 1548| 1548|
       7|478534|       MNE|0|I|245|20191112|20191112| 1549| 1549|
       7|478535|       MNE|0|I|246|20191112|20191112| 1550| 1550|
       7|478536|       MNE|0|I|247|20191112|20191112| 1551| 1551|
       7|478537|       MNE|0|I|248|20191112|20191112| 1552| 1552|
       7|478538|       MNE|0|I|249|20191112|20191112| 1553| 1553|
       7|478539|       MNE|0|I|250|20191112|20191112| 1554| 1554|
       7|478540|       MNE|0|I|251|20191112|20191112| 1555| 1555|
       7|478541|       MNE|0|I|252|20191112|20191112| 1556| 1556|
       7|478542|       MNE|0|I|253|20191112|20191112| 1557| 1557|
       7|478543|       MNE|0|I|254|20191112|20191112| 1558| 1558|
       7|478544|       MNE|0|I|255|20191112|20191112| 1559| 1559|
       7|478545|       MNE|0|I|256|20191112|20191112| 1560| 1560|
       7|478546|       MNE|0|I|257|20191112|20191112| 1561| 1561|
       7|478547|       MNE|0|I|258|20191112|20191112| 1562| 1562|
       7|478548|       MNE|0|I|259|20191112|20191112| 1563| 1563|
       7|478549|       MNE|0|I|260|20191112|20191112| 1564| 1564|
       7|478550|       MNE|0|I|261|20191112|20191112| 1565| 1565|
       7|478551|       MNE|0|I|262|20191112|20191112| 1566| 1566|
       7|478552|       MNE|0|I|263|20191112|20191112| 1567| 1567|
       7|478553|       MNE|0|I|264|20191112|20191112| 1568| 1568|
       7|478554|       MNE|0|I|265|20191112|20191112| 1569| 1569|
       7|478555|       MNE|0|I|266|20191112|20191112| 1570| 1570|
       7|478556|       MNE|0|I|267|20191112|20191112| 1571| 1571|
       7|478557|       MNE|0|I|268|20191112|20191112| 1572| 1572|
       7|479833|       MNE|0|I|269|20190916|20190916| 1573| 1573|
       7|460004|       MNE|0|O| 1|20190907|20190907| 1574| 1574|
       7|460005|       MNE|0|O| 2|20190908|20190908| 1575| 1575|
       7|460006|       MNE|0|O| 3|20190908|20190908| 1576| 1576|
       7|460007|       MNE|0|O| 4|20190908|20190908| 1577| 1577|
       7|460008|       MNE|0|O| 5|20190908|20190908| 1578| 1578|
       7|460009|       MNE|0|O| 6|20190908|20190908| 1579| 1579|
       7|460010|       MNE|0|O| 7|20190908|20190908| 1580| 1580|
       7|460011|       MNE|0|O| 8|20190908|20190908| 1581| 1581|
       7|460012|       MNE|0|O| 9|20190908|20190908| 1582| 1582|
       7|460013|       MNE|0|O|10|20190907|20190907| 1583| 1583|
       7|460014|       MNE|0|O|11|20190907|20190907| 1584| 1584|
       7|460015|       MNE|0|O|12|20190907|20190907| 1585| 1585|
       7|460016|       MNE|0|O|13|20190908|20190908| 1586| 1586|
       7|460017|       MNE|0|O|14|20190908|20190908| 1587| 1587|
       7|460018|       MNE|0|O|15|20190908|20190908| 1588| 1588|
       7|460019|       MNE|0|O|16|20190908|20190908| 1589| 1589|
       7|460020|       MNE|0|O|17|20190908|20190908| 1590| 1590|
       7|460021|       MNE|0|O|18|20190908|20190908| 1591| 1591|
       7|460022|       MNE|0|O|19|20190908|20190908| 1592| 1592|
       7|460023|       MNE|0|O|20|20190908|20190908| 1593| 1593|
       7|460024|       MNE|0|O|21|20190907|20190907| 1594| 1594|
       7|460025|       MNE|0|O|22|20190907|20190907| 1595| 1595|
       7|460026|       MNE|0|O|23|20190908|20190908| 1596| 1596|
       7|460027|       MNE|0|O|24|20190908|20190908| 1597| 1597|
       7|460028|       MNE|0|O|25|20190908|20190908| 1598| 1598|
       7|460029|       MNE|0|O|26|20190908|20190908| 1599| 1599|
       7|460030|       MNE|0|O|27|20190908|20190908| 1600| 1600|
       7|460031|       MNE|0|O|28|20190908|20190908| 1601| 1601|
       7|460032|       MNE|0|O|29|20190908|20190908| 1602| 1602|
       7|460033|       MNE|0|O|30|20190908|20190908| 1603| 1603|
       7|460034|       MNE|0|O|31|20190908|20190908| 1604| 1604|
       7|460035|       MNE|0|O|32|20190908|20190908| 1605| 1605|
       7|460036|       MNE|0|O|33|20190908|20190908| 1606| 1606|
       7|460037|       MNE|0|O|34|20190908|20190908| 1607| 1607|
       7|460038|       MNE|0|O|35|20190908|20190908| 1608| 1608|
       7|460039|       MNE|0|O|36|20190908|20190908| 1609| 1609|
       7|460040|       MNE|0|O|37|20190908|20190908| 1610| 1610|
       7|460041|       MNE|0|O|38|20190908|20190908| 1611| 1611|
       7|460042|       MNE|0|O|39|20190908|20190908| 1612| 1612|
       7|460043|       MNE|0|O|40|20190907|20190907| 1613| 1613|
       7|460044|       MNE|0|O|41|20190907|20190907| 1614| 1614|
       7|460045|       MNE|0|O|42|20190908|20190908| 1615| 1615|
       7|460046|       MNE|0|O|43|20190908|20190908| 1616| 1616|
       7|460047|       MNE|0|O|44|20190908|20190908| 1617| 1617|
       7|460048|       MNE|0|O|45|20190908|20190908| 1618| 1618|
       7|460049|       MNE|0|O|46|20190908|20190908| 1619| 1619|
       7|460050|       MNE|0|O|47|20190908|20190908| 1620| 1620|
       7|460051|       MNE|0|O|48|20190908|20190908| 1621| 1621|
       7|460052|       MNE|0|O|49|20190908|20190908| 1622| 1622|
       7|460053|       MNE|0|O|50|20190908|20190908| 1623| 1623|
       7|460054|       MNE|0|O|51|20190908|20190908| 1624| 1624|
       7|460055|       MNE|0|O|52|20190908|20190908| 1625| 1625|
       7|460056|       MNE|0|O|53|20190908|20190908| 1626| 1626|
       7|460057|       MNE|0|O|54|20190908|20190908| 1627| 1627|
       7|460058|       MNE|0|O|55|20190908|20190908| 1628| 1628|
       7|460059|       MNE|0|O|56|20190908|20190908| 1629| 1629|
       7|460060|       MNE|0|O|57|20190908|20190908| 1630| 1630|
       7|460061|       MNE|0|O|58|20190908|20190908| 1631| 1631|
       7|460062|       MNE|0|O|59|20190908|20190908| 1632| 1632|
       7|460063|       MNE|0|O|60|20190908|20190908| 1633| 1633|
       7|460064|       MNE|0|O|61|20190908|20190908| 1634| 1634|
       7|460065|       MNE|0|O|62|20190908|20190908| 1635| 1635|
       7|460066|       MNE|0|O|63|20190908|20190908| 1636| 1636|
       7|460067|       MNE|0|O|64|20190908|20190908| 1637| 1637|
       7|460068|       MNE|0|O|65|20190908|20190908| 1638| 1638|
       7|460069|       MNE|0|O|66|20190908|20190908| 1639| 1639|
       7|460070|       MNE|0|O|67|20190908|20190908| 1640| 1640|
       7|460071|       MNE|0|O|68|20190908|20190908| 1641| 1641|
       7|460072|       MNE|0|O|69|20190908|20190908| 1642| 1642|
       7|460073|       MNE|0|O|70|20190908|20190908| 1643| 1643|
       7|460074|       MNE|0|O|71|20190908|20190908| 1644| 1644|
       7|460075|       MNE|0|O|72|20190908|20190908| 1645| 1645|
       7|460076|       MNE|0|O|73|20190908|20190908| 1646| 1646|
       7|460077|       MNE|0|O|74|20190908|20190908| 1647| 1647|
       7|460078|       MNE|0|O|75|20190908|20190908| 1648| 1648|
       7|460079|       MNE|0|O|76|20190908|20190908| 1649| 1649|
       7|460080|       MNE|0|O|77|20190908|20190908| 1650| 1650|
       7|460081|       MNE|0|O|78|20190908|20190908| 1651| 1651|
       7|460082|       MNE|0|O|79|20190908|20190908| 1652| 1652|
       7|460083|       MNE|0|O|80|20190908|20190908| 1653| 1653|
       7|460084|       MNE|0|O|81|20190908|20190908| 1654| 1654|
       7|460085|       MNE|0|O|82|20190908|20190908| 1655| 1655|
       7|460086|       MNE|0|O|83|20190908|20190908| 1656| 1656|
       7|460087|       MNE|0|O|84|20190908|20190908| 1657| 1657|
       7|460088|       MNE|0|O|85|20190908|20190908| 1658| 1658|
       7|460089|       MNE|0|O|86|20190908|20190908| 1659| 1659|
       7|460090|       MNE|0|O|87|20190908|20190908| 1660| 1660|
       7|478559|       MNE|0|O|88|20191112|20191112| 1661| 1661|
       7|478560|       MNE|0|O|89|20191112|20191112| 1662| 1662|
       7|478561|       MNE|0|O|90|20191112|20191112| 1663| 1663|
       7|478562|       MNE|0|O|91|20191112|20191112| 1664| 1664|
       7|478563|       MNE|0|O|92|20191112|20191112| 1665| 1665|
       7|478564|       MNE|0|O|93|20191112|20191112| 1666| 1666|
       7|478565|       MNE|0|O|94|20191112|20191112| 1667| 1667|
       7|478566|       MNE|0|O|95|20191112|20191112| 1668| 1668|
       7|478567|       MNE|0|O|96|20191111|20191111| 1669| 1669|
       7|478568|       MNE|0|O|97|20191111|20191111| 1670| 1670|
       7|478569|       MNE|0|O|98|20191112|20191112| 1671| 1671|
       7|478570|       MNE|0|O|99|20191112|20191112| 1672| 1672|
       7|478571|       MNE|0|O|100|20191112|20191112| 1673| 1673|
       7|478572|       MNE|0|O|101|20191112|20191112| 1674| 1674|
       7|478573|       MNE|0|O|102|20191112|20191112| 1675| 1675|
       7|478574|       MNE|0|O|103|20191112|20191112| 1676| 1676|
       7|478575|       MNE|0|O|104|20191112|20191112| 1677| 1677|
       7|478576|       MNE|0|O|105|20191112|20191112| 1678| 1678|
       7|478577|       MNE|0|O|106|20191112|20191112| 1679| 1679|
       7|478578|       MNE|0|O|107|20191112|20191112| 1680| 1680|
       7|478579|       MNE|0|O|108|20191112|20191112| 1681| 1681|
       7|478580|       MNE|0|O|109|20191112|20191112| 1682| 1682|
       7|478581|       MNE|0|O|110|20191112|20191112| 1683| 1683|
       7|478582|       MNE|0|O|111|20191112|20191112| 1684| 1684|
       7|478583|       MNE|0|O|112|20191112|20191112| 1685| 1685|
       7|478584|       MNE|0|O|113|20191112|20191112| 1686| 1686|
       7|478585|       MNE|0|O|114|20191112|20191112| 1687| 1687|
       8|459823|      MNEG|0|I| 1|20190908|20190908| 1688| 1688|
       8|459824|      MNEG|0|I| 2|20190908|20190908| 1689| 1689|
       8|459825|      MNEG|0|I| 3|20190907|20190907| 1690| 1690|
       8|459826|      MNEG|0|I| 4|20190908|20190908| 1691| 1691|
       8|459827|      MNEG|0|I| 5|20190908|20190908| 1692| 1692|
       8|459828|      MNEG|0|I| 6|20190908|20190908| 1693| 1693|
       8|459829|      MNEG|0|I| 7|20190908|20190908| 1694| 1694|
       8|459830|      MNEG|0|I| 8|20190908|20190908| 1695| 1695|
       8|459831|      MNEG|0|I| 9|20190908|20190908| 1696| 1696|
       8|459832|      MNEG|0|I|10|20190908|20190908| 1697| 1697|
       8|459833|      MNEG|0|I|11|20190908|20190908| 1698| 1698|
       8|459834|      MNEG|0|I|12|20190908|20190908| 1699| 1699|
       8|459835|      MNEG|0|I|13|20190908|20190908| 1700| 1700|
       8|459836|      MNEG|0|I|14|20190908|20190908| 1701| 1701|
       8|459837|      MNEG|0|I|15|20190908|20190908| 1702| 1702|
       8|459838|      MNEG|0|I|16|20190908|20190908| 1703| 1703|
       8|459839|      MNEG|0|I|17|20190908|20190908| 1704| 1704|
       8|459840|      MNEG|0|I|18|20190908|20190908| 1705| 1705|
       8|459841|      MNEG|0|I|19|20190908|20190908| 1706| 1706|
       8|459842|      MNEG|0|I|20|20190908|20190908| 1707| 1707|
       8|459843|      MNEG|0|I|21|20190908|20190908| 1708| 1708|
       8|459844|      MNEG|0|I|22|20190908|20190908| 1709| 1709|
       8|459845|      MNEG|0|I|23|20190908|20190908| 1710| 1710|
       8|459846|      MNEG|0|I|24|20190908|20190908| 1711| 1711|
       8|459847|      MNEG|0|I|25|20190908|20190908| 1712| 1712|
       8|459848|      MNEG|0|I|26|20190908|20190908| 1713| 1713|
       8|459849|      MNEG|0|I|27|20190908|20190908| 1714| 1714|
       8|459850|      MNEG|0|I|28|20190908|20190908| 1715| 1715|
       8|459851|      MNEG|0|I|29|20190908|20190908| 1716| 1716|
       8|459852|      MNEG|0|I|30|20190908|20190908| 1717| 1717|
       8|459853|      MNEG|0|I|31|20190908|20190908| 1718| 1718|
       8|459854|      MNEG|0|I|32|20190908|20190908| 1719| 1719|
       8|459855|      MNEG|0|I|33|20190908|20190908| 1720| 1720|
       8|459856|      MNEG|0|I|34|20190908|20190908| 1721| 1721|
       8|459857|      MNEG|0|I|35|20190908|20190908| 1722| 1722|
       8|459858|      MNEG|0|I|36|20190908|20190908| 1723| 1723|
       8|459859|      MNEG|0|I|37|20190908|20190908| 1724| 1724|
       8|459860|      MNEG|0|I|38|20190908|20190908| 1725| 1725|
       8|459861|      MNEG|0|I|39|20190908|20190908| 1726| 1726|
       8|459862|      MNEG|0|I|40|20190908|20190908| 1727| 1727|
       8|459863|      MNEG|0|I|41|20190908|20190908| 1728| 1728|
       8|459864|      MNEG|0|I|42|20190908|20190908| 1729| 1729|
       8|459865|      MNEG|0|I|43|20190908|20190908| 1730| 1730|
       8|459866|      MNEG|0|I|44|20190908|20190908| 1731| 1731|
       8|459867|      MNEG|0|I|45|20190908|20190908| 1732| 1732|
       8|  1274|      MNEG|0|I|208|20150322|20150322| 1733| 1751|
       8|478486|      MNEG|0|I|209|20191112|20191112| 1752| 1752|
       8|478487|      MNEG|0|I|210|20191111|20191111| 1753| 1753|
       8|478488|      MNEG|0|I|211|20191112|20191112| 1754| 1754|
       8|478489|      MNEG|0|I|212|20191112|20191112| 1755| 1755|
       8|478490|      MNEG|0|I|213|20191112|20191112| 1756| 1756|
       8|478491|      MNEG|0|I|214|20191112|20191112| 1757| 1757|
       8|478492|      MNEG|0|I|215|20191112|20191112| 1758| 1758|
       8|478493|      MNEG|0|I|216|20191112|20191112| 1759| 1759|
       8|478494|      MNEG|0|I|217|20191112|20191112| 1760| 1760|
       8|478495|      MNEG|0|I|218|20191112|20191112| 1761| 1761|
       8|478496|      MNEG|0|I|219|20191112|20191112| 1762| 1762|
       8|478497|      MNEG|0|I|220|20191112|20191112| 1763| 1763|
       8|478498|      MNEG|0|I|221|20191112|20191112| 1764| 1764|
       8|478499|      MNEG|0|I|222|20191112|20191112| 1765| 1765|
       8|478500|      MNEG|0|I|223|20191112|20191112| 1766| 1766|
       8|478501|      MNEG|0|I|224|20191112|20191112| 1767| 1767|
       8|478502|      MNEG|0|I|225|20191112|20191112| 1768| 1768|
       8|478503|      MNEG|0|I|226|20191112|20191112| 1769| 1769|
       8|478504|      MNEG|0|I|227|20191112|20191112| 1770| 1770|
