route_id,service_id,trip_id,trip_headsign,block_id,direction_id,shape_id
1,10,424448,"Decatur-Drummond",1005,0,262082
1,10,424449,"Parx Casino",2151,0,262080
1,10,424450,"Parx Casino via Decatur-Drummond",2156,0,262087
1,10,424451,"Decatur-Drummond",1004,0,262086
1,10,424452,"Parx Casino via Decatur-Drummond",2154,0,262087
1,10,424453,"Decatur-Drummond",1003,0,262083
1,10,424454,"Byberry Industrial Park",2153,0,262084
1,10,424455,"Decatur-Drummond",2155,0,262081
1,10,424456,"Decatur-Drummond",1002,0,262082
1,10,424457,"Decatur-Drummond",2783,0,262086
1,10,424458,"Decatur-Drummond",1001,0,262081
1,10,424459,"Decatur-Drummond",2151,0,262081
1,10,424460,"Decatur-Drummond",2157,0,262086
1,10,424461,"Roosevelt-Pratt",1009,0,262085
1,10,424462,"Parx Casino",2159,0,262080
1,10,424463,"Parx Casino",2160,0,262080
1,10,424464,"Parx Casino",1006,0,262080
1,10,424465,"Parx Casino",2158,0,262080
1,10,424466,"Parx Casino",1466,0,262080
1,10,424467,"Parx Casino via Decatur-Drummond",1003,0,262087
1,10,424468,"Parx Casino via Decatur-Drummond",1002,0,262087
1,10,424469,"Parx Casino via Decatur-Drummond",2151,0,262087
1,10,424470,"Parx Casino",1003,0,262080
1,10,424471,"Parx Casino",1006,0,262080
1,10,424472,"Byberry Industrial Park",1001,0,262084
1,10,424473,"Parx Casino via Decatur-Drummond",2152,0,262087
1,10,424474,"Byberry Industrial Park",2156,0,262084
1,10,424475,"54th-City via Drummond-Decatur",1481,1,262089
1,10,424476,"54th-City",2161,1,262088
1,10,424477,"54th-City",1009,1,262088
1,10,424478,"54th-City",2159,1,262092
1,10,424479,"54th-City",1006,1,262093
1,10,424480,"54th-City",1466,1,262093
1,10,424481,"54th-City via Drummond-Decatur",1003,1,262089
1,10,424482,"54th-City via Drummond-Decatur",2151,1,262089
1,10,424483,"54th-City",2152,1,262093
1,10,424484,"54th-City",2156,1,262092
1,10,424485,"54th-City",2154,1,262093
1,10,424486,"54th-City",2155,1,262092
1,10,424487,"54th-City",1002,1,262092
1,10,424488,"Wissahickon Transportation Center",1001,1,262095
1,10,424489,"54th-City",2151,1,262092
1,10,424490,"54th-City",2152,1,262092
1,10,424491,"54th-City via Drummond-Decatur",2158,1,262089
1,10,424492,"Wissahickon Transportation Center",1224,1,262091
1,10,424493,"Wissahickon Transportation Center",2561,1,262091
1,10,424494,"Wissahickon Transportation Center",2157,1,262095
1,10,424495,"54th-City",1006,1,262093
1,10,424496,"54th-City",1007,1,262092
1,10,424497,"54th-City",1008,1,262088
1,10,424498,"54th-City",1003,1,262092
1,10,424499,"54th-City via Drummond-Decatur",2157,1,262089
1,10,424500,"Wissahickon Transportation Center",1518,1,262090
12,10,424581,"Columbus-Dock",7256,0,262096
12,10,424582,"Columbus-Dock",7255,0,262096
12,10,424583,"Columbus-Dock",7257,0,262096
12,10,424584,"Columbus-Dock",7252,0,262096
12,10,424585,"Columbus-Dock",7258,0,262096
12,10,424586,"Columbus-Dock",7251,0,262096
12,10,424587,"Columbus-Dock",7255,0,262096
12,10,424588,"Columbus-Dock",7257,0,262096
12,10,424589,"Columbus-Dock",7259,0,262096
12,10,424590,"Columbus-Dock",7258,0,262096
12,10,424591,"Columbus-Dock",7251,0,262096
12,10,424592,"Columbus-Dock",7257,0,262096
12,10,424593,"Columbus-Dock",7259,0,262096
12,10,424594,"Columbus-Dock",7258,0,262096
12,10,424595,"Columbus-Dock",7260,0,262096
12,10,424596,"Columbus-Dock",7262,0,262096
12,10,424597,"Columbus-Dock",7263,0,262096
12,10,424598,"Columbus-Dock",7258,0,262096
12,10,424599,"Columbus-Dock",7261,0,262096
12,10,424600,"Columbus-Dock",7264,0,262096
12,10,424601,"Columbus-Dock",7259,0,262096
12,10,424602,"Columbus-Dock",7260,0,262096
12,10,424603,"Columbus-Dock",7263,0,262096
12,10,424604,"Columbus-Dock",7258,0,262096
12,10,424605,"Columbus-Dock",7261,0,262096
12,10,424606,"Columbus-Dock",7262,0,262096
12,10,424607,"Columbus-Dock",7264,0,262096
12,10,424608,"Columbus-Dock",7262,0,262096
12,10,424609,"Columbus-Dock",7256,0,262096
12,10,424610,"Columbus-Dock",7254,0,262096
12,10,424611,"Columbus-Dock",7262,0,262096
