route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2,1,1,Philadelphia,,0,,,0,0
2,1,2,Philadelphia,,0,,,0,0
2,1,3,Philadelphia,,0,,,0,0
2,1,4,Philadelphia,,0,,,0,0
2,1,5,Philadelphia,,0,,,0,0
2,1,6,Philadelphia,,0,,,0,0
2,1,7,Philadelphia,,0,,,0,0
2,1,8,Philadelphia,,0,,,0,0
2,1,9,Philadelphia,,0,,,0,0
2,1,10,Philadelphia,,0,,,0,0
2,1,11,Philadelphia,,0,,,0,0
2,1,12,Philadelphia,,0,,,0,0
2,1,13,Philadelphia,,0,,,0,0
2,1,14,Philadelphia,,0,,,0,0
2,1,15,Philadelphia,,0,,,0,0
2,1,16,Philadelphia,,0,,,0,0
2,1,17,Philadelphia,,0,,,0,0
2,1,18,Philadelphia,,0,,,0,0
2,1,19,Philadelphia,,0,,,0,0
2,1,20,Philadelphia,,0,,,0,0
2,1,21,Philadelphia,,0,,,0,0
2,1,22,Philadelphia,,0,,,0,0
2,1,23,Philadelphia,,0,,,0,0
2,1,24,Philadelphia,,0,,,0,0
2,1,25,Philadelphia,,0,,,0,0
2,1,26,Philadelphia,,0,,,0,0
2,1,27,Philadelphia,,0,,,0,0
2,1,28,Philadelphia,,0,,,0,0
2,1,29,Philadelphia,,0,,,0,0
2,1,30,Philadelphia,,0,,,0,0
2,1,31,Philadelphia,,0,,,0,0
2,1,32,Philadelphia,,0,,,0,0
2,1,33,Philadelphia,,0,,,0,0
2,1,34,Philadelphia,,0,,,0,0
2,1,35,Philadelphia,,0,,,0,0
2,1,36,Philadelphia,,0,,,0,0
2,1,37,Philadelphia,,0,,,0,0
2,1,38,Philadelphia,,0,,,0,0
2,1,39,Philadelphia,,0,,,0,0
2,1,40,Philadelphia,,0,,,0,0
2,1,41,Philadelphia,,0,,,0,0
2,1,42,Philadelphia,,0,,,0,0
2,1,43,Philadelphia,,0,,,0,0
2,1,44,Philadelphia,,0,,,0,0
1,1,45,Lindenwold,,0,,,0,0
1,1,46,Lindenwold,,0,,,0,0
1,1,47,Lindenwold,,0,,,0,0
1,1,48,Lindenwold,,0,,,0,0
1,1,49,Lindenwold,,0,,,0,0
1,1,50,Lindenwold,,0,,,0,0
1,1,51,Lindenwold,,0,,,0,0
1,1,52,Lindenwold,,0,,,0,0
1,1,53,Lindenwold,,0,,,0,0
1,1,54,Lindenwold,,0,,,0,0
1,1,55,Lindenwold,,0,,,0,0
1,1,56,Lindenwold,,0,,,0,0
1,1,57,Lindenwold,,0,,,0,0
1,1,58,Lindenwold,,0,,,0,0
1,1,59,Lindenwold,,0,,,0,0
1,1,60,Lindenwold,,0,,,0,0
1,1,61,Lindenwold,,0,,,0,0
1,1,62,Lindenwold,,0,,,0,0
1,1,63,Lindenwold,,0,,,0,0
1,1,64,Lindenwold,,0,,,0,0
1,1,65,Lindenwold,,0,,,0,0
1,1,66,Lindenwold,,0,,,0,0
1,1,67,Lindenwold,,0,,,0,0
1,1,68,Lindenwold,,0,,,0,0
1,1,69,Lindenwold,,0,,,0,0
1,1,70,Lindenwold,,0,,,0,0
1,1,71,Lindenwold,,0,,,0,0
1,1,72,Lindenwold,,0,,,0,0
1,1,73,Lindenwold,,0,,,0,0
1,1,74,Lindenwold,,0,,,0,0
