route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,shape_id,direction_id
AIR,M4,AIR_1404_V25_M,Center City Philadelphia,1404,1404,AIRI_IB_1,0
AIR,M1,AIR_404_V6_M,Center City Philadelphia,404,404,AIRI_IB_1,0
AIR,M2,AIR_404_V7_M,Center City Philadelphia,404,404,AIRI_IB_1,0
AIR,M4,AIR_406_V25_M,Center City Philadelphia,406,406,AIRI_IB_1,0
AIR,M1,AIR_406_V6_M,Center City Philadelphia,406,406,AIRI_IB_1,0
AIR,M2,AIR_406_V7_M,Center City Philadelphia,406,406,AIRI_IB_1,0
AIR,M4,AIR_408_V25_M,Center City Philadelphia,408,408,AIRI_IB_1,0
AIR,M4,AIR_410_V25_M,Center City Philadelphia,410,410,AIRI_IB_1,0
AIR,M1,AIR_410_V6_M,Center City Philadelphia,410,410,AIRI_IB_1,0
AIR,M2,AIR_410_V7_M,Center City Philadelphia,410,410,AIRI_IB_1,0
AIR,M3,AIR_414_V1_M,Center City Philadelphia,414,414,AIRI_IB_1,0
AIR,M4,AIR_414_V25_M,Center City Philadelphia,414,414,AIRI_IB_1,0
AIR,M1,AIR_414_V6_M,Center City Philadelphia,414,414,AIRI_IB_1,0
AIR,M2,AIR_414_V7_M,Center City Philadelphia,414,414,AIRI_IB_1,0
AIR,M3,AIR_416_V1_M,Center City Philadelphia,416,416,AIRI_IB_1,0
AIR,M4,AIR_416_V25_M,Center City Philadelphia,416,416,AIRI_IB_1,0
AIR,M3,AIR_418_V1_M,Center City Philadelphia,418,418,AIRI_IB_1,0
AIR,M4,AIR_418_V25_M,Center City Philadelphia,418,418,AIRI_IB_1,0
AIR,M1,AIR_418_V6_M,Center City Philadelphia,418,418,AIRI_IB_1,0
AIR,M2,AIR_418_V7_M,Center City Philadelphia,418,418,AIRI_IB_1,0
AIR,M3,AIR_420_V1_M,Center City Philadelphia,420,420,AIRI_IB_1,0
AIR,M3,AIR_422_V1_M,Center City Philadelphia,422,422,AIRI_IB_1,0
AIR,M4,AIR_422_V25_M,Center City Philadelphia,422,422,AIRI_IB_1,0
AIR,M1,AIR_422_V6_M,Center City Philadelphia,422,422,AIRI_IB_1,0
AIR,M2,AIR_422_V7_M,Center City Philadelphia,422,422,AIRI_IB_1,0
AIR,M3,AIR_424_V1_M,Center City Philadelphia,424,424,AIRI_IB_1,0
