route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,shape_id,direction_id
WIL,M1,WIL_274_V59_M,Center City Philadelphia,274,274,203406,0
FOX,M1,FOX_831_V5_M,Center City Philadelphia,831,831,815007,1
MED,M4,MED_3530_V7_M,Center City Philadelphia,3530,3530,301406,0
AIR,M4,AIR_447_V7_M,Airport Terminal E F,447,447,007401,1
AIR,M1,AIR_423_V5_M,Airport Terminal E F,423,423,007401,1
CYN,M1,CYN_1083_V5_M,Bala Cynwyd,1083,1083,005001,1
AIR,M4,AIR_463_V7_M,Airport Terminal E F,463,463,007401,1
FOX,M4,FOX_860_V7_M,Fox Chase,860,860,004815,0
AIR,M3,AIR_406_V6_M,Center City Philadelphia,406,406,401406,0
WTR,M4,WTR_5362_V7_M,West Trenton,5362,5362,004327,0
PAO,M4,PAO_3511_V7_M,Malvern,3511,3511,007505,1
AIR,M3,AIR_476_V6_M,Center City Philadelphia,476,476,401406,0
WAR,M1,WAR_474_V5_M,Carmel,474,474,406411,0
WTR,M4,WTR_5368_V7_M,West Trenton,5368,5368,004327,0
FOX,M1,FOX_835_V5_M,Center City Philadelphia,835,835,815007,1
MED,M4,MED_3520_V7_M,Center City Philadelphia,3520,3520,301406,0
AIR,M1,AIR_7413_V5_M,Airport Terminal E F,7413,7413,007401,1
TRE,M3,TRE_9736_V6_M,Center City Philadelphia,9736,9736,701007,0
PAO,M3,PAO_5364_V66_M,Center City Philadelphia,5364,5364,505004,0
AIR,M1,AIR_437_V5_M,Airport Terminal E F,437,437,007401,1
WAR,M3,WAR_443_V6_M,Center City Philadelphia,443,443,417007,1
WTR,M3,WTR_3559_V6_M,Center City Philadelphia,3559,3559,327007,1
WAR,M1,WAR_4211_V55_M,Center City Philadelphia,4211,4211,417007,1
AIR,M4,AIR_4732_V7_M,Center City Philadelphia,4732,4732,401406,0
CHE,M1,CHE_758_V5_M,Chestnut Hill East,758,758,004720,0
MED,M3,MED_5307_V6_M,Elwyn,5307,5307,007301,1
MED,M1,MED_384_V5_M,Center City Philadelphia,384,384,301406,0
PAO,M1,PAO_1565_V45_M,Paoli/Thorndale,1565,1565,005501,1
LAN,M3,LAN_3536_V6_M,Doylestown,3536,3536,406538,0
NOR,M4,NOR_232_V7_M,Norristown - Elm Street,232,232,406228,0
PAO,M1,PAO_562_V55_M,Center City Philadelphia,562,562,501004,0
WIL,M3,WIL_231_V6_M,Marcus Hook,231,231,007205,1
WTR,M1,WTR_309_V5_M,Center City Philadelphia,309,309,327007,1
LAN,M1,LAN_501_V5_M,Center City Philadelphia,501,501,533007,1
AIR,M3,AIR_7473_V6_M,Airport Terminal E F,7473,7473,007401,1
AIR,M1,AIR_452_V5_M,Center City Philadelphia,452,452,401406,0
NOR,M3,NOR_224_V6_M,Norristown - Elm Street,224,224,406228,0
NOR,M1,NOR_6235_V55_M,Center City Philadelphia,6235,6235,228004,1
TRE,M4,TRE_9734_V7_M,Center City Philadelphia,9734,9734,701007,0
AIR,M1,AIR_443_V5_M,Airport Terminal E F,443,443,007401,1
PAO,M1,PAO_596_V5_M,Center City Philadelphia,596,596,501004,0
WAR,M4,WAR_419_V7_M,Center City Philadelphia,419,419,417007,1
WIL,M3,WIL_235_V6_M,Marcus Hook,235,235,007205,1
MED,M4,MED_9301_V7_M,Center City Philadelphia,9301,9301,008301,1
CHW,M4,CHW_825_V7_M,Chestnut Hill West,825,825,007801,1
LAN,M4,LAN_3514_V7_M,Doylestown,3514,3514,406538,0
LAN,M1,LAN_6596_V55_M,Lansdale,6596,6596,004531,0
AIR,M3,AIR_4768_V6_M,Center City Philadelphia,4768,4768,401406,0
CHE,M4,CHE_7441_V7_M,Center City Philadelphia,7441,7441,720007,1
TRE,M4,TRE_9735_V7_M,Trenton,9735,9735,007701,1
AIR,M4,AIR_442_V7_M,Center City Philadelphia,442,442,401406,0
WAR,M3,WAR_478_V6_M,Glenside,478,478,406411,0
TRE,M1,TRE_772_V5_M,Center City Philadelphia,772,772,701004,0
AIR,M4,AIR_427_V7_M,Airport Terminal E F,427,427,007401,1
CHW,M1,CHW_860_V5_M,Center City Philadelphia,860,860,801004,0
PAO,M4,PAO_3535_V7_M,Malvern,3535,3535,007505,1
WIL,M1,WIL_9218_V55_M,Center City Philadelphia,9218,9218,201007,0
AIR,M4,AIR_4752_V7_M,Center City Philadelphia,4752,4752,401406,0
NOR,M1,NOR_2301_V5_M,Center City Philadelphia,2301,2301,228406,1
TRE,M3,TRE_9733_V6_M,Trenton,9733,9733,007701,1
AIR,M4,AIR_4704_V7_M,Center City Philadelphia,4704,4704,401406,0
AIR,M3,AIR_435_V6_M,Airport Terminal E F,435,435,007401,1
FOX,M1,FOX_853_V5_M,Center City Philadelphia,853,853,815007,1
WAR,M4,WAR_414_V7_M,Warminster,414,414,406417,0
FOX,M4,FOX_807_V7_M,Center City Philadelphia,807,807,815007,1
MED,M1,MED_9336_V55_M,Center City Philadelphia,9336,9336,301008,0
CHE,M4,CHE_4732_V7_M,Chestnut Hill East,4732,4732,406720,0
WIL,M1,WIL_2720_V55_M,Center City Philadelphia,2720,2720,201007,0
LAN,M3,LAN_3524_V6_M,Doylestown,3524,3524,406538,0
MED,M3,MED_3524_V6_M,Center City Philadelphia,3524,3524,301406,0
MED,M1,MED_1390_V5_M,Center City Philadelphia,1390,1390,301005,0
WTR,M4,WTR_3519_V7_M,Center City Philadelphia,3519,3519,327007,1
CHE,M3,CHE_7441_V6_M,Center City Philadelphia,7441,7441,720007,1
AIR,M4,AIR_462_V7_M,Center City Philadelphia,462,462,401406,0
WAR,M3,WAR_411_V6_M,Center City Philadelphia,411,411,417007,1
TRE,M3,TRE_9705_V6_M,Trenton,9705,9705,007701,1
TRE,M4,TRE_9722_V7_M,Center City Philadelphia,9722,9722,701007,0
AIR,M3,AIR_4736_V6_M,Center City Philadelphia,4736,4736,401406,0
CHE,M3,CHE_4728_V6_M,Chestnut Hill East,4728,4728,406720,0
CHW,M4,CHW_854_V7_M,Center City Philadelphia,854,854,801004,0
CHE,M1,CHE_7865_V55_M,Center City Philadelphia,7865,7865,720007,1
CHW,M3,CHW_866_V6_M,Center City Philadelphia,866,866,801004,0
WAR,M1,WAR_445_V5_M,Center City Philadelphia,445,445,417007,1
LAN,M4,LAN_5311_V7_M,Center City Philadelphia,5311,5311,538007,1
LAN,M3,LAN_5315_V6_M,Center City Philadelphia,5315,5315,538007,1
CHW,M1,CHW_9837_V55_M,Chestnut Hill West,9837,9837,007801,1
WAR,M1,WAR_427_V5_M,Center City Philadelphia,427,427,411007,1
WAR,M1,WAR_428_V5_M,Warminster,428,428,406417,0
LAN,M4,LAN_5319_V7_M,Center City Philadelphia,5319,5319,538007,1
FOX,M1,FOX_834_V5_M,Fox Chase,834,834,004815,0
AIR,M4,AIR_478_V7_M,Center City Philadelphia,478,478,401406,0
CHE,M1,CHE_777_V5_M,Center City Philadelphia,777,777,720007,1
PAO,M3,PAO_1512_V66_M,Center City Philadelphia,1512,1512,501006,0
NOR,M4,NOR_207_V7_M,Center City Philadelphia,207,207,228007,1
TRE,M1,TRE_732_V5_M,Center City Philadelphia,732,732,701004,0
WTR,M1,WTR_2372_V5_M,West Trenton,2372,2372,406327,0
WAR,M3,WAR_410_V6_M,Warminster,410,410,406417,0
TRE,M1,TRE_768_V5_M,Center City Philadelphia,768,768,701004,0
CHW,M4,CHW_818_V7_M,Center City Philadelphia,818,818,801004,0
MED,M4,MED_3540_V7_M,Center City Philadelphia,3540,3540,301406,0
LAN,M1,LAN_539_V55_M,Center City Philadelphia,539,539,534007,1
NOR,M3,NOR_208_V6_M,Norristown - Elm Street,208,208,406228,0
WAR,M3,WAR_439_V6_M,Center City Philadelphia,439,439,417007,1
WIL,M1,WIL_1203_V5_M,Wilminton,1203,1203,005201,1
AIR,M4,AIR_4764_V7_M,Center City Philadelphia,4764,4764,401406,0
PAO,M4,PAO_5350_V7_M,Center City Philadelphia,5350,5350,505004,0
WIL,M1,WIL_3223_V55_M,Wilmington,3223,3223,007203,1
PAO,M1,PAO_585_V5_M,Thorndale,585,585,007501,1
LAN,M1,LAN_596_V5_M,Lansdale,596,596,004531,0
CHE,M1,CHE_757_V5_M,Center City Philadelphia,757,757,720007,1
TRE,M1,TRE_9728_V5_M,Center City Philadelphia,9728,9728,701007,0
NOR,M1,NOR_6212_V5_M,Norristown,6212,6212,004228,0
AIR,M4,AIR_4744_V7_M,Center City Philadelphia,4744,4744,401406,0
TRE,M3,TRE_9708_V6_M,Center City Philadelphia,9708,9708,701007,0
WAR,M3,WAR_427_V6_M,Center City Philadelphia,427,427,417007,1
TRE,M1,TRE_5737_V5_M,Trenton,5737,5737,007701,1
WIL,M1,WIL_1295_V5_M,Wilminton,1295,1295,005201,1
AIR,M3,AIR_7421_V6_M,Airport Terminal E F,7421,7421,007401,1
AIR,M3,AIR_434_V6_M,Center City Philadelphia,434,434,401406,0
NOR,M1,NOR_220_V5_M,Norristown - Elm Street,220,220,406228,0
LAN,M4,LAN_5321_V7_M,Center City Philadelphia,5321,5321,538007,1
WIL,M1,WIL_9266_V5_M,Center City Philadelphia,9266,9266,203007,0
WAR,M1,WAR_6400_V5_M,Warminster,6400,6400,004417,0
PAO,M1,PAO_516_V5_M,Center City Philadelphia,516,516,505004,0
LAN,M1,LAN_514_V5_M,Doylestown,514,514,004538,0
WTR,M4,WTR_3543_V7_M,Center City Philadelphia,3543,3543,327007,1
MED,M4,MED_3524_V7_M,Center City Philadelphia,3524,3524,301406,0
WIL,M4,WIL_207_V7_M,Marcus Hook,207,207,007205,1
MED,M3,MED_3528_V6_M,Center City Philadelphia,3528,3528,301406,0
LAN,M4,LAN_3528_V7_M,Doylestown,3528,3528,406538,0
TRE,M4,TRE_9724_V7_M,Center City Philadelphia,9724,9724,701007,0
AIR,M4,AIR_4708_V7_M,Center City Philadelphia,4708,4708,401406,0
CHE,M3,CHE_7429_V6_M,Center City Philadelphia,7429,7429,720007,1
LAN,M3,LAN_3514_V6_M,Doylestown,3514,3514,406538,0
WTR,M1,WTR_6304_V55_M,West Trenton,6304,6304,004327,0
TRE,M3,TRE_9724_V6_M,Center City Philadelphia,9724,9724,701007,0
AIR,M1,AIR_445_V5_M,Airport Terminal E F,445,445,007401,1
PAO,M1,PAO_573_V5_M,Malvern,573,573,007505,1
MED,M3,MED_3520_V6_M,Center City Philadelphia,3520,3520,301406,0
WAR,M3,WAR_458_V6_M,Warminster,458,458,406417,0
WAR,M4,WAR_467_V7_M,Center City Philadelphia,467,467,417007,1
WIL,M3,WIL_219_V6_M,Marcus Hook,219,219,007205,1
TRE,M4,TRE_9715_V7_M,Trenton,9715,9715,007701,1
CHW,M1,CHW_851_V5_M,Chestnut Hill West,851,851,007801,1
TRE,M1,TRE_726_V5_M,Center City Philadelphia,726,726,701004,0
WTR,M3,WTR_3565_V6_M,Center City Philadelphia,3565,3565,327007,1
WAR,M4,WAR_455_V7_M,Center City Philadelphia,455,455,417007,1
WIL,M1,WIL_273_V5_M,Wilmington,273,273,007203,1
WAR,M1,WAR_473_V5_M,Center City Philadelphia,473,473,417007,1
WTR,M4,WTR_3539_V7_M,Center City Philadelphia,3539,3539,327007,1
TRE,M4,TRE_9725_V7_M,Trenton,9725,9725,007701,1
WAR,M1,WAR_468_V5_M,Warminster,468,468,406417,0
LAN,M1,LAN_529_V55_M,Center City Philadelphia,529,529,538007,1
WAR,M1,WAR_470_V5_M,Carmel,470,470,406411,0
CHW,M1,CHW_833_V5_M,Chestnut Hill West,833,833,007801,1
CHW,M1,CHW_868_V5_M,Center City Philadelphia,868,868,801004,0
NOR,M3,NOR_228_V6_M,Norristown - Elm Street,228,228,406228,0
WAR,M3,WAR_414_V6_M,Warminster,414,414,406417,0
WTR,M1,WTR_2386_V5_M,West Trenton,2386,2386,406327,0
CHW,M3,CHW_814_V6_M,Center City Philadelphia,814,814,801004,0
WTR,M3,WTR_5314_V66_M,West Trenton,5314,5314,004327,0
AIR,M1,AIR_9459_V1_M,Airport,9459,9459,007401,1
AIR,M4,AIR_4720_V7_M,Center City Philadelphia,4720,4720,401406,0
FOX,M3,FOX_827_V6_M,Center City Philadelphia,827,827,815007,1
WIL,M1,WIL_7239_V5_M,Wilminton,7239,7239,007201,1
WAR,M1,WAR_414_V5_M,Glenside,414,414,406411,0
AIR,M4,AIR_7473_V7_M,Airport Terminal E F,7473,7473,007401,1
CHE,M4,CHE_4768_V7_M,Chestnut Hill East,4768,4768,406720,0
TRE,M1,TRE_9700_V4_M,Center City Philadelphia,9700,9700,701007,0
LAN,M1,LAN_554_V55_M,Link Belt,554,554,004534,0
CHE,M3,CHE_7433_V6_M,Center City Philadelphia,7433,7433,720007,1
TRE,M4,TRE_9709_V7_M,Trenton,9709,9709,007701,1
WIL,M1,WIL_275_V5_M,Wilmington,275,275,007203,1
WIL,M1,WIL_216_V5_M,Center City Philadelphia,216,216,205406,0
MED,M3,MED_3542_V6_M,Center City Philadelphia,3542,3542,301406,0
WIL,M3,WIL_216_V6_M,Center City Philadelphia,216,216,205406,0
TRE,M4,TRE_9720_V7_M,Center City Philadelphia,9720,9720,701007,0
FOX,M3,FOX_847_V6_M,Center City Philadelphia,847,847,815007,1
PAO,M4,PAO_3563_V7_M,Malvern,3563,3563,007505,1
AIR,M4,AIR_418_V7_M,Center City Philadelphia,418,418,401406,0
MED,M3,MED_5313_V6_M,Elwyn,5313,5313,007301,1
PAO,M1,PAO_570_V5_M,Center City Philadelphia,570,570,501004,0
TRE,M1,TRE_740_V5_M,Center City Philadelphia,740,740,701004,0
WAR,M3,WAR_466_V6_M,Glenside,466,466,406411,0
PAO,M1,PAO_574_V5_M,Center City Philadelphia,574,574,505004,0
PAO,M4,PAO_3551_V7_M,Malvern,3551,3551,007505,1
LAN,M4,LAN_5325_V7_M,Center City Philadelphia,5325,5325,538007,1
NOR,M1,NOR_6221_V55_M,Center City Philadelphia,6221,6221,228004,1
WAR,M4,WAR_405_V7_M,Center City Philadelphia,405,405,411007,1
CHW,M1,CHW_8764_V5_M,Center City Philadelphia,8764,8764,801004,0
PAO,M4,PAO_5338_V7_M,Center City Philadelphia,5338,5338,505004,0
WIL,M3,WIL_223_V6_M,Marcus Hook,223,223,007205,1
WTR,M1,WTR_392_V5_M,West Trenton,392,392,406327,0
WTR,M4,WTR_3567_V7_M,Center City Philadelphia,3567,3567,327007,1
PAO,M1,PAO_546_V55_M,Center City Philadelphia,546,546,501004,0
MED,M1,MED_394_V5_M,Center City Philadelphia,394,394,301406,0
WAR,M3,WAR_418_V6_M,Warminster,418,418,406417,0
MED,M3,MED_5315_V6_M,Elwyn,5315,5315,007301,1
WIL,M4,WIL_223_V7_M,Marcus Hook,223,223,007205,1
WTR,M4,WTR_5342_V7_M,West Trenton,5342,5342,004327,0
WAR,M4,WAR_435_V7_M,Center City Philadelphia,435,435,417007,1
CHE,M4,CHE_4712_V7_M,Chestnut Hill East,4712,4712,406720,0
CHW,M3,CHW_826_V6_M,Center City Philadelphia,826,826,801004,0
PAO,M1,PAO_592_V55_M,Center City Philadelphia,592,592,501004,0
LAN,M1,LAN_513_V5_M,Center City Philadelphia,513,513,531007,1
FOX,M3,FOX_855_V6_M,Center City Philadelphia,855,855,815007,1
PAO,M1,PAO_515_V55_M,Thorndale,515,515,007501,1
PAO,M4,PAO_3567_V7_M,Malvern,3567,3567,007505,1
FOX,M3,FOX_858_V6_M,Fox Chase,858,858,004815,0
NOR,M2,NOR_6283_V5_M,Center City Philadelphia,6283,6283,228004,1
CYN,M1,CYN_1089_V5_M,Bala Cynwyd,1089,1089,005001,1
NOR,M1,NOR_222_V5_M,Norristown - Elm Street,222,222,406228,0
CHE,M1,CHE_783_V5_M,Center City Philadelphia,783,783,720007,1
LAN,M1,LAN_531_V55_M,Center City Philadelphia,531,531,534007,1
MED,M4,MED_3512_V7_M,Center City Philadelphia,3512,3512,301406,0
AIR,M4,AIR_438_V7_M,Center City Philadelphia,438,438,401406,0
MED,M3,MED_5321_V6_M,Elwyn,5321,5321,007301,1
WIL,M1,WIL_279_V5_M,Wilmington,279,279,007203,1
MED,M1,MED_9343_V5_M,Media/Elwyn,9343,9343,007301,1
LAN,M1,LAN_507_V5_M,Center City Philadelphia,507,507,538007,1
NOR,M3,NOR_229_V6_M,Center City Philadelphia,229,229,228007,1
NOR,M3,NOR_219_V6_M,Center City Philadelphia,219,219,228007,1
WIL,M1,WIL_222_V5_M,Center City Philadelphia,222,222,205406,0
CHW,M1,CHW_807_V5_M,Chestnut Hill West,807,807,007801,1
TRE,M1,TRE_7390_V5_M,Center City Philadelphia,7390,7390,701004,0
AIR,M4,AIR_472_V7_M,Center City Philadelphia,472,472,401406,0
AIR,M1,AIR_7417_V5_M,Airport Terminal E F,7417,7417,007401,1
NOR,M1,NOR_7250_V5_M,Norristown T.C.,7250,7250,004226,0
LAN,M4,LAN_5323_V7_M,Center City Philadelphia,5323,5323,538007,1
LAN,M1,LAN_577_V5_M,Center City Philadelphia,577,577,531007,1
LAN,M1,LAN_5265_V5_M,Center City Philadelphia,5265,5265,531007,1
LAN,M4,LAN_3520_V7_M,Doylestown,3520,3520,406538,0
WIL,M4,WIL_225_V7_M,Wilmington,225,225,007203,1
PAO,M3,PAO_9572_V66_M,Center City Philadelphia,9572,9572,505007,0
FOX,M1,FOX_861_V5_M,Center City Philadelphia,861,861,815007,1
PAO,M3,PAO_5358_V66_M,Center City Philadelphia,5358,5358,505004,0
WAR,M3,WAR_419_V6_M,Center City Philadelphia,419,419,417007,1
CHE,M3,CHE_4736_V6_M,Chestnut Hill East,4736,4736,406720,0
WTR,M3,WTR_3539_V6_M,Center City Philadelphia,3539,3539,327007,1
LAN,M1,LAN_525_V55_M,Center City Philadelphia,525,525,538007,1
CHW,M4,CHW_861_V7_M,Chestnut Hill West,861,861,007801,1
AIR,M3,AIR_7465_V6_M,Airport Terminal E F,7465,7465,007401,1
WAR,M1,WAR_433_V5_M,Center City Philadelphia,433,433,417007,1
AIR,M3,AIR_401_V6_M,Airport Terminal E F,401,401,007401,1
FOX,M1,FOX_850_V5_M,Fox Chase,850,850,004815,0
AIR,M4,AIR_415_V7_M,Airport Terminal E F,415,415,007401,1
MED,M3,MED_5329_V6_M,Elwyn,5329,5329,007301,1
CHE,M3,CHE_7445_V6_M,Center City Philadelphia,7445,7445,720007,1
NOR,M3,NOR_206_V6_M,Norristown - Elm Street,206,206,406228,0
