trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
TRE1705_20260622_SID186626,05:30:00,05:30:00,90004,2,Trenton,,,,1
TRE1705_20260622_SID186626,05:40:00,05:40:00,90711,3,Trenton,,,,1
TRE1705_20260622_SID186626,05:48:00,05:48:00,90710,4,Trenton,,,,1
TRE1705_20260622_SID186626,05:51:00,05:51:00,90709,5,Trenton,,,,1
TRE1705_20260622_SID186626,05:54:00,05:54:00,90708,6,Trenton,,,,1
TRE1705_20260622_SID186626,05:58:00,05:58:00,90707,7,Trenton,,,,1
TRE1705_20260622_SID186626,06:01:00,06:01:00,90706,8,Trenton,,,,1
TRE1705_20260622_SID186626,06:03:00,06:03:00,90705,9,Trenton,,,,1
TRE1705_20260622_SID186626,06:05:00,06:05:00,90704,10,Trenton,,,,1
TRE1705_20260622_SID186626,06:08:00,06:08:00,90703,11,Trenton,,,,1
TRE1705_20260622_SID186626,06:13:00,06:13:00,90702,12,Trenton,,,,1
TRE1705_20260622_SID186626,06:26:00,06:26:00,90701,13,Trenton,,,,1
TRE1706_20260621_SID186629,07:04:00,07:04:00,90701,1,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:11:00,07:11:00,90702,2,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:15:00,07:15:00,90703,3,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:18:00,07:18:00,90704,4,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:21:00,07:21:00,90705,5,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:23:00,07:23:00,90706,6,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:26:00,07:26:00,90707,7,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:30:00,07:30:00,90708,8,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:32:00,07:32:00,90709,9,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:35:00,07:35:00,90710,10,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:42:00,07:42:00,90711,11,Center City Philadelphia,,,,1
TRE1706_20260621_SID186629,07:52:00,07:52:00,90004,12,Jefferson Station,,,,1
TRE1706_20260621_SID186629,07:57:00,07:57:00,90005,13,Jefferson Station,,,,1
TRE1706_20260621_SID186629,08:02:00,08:02:00,90006,14,Jefferson Station,,,,1
TRE1707_20260621_SID186629,08:30:00,08:30:00,90006,1,Trenton,,,,1
TRE1707_20260621_SID186629,08:35:00,08:35:00,90005,2,Trenton,,,,1
TRE1707_20260621_SID186629,08:40:00,08:40:00,90004,3,Trenton,,,,1
TRE1707_20260621_SID186629,08:49:00,08:49:00,90711,4,Trenton,,,,1
TRE1707_20260621_SID186629,08:55:00,08:55:00,90710,5,Trenton,,,,1
TRE1707_20260621_SID186629,08:58:00,08:58:00,90709,6,Trenton,,,,1
TRE1707_20260621_SID186629,09:00:00,09:00:00,90708,7,Trenton,,,,1
TRE1707_20260621_SID186629,09:03:00,09:03:00,90707,8,Trenton,,,,1
TRE1707_20260621_SID186629,09:06:00,09:06:00,90706,9,Trenton,,,,1
TRE1707_20260621_SID186629,09:08:00,09:08:00,90705,10,Trenton,,,,1
TRE1707_20260621_SID186629,09:10:00,09:10:00,90704,11,Trenton,,,,1
TRE1707_20260621_SID186629,09:13:00,09:13:00,90703,12,Trenton,,,,1
TRE1707_20260621_SID186629,09:18:00,09:18:00,90702,13,Trenton,,,,1
TRE1707_20260621_SID186629,09:32:00,09:32:00,90701,14,Trenton,,,,1
TRE1708_20260621_SID186629,08:04:00,08:04:00,90701,1,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:11:00,08:11:00,90702,2,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:15:00,08:15:00,90703,3,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:18:00,08:18:00,90704,4,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:21:00,08:21:00,90705,5,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:23:00,08:23:00,90706,6,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:26:00,08:26:00,90707,7,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:30:00,08:30:00,90708,8,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:32:00,08:32:00,90709,9,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:35:00,08:35:00,90710,10,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:42:00,08:42:00,90711,11,Center City Philadelphia,,,,1
TRE1708_20260621_SID186629,08:52:00,08:52:00,90004,12,Jefferson Station,,,,1
TRE1708_20260621_SID186629,08:57:00,08:57:00,90005,13,Jefferson Station,,,,1
TRE1708_20260621_SID186629,09:02:00,09:02:00,90006,14,Jefferson Station,,,,1
TRE1709_20260621_SID186629,09:30:00,09:30:00,90006,1,Trenton,,,,1
TRE1709_20260621_SID186629,09:35:00,09:35:00,90005,2,Trenton,,,,1
TRE1709_20260621_SID186629,09:40:00,09:40:00,90004,3,Trenton,,,,1
TRE1709_20260621_SID186629,09:49:00,09:49:00,90711,4,Trenton,,,,1
TRE1709_20260621_SID186629,09:55:00,09:55:00,90710,5,Trenton,,,,1
TRE1709_20260621_SID186629,09:58:00,09:58:00,90709,6,Trenton,,,,1
TRE1709_20260621_SID186629,10:00:00,10:00:00,90708,7,Trenton,,,,1
TRE1709_20260621_SID186629,10:03:00,10:03:00,90707,8,Trenton,,,,1
TRE1709_20260621_SID186629,10:06:00,10:06:00,90706,9,Trenton,,,,1
TRE1709_20260621_SID186629,10:08:00,10:08:00,90705,10,Trenton,,,,1
TRE1709_20260621_SID186629,10:10:00,10:10:00,90704,11,Trenton,,,,1
TRE1709_20260621_SID186629,10:13:00,10:13:00,90703,12,Trenton,,,,1
TRE1709_20260621_SID186629,10:18:00,10:18:00,90702,13,Trenton,,,,1
TRE1709_20260621_SID186629,10:32:00,10:32:00,90701,14,Trenton,,,,1
TRE1710_20260621_SID186629,09:04:00,09:04:00,90701,1,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:11:00,09:11:00,90702,2,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:15:00,09:15:00,90703,3,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:18:00,09:18:00,90704,4,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:21:00,09:21:00,90705,5,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:23:00,09:23:00,90706,6,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:26:00,09:26:00,90707,7,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:30:00,09:30:00,90708,8,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:32:00,09:32:00,90709,9,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:35:00,09:35:00,90710,10,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:42:00,09:42:00,90711,11,Center City Philadelphia,,,,1
TRE1710_20260621_SID186629,09:52:00,09:52:00,90004,12,Jefferson Station,,,,1
TRE1710_20260621_SID186629,09:57:00,09:57:00,90005,13,Jefferson Station,,,,1
TRE1710_20260621_SID186629,10:02:00,10:02:00,90006,14,Jefferson Station,,,,1
TRE1711_20260621_SID186629,10:30:00,10:30:00,90006,1,Trenton,,,,1
TRE1711_20260621_SID186629,10:35:00,10:35:00,90005,2,Trenton,,,,1
TRE1711_20260621_SID186629,10:40:00,10:40:00,90004,3,Trenton,,,,1
TRE1711_20260621_SID186629,10:49:00,10:49:00,90711,4,Trenton,,,,1
TRE1711_20260621_SID186629,10:55:00,10:55:00,90710,5,Trenton,,,,1
TRE1711_20260621_SID186629,10:58:00,10:58:00,90709,6,Trenton,,,,1
TRE1711_20260621_SID186629,11:00:00,11:00:00,90708,7,Trenton,,,,1
TRE1711_20260621_SID186629,11:03:00,11:03:00,90707,8,Trenton,,,,1
TRE1711_20260621_SID186629,11:06:00,11:06:00,90706,9,Trenton,,,,1
TRE1711_20260621_SID186629,11:08:00,11:08:00,90705,10,Trenton,,,,1
TRE1711_20260621_SID186629,11:10:00,11:10:00,90704,11,Trenton,,,,1
TRE1711_20260621_SID186629,11:13:00,11:13:00,90703,12,Trenton,,,,1
TRE1711_20260621_SID186629,11:18:00,11:18:00,90702,13,Trenton,,,,1
TRE1711_20260621_SID186629,11:32:00,11:32:00,90701,14,Trenton,,,,1
TRE1712_20260621_SID186629,10:04:00,10:04:00,90701,1,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:11:00,10:11:00,90702,2,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:15:00,10:15:00,90703,3,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:18:00,10:18:00,90704,4,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:21:00,10:21:00,90705,5,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:23:00,10:23:00,90706,6,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:26:00,10:26:00,90707,7,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:30:00,10:30:00,90708,8,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:32:00,10:32:00,90709,9,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:35:00,10:35:00,90710,10,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:42:00,10:42:00,90711,11,Center City Philadelphia,,,,1
TRE1712_20260621_SID186629,10:52:00,10:52:00,90004,12,Jefferson Station,,,,1
TRE1712_20260621_SID186629,10:57:00,10:57:00,90005,13,Jefferson Station,,,,1
TRE1712_20260621_SID186629,11:02:00,11:02:00,90006,14,Jefferson Station,,,,1
TRE1713_20260621_SID186629,11:30:00,11:30:00,90006,1,Trenton,,,,1
TRE1713_20260621_SID186629,11:35:00,11:35:00,90005,2,Trenton,,,,1
TRE1713_20260621_SID186629,11:40:00,11:40:00,90004,3,Trenton,,,,1
TRE1713_20260621_SID186629,11:49:00,11:49:00,90711,4,Trenton,,,,1
TRE1713_20260621_SID186629,11:55:00,11:55:00,90710,5,Trenton,,,,1
TRE1713_20260621_SID186629,11:58:00,11:58:00,90709,6,Trenton,,,,1
TRE1713_20260621_SID186629,12:00:00,12:00:00,90708,7,Trenton,,,,1
TRE1713_20260621_SID186629,12:03:00,12:03:00,90707,8,Trenton,,,,1
TRE1713_20260621_SID186629,12:06:00,12:06:00,90706,9,Trenton,,,,1
TRE1713_20260621_SID186629,12:08:00,12:08:00,90705,10,Trenton,,,,1
TRE1713_20260621_SID186629,12:10:00,12:10:00,90704,11,Trenton,,,,1
TRE1713_20260621_SID186629,12:13:00,12:13:00,90703,12,Trenton,,,,1
TRE1713_20260621_SID186629,12:18:00,12:18:00,90702,13,Trenton,,,,1
TRE1713_20260621_SID186629,12:32:00,12:32:00,90701,14,Trenton,,,,1
TRE1714_20260621_SID186629,11:04:00,11:04:00,90701,1,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:11:00,11:11:00,90702,2,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:15:00,11:15:00,90703,3,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:18:00,11:18:00,90704,4,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:21:00,11:21:00,90705,5,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:23:00,11:23:00,90706,6,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:26:00,11:26:00,90707,7,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:30:00,11:30:00,90708,8,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:32:00,11:32:00,90709,9,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:35:00,11:35:00,90710,10,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:42:00,11:42:00,90711,11,Center City Philadelphia,,,,1
TRE1714_20260621_SID186629,11:52:00,11:52:00,90004,12,Jefferson Station,,,,1
TRE1714_20260621_SID186629,11:57:00,11:57:00,90005,13,Jefferson Station,,,,1
TRE1714_20260621_SID186629,12:02:00,12:02:00,90006,14,Jefferson Station,,,,1
TRE1715_20260621_SID186629,12:30:00,12:30:00,90006,1,Trenton,,,,1
TRE1715_20260621_SID186629,12:35:00,12:35:00,90005,2,Trenton,,,,1
TRE1715_20260621_SID186629,12:40:00,12:40:00,90004,3,Trenton,,,,1
TRE1715_20260621_SID186629,12:49:00,12:49:00,90711,4,Trenton,,,,1
TRE1715_20260621_SID186629,12:55:00,12:55:00,90710,5,Trenton,,,,1
TRE1715_20260621_SID186629,12:58:00,12:58:00,90709,6,Trenton,,,,1
TRE1715_20260621_SID186629,13:00:00,13:00:00,90708,7,Trenton,,,,1
TRE1715_20260621_SID186629,13:03:00,13:03:00,90707,8,Trenton,,,,1
TRE1715_20260621_SID186629,13:06:00,13:06:00,90706,9,Trenton,,,,1
TRE1715_20260621_SID186629,13:08:00,13:08:00,90705,10,Trenton,,,,1
TRE1715_20260621_SID186629,13:10:00,13:10:00,90704,11,Trenton,,,,1
TRE1715_20260621_SID186629,13:13:00,13:13:00,90703,12,Trenton,,,,1
TRE1715_20260621_SID186629,13:18:00,13:18:00,90702,13,Trenton,,,,1
TRE1715_20260621_SID186629,13:32:00,13:32:00,90701,14,Trenton,,,,1
TRE1716_20260621_SID186629,12:04:00,12:04:00,90701,1,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:11:00,12:11:00,90702,2,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:15:00,12:15:00,90703,3,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:18:00,12:18:00,90704,4,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:21:00,12:21:00,90705,5,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:23:00,12:23:00,90706,6,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:26:00,12:26:00,90707,7,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:30:00,12:30:00,90708,8,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:32:00,12:32:00,90709,9,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:35:00,12:35:00,90710,10,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:42:00,12:42:00,90711,11,Center City Philadelphia,,,,1
TRE1716_20260621_SID186629,12:52:00,12:52:00,90004,12,Jefferson Station,,,,1
TRE1716_20260621_SID186629,12:57:00,12:57:00,90005,13,Jefferson Station,,,,1
TRE1716_20260621_SID186629,13:02:00,13:02:00,90006,14,Jefferson Station,,,,1
TRE1717_20260621_SID186629,13:30:00,13:30:00,90006,1,Trenton,,,,1
TRE1717_20260621_SID186629,13:35:00,13:35:00,90005,2,Trenton,,,,1
TRE1717_20260621_SID186629,13:40:00,13:40:00,90004,3,Trenton,,,,1
TRE1717_20260621_SID186629,13:49:00,13:49:00,90711,4,Trenton,,,,1
TRE1717_20260621_SID186629,13:55:00,13:55:00,90710,5,Trenton,,,,1
TRE1717_20260621_SID186629,13:58:00,13:58:00,90709,6,Trenton,,,,1
TRE1717_20260621_SID186629,14:00:00,14:00:00,90708,7,Trenton,,,,1
TRE1717_20260621_SID186629,14:03:00,14:03:00,90707,8,Trenton,,,,1
TRE1717_20260621_SID186629,14:06:00,14:06:00,90706,9,Trenton,,,,1
TRE1717_20260621_SID186629,14:08:00,14:08:00,90705,10,Trenton,,,,1
TRE1717_20260621_SID186629,14:10:00,14:10:00,90704,11,Trenton,,,,1
TRE1717_20260621_SID186629,14:13:00,14:13:00,90703,12,Trenton,,,,1
TRE1717_20260621_SID186629,14:18:00,14:18:00,90702,13,Trenton,,,,1
TRE1717_20260621_SID186629,14:32:00,14:32:00,90701,14,Trenton,,,,1
TRE1718_20260621_SID186629,13:04:00,13:04:00,90701,1,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:11:00,13:11:00,90702,2,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:15:00,13:15:00,90703,3,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:18:00,13:18:00,90704,4,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:21:00,13:21:00,90705,5,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:23:00,13:23:00,90706,6,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:26:00,13:26:00,90707,7,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:30:00,13:30:00,90708,8,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:32:00,13:32:00,90709,9,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:35:00,13:35:00,90710,10,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:42:00,13:42:00,90711,11,Center City Philadelphia,,,,1
TRE1718_20260621_SID186629,13:52:00,13:52:00,90004,12,Jefferson Station,,,,1
TRE1718_20260621_SID186629,13:57:00,13:57:00,90005,13,Jefferson Station,,,,1
TRE1718_20260621_SID186629,14:02:00,14:02:00,90006,14,Jefferson Station,,,,1
TRE1719_20260621_SID186629,14:30:00,14:30:00,90006,1,Trenton,,,,1
TRE1719_20260621_SID186629,14:35:00,14:35:00,90005,2,Trenton,,,,1
TRE1719_20260621_SID186629,14:40:00,14:40:00,90004,3,Trenton,,,,1
TRE1719_20260621_SID186629,14:49:00,14:49:00,90711,4,Trenton,,,,1
TRE1719_20260621_SID186629,14:55:00,14:55:00,90710,5,Trenton,,,,1
TRE1719_20260621_SID186629,14:58:00,14:58:00,90709,6,Trenton,,,,1
TRE1719_20260621_SID186629,15:00:00,15:00:00,90708,7,Trenton,,,,1
TRE1719_20260621_SID186629,15:03:00,15:03:00,90707,8,Trenton,,,,1
TRE1719_20260621_SID186629,15:06:00,15:06:00,90706,9,Trenton,,,,1
TRE1719_20260621_SID186629,15:08:00,15:08:00,90705,10,Trenton,,,,1
TRE1719_20260621_SID186629,15:10:00,15:10:00,90704,11,Trenton,,,,1
TRE1719_20260621_SID186629,15:13:00,15:13:00,90703,12,Trenton,,,,1
TRE1719_20260621_SID186629,15:18:00,15:18:00,90702,13,Trenton,,,,1
TRE1719_20260621_SID186629,15:32:00,15:32:00,90701,14,Trenton,,,,1
TRE1720_20260621_SID186629,14:04:00,14:04:00,90701,1,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:11:00,14:11:00,90702,2,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:15:00,14:15:00,90703,3,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:18:00,14:18:00,90704,4,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:21:00,14:21:00,90705,5,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:23:00,14:23:00,90706,6,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:26:00,14:26:00,90707,7,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:30:00,14:30:00,90708,8,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:32:00,14:32:00,90709,9,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:35:00,14:35:00,90710,10,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:42:00,14:42:00,90711,11,Center City Philadelphia,,,,1
TRE1720_20260621_SID186629,14:52:00,14:52:00,90004,12,Jefferson Station,,,,1
TRE1720_20260621_SID186629,14:57:00,14:57:00,90005,13,Jefferson Station,,,,1
TRE1720_20260621_SID186629,15:02:00,15:02:00,90006,14,Jefferson Station,,,,1
TRE1721_20260621_SID186629,15:30:00,15:30:00,90006,1,Trenton,,,,1
TRE1721_20260621_SID186629,15:35:00,15:35:00,90005,2,Trenton,,,,1
TRE1721_20260621_SID186629,15:40:00,15:40:00,90004,3,Trenton,,,,1
TRE1721_20260621_SID186629,15:49:00,15:49:00,90711,4,Trenton,,,,1
TRE1721_20260621_SID186629,15:55:00,15:55:00,90710,5,Trenton,,,,1
TRE1721_20260621_SID186629,15:58:00,15:58:00,90709,6,Trenton,,,,1
TRE1721_20260621_SID186629,16:00:00,16:00:00,90708,7,Trenton,,,,1
TRE1721_20260621_SID186629,16:03:00,16:03:00,90707,8,Trenton,,,,1
TRE1721_20260621_SID186629,16:06:00,16:06:00,90706,9,Trenton,,,,1
TRE1721_20260621_SID186629,16:08:00,16:08:00,90705,10,Trenton,,,,1
TRE1721_20260621_SID186629,16:10:00,16:10:00,90704,11,Trenton,,,,1
TRE1721_20260621_SID186629,16:13:00,16:13:00,90703,12,Trenton,,,,1
TRE1721_20260621_SID186629,16:18:00,16:18:00,90702,13,Trenton,,,,1
TRE1721_20260621_SID186629,16:32:00,16:32:00,90701,14,Trenton,,,,1
TRE1722_20260621_SID186629,15:04:00,15:04:00,90701,1,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:11:00,15:11:00,90702,2,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:15:00,15:15:00,90703,3,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:18:00,15:18:00,90704,4,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:21:00,15:21:00,90705,5,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:23:00,15:23:00,90706,6,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:26:00,15:26:00,90707,7,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:30:00,15:30:00,90708,8,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:32:00,15:32:00,90709,9,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:35:00,15:35:00,90710,10,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:42:00,15:42:00,90711,11,Center City Philadelphia,,,,1
TRE1722_20260621_SID186629,15:52:00,15:52:00,90004,12,Jefferson Station,,,,1
TRE1722_20260621_SID186629,15:57:00,15:57:00,90005,13,Jefferson Station,,,,1
TRE1722_20260621_SID186629,16:02:00,16:02:00,90006,14,Jefferson Station,,,,1
TRE1723_20260621_SID186629,16:30:00,16:30:00,90006,1,Trenton,,,,1
