from_stop_id,to_stop_id,transfer_type,from_trip_id,to_trip_id
90005,90005,4,MED3516_20260622_SID186626,LAN3516_20260622_SID186626
90005,90005,4,MED3516_20260622_SID189324_SID189324,LAN3516_20260622_SID189324_SID189324
90005,90005,4,MED3518_20260621_SID186629,LAN3518_20260621_SID186629
90005,90005,4,MED3518_20260621_SID189327_SID189327,LAN3518_20260621_SID189327_SID189327
90005,90005,4,MED3520_20260622_SID186626,LAN3520_20260622_SID186626
90005,90005,4,MED3520_20260622_SID189324_SID189324,LAN3520_20260622_SID189324_SID189324
90005,90005,4,MED3522_20260621_SID186629,LAN3522_20260621_SID186629
90005,90005,4,MED3522_20260621_SID189327_SID189327,LAN3522_20260621_SID189327_SID189327
90005,90005,4,MED3524_20260622_SID186626,LAN3524_20260622_SID186626
90005,90005,4,MED3524_20260622_SID189324_SID189324,LAN3524_20260622_SID189324_SID189324
90005,90005,4,MED3526_20260621_SID186629,LAN3526_20260621_SID186629
90005,90005,4,MED3526_20260621_SID189327_SID189327,LAN3526_20260621_SID189327_SID189327
90005,90005,4,MED3528_20260622_SID186626,LAN3528_20260622_SID186626
90005,90005,4,MED3528_20260622_SID189324_SID189324,LAN3528_20260622_SID189324_SID189324
90005,90005,4,MED3530_20260621_SID186629,LAN3530_20260621_SID186629
90005,90005,4,MED3530_20260621_SID189327_SID189327,LAN3530_20260621_SID189327_SID189327
90005,90005,4,WTR3531_20260622_SID186626,PAO3531_20260622_SID186626
90005,90005,4,WTR3531_20260622_SID189836_SID189836,PAO3531_20260622_SID189836_SID189836
90005,90005,4,MED3532_20260622_SID186626,LAN3532_20260622_SID186626
90005,90005,4,MED3532_20260622_SID189324_SID189324,LAN3532_20260622_SID189324_SID189324
90005,90005,4,MED3534_20260621_SID186629,LAN3534_20260621_SID186629
90005,90005,4,MED3534_20260621_SID189327_SID189327,LAN3534_20260621_SID189327_SID189327
90005,90005,4,MED3536_20260622_SID186626,LAN3536_20260622_SID186626
90005,90005,4,MED3536_20260622_SID189324_SID189324,LAN3536_20260622_SID189324_SID189324
90005,90005,4,WTR3537_20260622_SID186626,PAO3537_20260622_SID186626
90005,90005,4,WTR3537_20260622_SID189836_SID189836,PAO3537_20260622_SID189836_SID189836
90005,90005,4,MED3538_20260621_SID186629,LAN3538_20260621_SID186629
90005,90005,4,MED3538_20260621_SID189327_SID189327,LAN3538_20260621_SID189327_SID189327
90005,90005,4,MED3538_20260622_SID186626,LAN3538_20260622_SID186626
90005,90005,4,MED3538_20260622_SID189324_SID189324,LAN3538_20260622_SID189324_SID189324
90005,90005,4,MED3540_20260622_SID186626,LAN3540_20260622_SID186626
90005,90005,4,MED3540_20260622_SID189324_SID189324,LAN3540_20260622_SID189324_SID189324
90005,90005,4,WTR3541_20260622_SID186626,PAO3541_20260622_SID186626
90005,90005,4,WTR3541_20260622_SID189836_SID189836,PAO3541_20260622_SID189836_SID189836
90005,90005,4,MED3542_20260621_SID186629,LAN3542_20260621_SID186629
90005,90005,4,MED3542_20260621_SID189327_SID189327,LAN3542_20260621_SID189327_SID189327
90005,90005,4,MED3542_20260622_SID186626,LAN3542_20260622_SID186626
90005,90005,4,MED3542_20260622_SID189324_SID189324,LAN3542_20260622_SID189324_SID189324
90005,90005,4,MED3544_20260622_SID186626,LAN3544_20260622_SID186626
90005,90005,4,MED3544_20260622_SID189324_SID189324,LAN3544_20260622_SID189324_SID189324
90005,90005,4,MED3546_20260621_SID186629,LAN3546_20260621_SID186629
90005,90005,4,MED3546_20260621_SID189327_SID189327,LAN3546_20260621_SID189327_SID189327
90005,90005,4,MED3548_20260622_SID186626,LAN3548_20260622_SID186626
