"route_id","service_id","trip_id","trip_headsign","direction_id","block_id","shape_id","wheelchair_accessible"
"MED","SID185176","MED3224_20250902_SID185176","Center City Philadelphia","0","3224","300007","1"
"NOR","SID185176","NOR3224_20250902_SID185176","Norristown Elm Street","0","3224","004228","1"
"MED","SID185176","MED3226_20250902_SID185176","Center City Philadelphia","0","3226","300007","1"
"NOR","SID185176","NOR3226_20250902_SID185176","Norristown Elm Street","0","3226","004228","1"
"MED","SID185176","MED3228_20250902_SID185176","Center City Philadelphia","0","3228","300007","1"
"NOR","SID185176","NOR3228_20250902_SID185176","Norristown Elm Street","0","3228","004228","1"
"MED","SID185176","MED3230_20250902_SID185176","Center City Philadelphia","0","3230","300007","1"
"NOR","SID185176","NOR3230_20250902_SID185176","Norristown Elm Street","0","3230","004228","1"
"WTR","SID185176","WTR3231_20250902_SID185176","Center City Philadelphia","1","3231","327004","1"
"WIL","SID185176","WIL3231_20250902_SID185176","Newark DE","1","3231","007201","1"
"MED","SID185176","MED3232_20250902_SID185176","Center City Philadelphia","0","3232","300007","1"
"NOR","SID185176","NOR3232_20250902_SID185176","Norristown Elm Street","0","3232","004228","1"
"MED","SID185176","MED3234_20250902_SID185176","Center City Philadelphia","0","3234","300007","1"
"NOR","SID185176","NOR3234_20250902_SID185176","Norristown Elm Street","0","3234","004228","1"
"MED","SID185176","MED3236_20250902_SID185176","Center City Philadelphia","0","3236","300007","1"
"NOR","SID185176","NOR3236_20250902_SID185176","Norristown Elm Street","0","3236","004228","1"
"MED","SID185176","MED334_20250902_SID185176","Center City Philadelphia","0","334","300007","1"
"WTR","SID185176","WTR334_20250902_SID185176","West Trenton","0","334","004327","1"
"MED","SID185176","MED3476_20250902_SID185176","Center City Philadelphia","0","3476","300007","1"
"WAR","SID185176","WAR3476_20250902_SID185176","Glenside","0","3476","004417","1"
"WTR","SID185176","WTR3501_20250902_SID185176","Center City Philadelphia","1","3501","327004","1"
"PAO","SID185176","PAO3501_20250902_SID185176","Malvern","1","3501","007501","1"
"MED","SID185176","MED3504_20250902_SID185176","Center City Philadelphia","0","3504","300007","1"
"LAN","SID185176","LAN3504_20250902_SID185176","Lansdale","0","3504","004538","1"
"LAN","SID185176","LAN3526_20250902_SID185176","Doylestown","0","3526","004538","1"
"WTR","SID185176","WTR3541_20250902_SID185176","Center City Philadelphia","1","3541","327004","1"
"PAO","SID185176","PAO3541_20250902_SID185176","Malvern","1","3541","007501","1"
"WTR","SID185176","WTR3549_20250902_SID185176","Center City Philadelphia","1","3549","327004","1"
"PAO","SID185176","PAO3549_20250902_SID185176","Thorndale","1","3549","007501","1"
"WTR","SID185176","WTR3553_20250902_SID185176","Center City Philadelphia","1","3553","327004","1"
"PAO","SID185176","PAO3553_20250902_SID185176","Malvern","1","3553","007501","1"
"WTR","SID185176","WTR3557_20250902_SID185176","Center City Philadelphia","1","3557","327004","1"
"PAO","SID185176","PAO3557_20250902_SID185176","Thorndale","1","3557","007501","1"
"WTR","SID185176","WTR3561_20250902_SID185176","Center City Philadelphia","1","3561","327004","1"
"PAO","SID185176","PAO3561_20250902_SID185176","Malvern","1","3561","007501","1"
"WTR","SID185176","WTR3591_20250902_SID185176","Center City Philadelphia","1","3591","327004","1"
"PAO","SID185176","PAO3591_20250902_SID185176","Thorndale","1","3591","007501","1"
"LAN","SID185176","LAN3592_20250902_SID185176","Doylestown","0","3592","004538","1"
"MED","SID185176","MED366_20250902_SID185176","Center City Philadelphia","0","366","300007","1"
"WTR","SID185176","WTR366_20250902_SID185176","West Trenton","0","366","004327","1"
"MED","SID185176","MED3702_20250902_SID185176","Center City Philadelphia","0","3702","300007","1"
"CHE","SID185176","CHE3702_20250902_SID185176","Chestnut Hill East","0","3702","004720","1"
"WTR","SID185176","WTR381_20250902_SID185176","Center City Philadelphia","1","381","327004","1"
"MED","SID185176","MED381_20250902_SID185176","Media","1","381","007300","1"
"WAR","SID185176","WAR401_20250902_SID185176","Center City Philadelphia","1","401","417004","1"
"AIR","SID185176","AIR401_20250902_SID185176","Airport Terminal E & F","1","401","007401","1"
"AIR","SID185176","AIR402_20250902_SID185176","Temple University","0","402","401007","1"
"WAR","SID185176","WAR403_20250902_SID185176","Center City Philadelphia","1","403","417004","1"
"AIR","SID185176","AIR403_20250902_SID185176","Airport Terminal E & F","1","403","007401","1"
"AIR","SID185176","AIR404_20250902_SID185176","Center City Philadelphia","0","404","401007","1"
"WAR","SID185176","WAR404_20250902_SID185176","Warminster","0","404","004417","1"
"WAR","SID185176","WAR405_20250902_SID185176","Center City Philadelphia","1","405","417004","1"
"AIR","SID185176","AIR405_20250902_SID185176","Airport Terminal E & F","1","405","007401","1"
"WAR","SID185176","WAR407_20250902_SID185176","Center City Philadelphia","1","407","417004","1"
"AIR","SID185176","AIR407_20250902_SID185176","Airport Terminal E & F","1","407","007401","1"
"AIR","SID185176","AIR408_20250902_SID185176","Center City Philadelphia","0","408","401007","1"
"WAR","SID185176","WAR408_20250902_SID185176","Warminster","0","408","004417","1"
"WAR","SID185176","WAR409_20250902_SID185176","Center City Philadelphia","1","409","417004","1"
"AIR","SID185176","AIR409_20250902_SID185176","Airport Terminal E & F","1","409","007401","1"
"AIR","SID185176","AIR412_20250902_SID185176","Center City Philadelphia","0","412","401007","1"
"WAR","SID185176","WAR412_20250902_SID185176","Warminster","0","412","004417","1"
"WAR","SID185176","WAR413_20250902_SID185176","Center City Philadelphia","1","413","417004","1"
"AIR","SID185176","AIR413_20250902_SID185176","Airport Terminal E & F","1","413","007401","1"
"AIR","SID185176","AIR416_20250902_SID185176","Center City Philadelphia","0","416","401007","1"
"WAR","SID185176","WAR416_20250902_SID185176","Warminster","0","416","004417","1"
"WAR","SID185176","WAR417_20250902_SID185176","Center City Philadelphia","1","417","417004","1"
"AIR","SID185176","AIR417_20250902_SID185176","Airport Terminal E & F","1","417","007401","1"
"AIR","SID185176","AIR420_20250902_SID185176","Center City Philadelphia","0","420","401007","1"
"WAR","SID185176","WAR420_20250902_SID185176","Warminster","0","420","004417","1"
"WAR","SID185176","WAR421_20250902_SID185176","Center City Philadelphia","1","421","417004","1"
"AIR","SID185176","AIR421_20250902_SID185176","Airport Terminal E & F","1","421","007401","1"
"AIR","SID185176","AIR4210_20250902_SID185176","Center City Philadelphia","0","4210","401007","1"
"NOR","SID185176","NOR4210_20250902_SID185176","Miquon","0","4210","004228","1"
"AIR","SID185176","AIR424_20250902_SID185176","Center City Philadelphia","0","424","401007","1"
"WAR","SID185176","WAR424_20250902_SID185176","Warminster","0","424","004417","1"
"WAR","SID185176","WAR425_20250902_SID185176","Center City Philadelphia","1","425","417004","1"
"AIR","SID185176","AIR425_20250902_SID185176","Airport Terminal E & F","1","425","007401","1"
"AIR","SID185176","AIR428_20250902_SID185176","Center City Philadelphia","0","428","401007","1"
"WAR","SID185176","WAR428_20250902_SID185176","Warminster","0","428","004417","1"
"WAR","SID185176","WAR429_20250902_SID185176","Center City Philadelphia","1","429","417004","1"
"AIR","SID185176","AIR429_20250902_SID185176","Airport Terminal E & F","1","429","007401","1"
"WAR","SID185176","WAR4307_20250902_SID185176","Center City Philadelphia","1","4307","417004","1"
"MED","SID185176","MED4307_20250902_SID185176","Wawa","1","4307","007300","1"
"AIR","SID185176","AIR432_20250902_SID185176","Center City Philadelphia","0","432","401007","1"
"WAR","SID185176","WAR432_20250902_SID185176","Warminster","0","432","004417","1"
"WAR","SID185176","WAR433_20250902_SID185176","Center City Philadelphia","1","433","417004","1"
"AIR","SID185176","AIR433_20250902_SID185176","Airport Terminal E & F","1","433","007401","1"
"AIR","SID185176","AIR436_20250902_SID185176","Center City Philadelphia","0","436","401007","1"
"WAR","SID185176","WAR436_20250902_SID185176","Warminster","0","436","004417","1"
"WAR","SID185176","WAR437_20250902_SID185176","Center City Philadelphia","1","437","417004","1"
"AIR","SID185176","AIR437_20250902_SID185176","Airport Terminal E & F","1","437","007401","1"
"AIR","SID185176","AIR440_20250902_SID185176","Center City Philadelphia","0","440","401007","1"
"WAR","SID185176","WAR440_20250902_SID185176","Warminster","0","440","004417","1"
"WAR","SID185176","WAR441_20250902_SID185176","Center City Philadelphia","1","441","417004","1"
"AIR","SID185176","AIR441_20250902_SID185176","Airport Terminal E & F","1","441","007401","1"
"AIR","SID185176","AIR444_20250902_SID185176","Center City Philadelphia","0","444","401007","1"
"WAR","SID185176","WAR444_20250902_SID185176","Warminster","0","444","004417","1"
"WAR","SID185176","WAR445_20250902_SID185176","Center City Philadelphia","1","445","417004","1"
"AIR","SID185176","AIR445_20250902_SID185176","Airport Terminal E & F","1","445","007401","1"
"AIR","SID185176","AIR448_20250902_SID185176","Center City Philadelphia","0","448","401007","1"
"WAR","SID185176","WAR448_20250902_SID185176","Warminster","0","448","004417","1"
"WAR","SID185176","WAR449_20250902_SID185176","Center City Philadelphia","1","449","417004","1"
"AIR","SID185176","AIR449_20250902_SID185176","Airport Terminal E & F","1","449","007401","1"
"WAR","SID185176","WAR4511_20250902_SID185176","Gray 30th St Station","1","4511","417004","1"
"AIR","SID185176","AIR452_20250902_SID185176","Center City Philadelphia","0","452","401007","1"
"WAR","SID185176","WAR452_20250902_SID185176","Warminster","0","452","004417","1"
"WAR","SID185176","WAR453_20250902_SID185176","Center City Philadelphia","1","453","417004","1"
"AIR","SID185176","AIR453_20250902_SID185176","Airport Terminal E & F","1","453","007401","1"
"WAR","SID185176","WAR4539_20250902_SID185176","Center City Philadelphia","1","4539","417004","1"
"PAO","SID185176","PAO4539_20250902_SID185176","Wayne","1","4539","007501","1"
"AIR","SID185176","AIR456_20250902_SID185176","Center City Philadelphia","0","456","401007","1"
"WAR","SID185176","WAR456_20250902_SID185176","Warminster","0","456","004417","1"
"WAR","SID185176","WAR457_20250902_SID185176","Center City Philadelphia","1","457","417004","1"
"AIR","SID185176","AIR457_20250902_SID185176","Airport Terminal E & F","1","457","007401","1"
"WAR","SID185176","WAR4571_20250902_SID185176","Center City Philadelphia","1","4571","417004","1"
"PAO","SID185176","PAO4571_20250902_SID185176","Thorndale","1","4571","007501","1"
"AIR","SID185176","AIR4574_20250902_SID185176","Center City Philadelphia","0","4574","401007","1"
"LAN","SID185176","LAN4574_20250902_SID185176","Doylestown","0","4574","004538","1"
"AIR","SID185176","AIR4578_20250902_SID185176","Center City Philadelphia","0","4578","401007","1"
"LAN","SID185176","LAN4578_20250902_SID185176","Lansdale","0","4578","004538","1"
"AIR","SID185176","AIR460_20250902_SID185176","Center City Philadelphia","0","460","401007","1"
"WAR","SID185176","WAR460_20250902_SID185176","Warminster","0","460","004417","1"
"WAR","SID185176","WAR461_20250902_SID185176","Center City Philadelphia","1","461","417004","1"
"AIR","SID185176","AIR461_20250902_SID185176","Airport Terminal E & F","1","461","007401","1"
"AIR","SID185176","AIR464_20250902_SID185176","Center City Philadelphia","0","464","401007","1"
"WAR","SID185176","WAR464_20250902_SID185176","Warminster","0","464","004417","1"
"WAR","SID185176","WAR465_20250902_SID185176","Center City Philadelphia","1","465","417004","1"
"AIR","SID185176","AIR465_20250902_SID185176","Airport Terminal E & F","1","465","007401","1"
"AIR","SID185176","AIR468_20250902_SID185176","Center City Philadelphia","0","468","401007","1"
"WAR","SID185176","WAR468_20250902_SID185176","Warminster","0","468","004417","1"
"WAR","SID185176","WAR469_20250902_SID185176","Center City Philadelphia","1","469","417004","1"
"AIR","SID185176","AIR469_20250902_SID185176","Airport Terminal E & F","1","469","007401","1"
"AIR","SID185176","AIR472_20250902_SID185176","Center City Philadelphia","0","472","401007","1"
"WAR","SID185176","WAR472_20250902_SID185176","Warminster","0","472","004417","1"
"WAR","SID185176","WAR473_20250902_SID185176","Center City Philadelphia","1","473","417004","1"
"AIR","SID185176","AIR473_20250902_SID185176","Airport Terminal E & F","1","473","007401","1"
"WAR","SID185176","WAR4753_20250902_SID185176","Center City Philadelphia","1","4753","417004","1"
"TRE","SID185176","TRE4753_20250902_SID185176","Trenton","1","4753","007701","1"
"WAR","SID185176","WAR477_20250902_SID185176","Center City Philadelphia","1","477","417004","1"
"AIR","SID185176","AIR477_20250902_SID185176","Airport Terminal E & F","1","477","007401","1"
"AIR","SID185176","AIR4806_20250902_SID185176","Temple University","0","4806","401007","1"
"LAN","SID185176","LAN503_20250902_SID185176","Center City Philadelphia","1","503","538004","1"
"PAO","SID185176","PAO503_20250902_SID185176","Malvern","1","503","007501","1"
"PAO","SID185176","PAO512_20250902_SID185176","Center City Philadelphia","0","512","501007","1"
"LAN","SID185176","LAN512_20250902_SID185176","Doylestown","0","512","004538","1"
"PAO","SID185176","PAO514_20250902_SID185176","Center City Philadelphia","0","514","501007","1"
"LAN","SID185176","LAN514_20250902_SID185176","Doylestown","0","514","004538","1"
"PAO","SID185176","PAO516_20250902_SID185176","Center City Philadelphia","0","516","501007","1"
"LAN","SID185176","LAN516_20250902_SID185176","Lansdale","0","516","004538","1"
"LAN","SID185176","LAN5205_20250902_SID185176","Center City Philadelphia","1","5205","538004","1"
"WIL","SID185176","WIL5205_20250902_SID185176","Newark DE","1","5205","007201","1"
"PAO","SID185176","PAO5210_20250902_SID185176","Center City Philadelphia","0","5210","501007","1"
"NOR","SID185176","NOR5210_20250902_SID185176","Norristown Elm Street","0","5210","004228","1"
"LAN","SID185176","LAN5211_20250902_SID185176","Center City Philadelphia","1","5211","538004","1"
"WIL","SID185176","WIL5211_20250902_SID185176","Marcus Hook","1","5211","007201","1"
"LAN","SID185176","LAN5215_20250902_SID185176","Center City Philadelphia","1","5215","538004","1"
"WIL","SID185176","WIL5215_20250902_SID185176","Wilmington","1","5215","007201","1"
"PAO","SID185176","PAO5216_20250902_SID185176","Center City Philadelphia","0","5216","501007","1"
"NOR","SID185176","NOR5216_20250902_SID185176","Norristown Elm Street","0","5216","004228","1"
"LAN","SID185176","LAN5217_20250902_SID185176","Center City Philadelphia","1","5217","538004","1"
"WIL","SID185176","WIL5217_20250902_SID185176","Wilmington","1","5217","007201","1"
"LAN","SID185176","LAN5227_20250902_SID185176","Center City Philadelphia","1","5227","538004","1"
"WIL","SID185176","WIL5227_20250902_SID185176","Newark DE","1","5227","007201","1"
"LAN","SID185176","LAN5229_20250902_SID185176","Center City Philadelphia","1","5229","538004","1"
"WIL","SID185176","WIL5229_20250902_SID185176","Wilmington","1","5229","007201","1"
"LAN","SID185176","LAN5231_20250902_SID185176","Center City Philadelphia","1","5231","538004","1"
"WIL","SID185176","WIL5231_20250902_SID185176","Marcus Hook","1","5231","007201","1"
"LAN","SID185176","LAN5239_20250902_SID185176","Center City Philadelphia","1","5239","538004","1"
"WIL","SID185176","WIL5239_20250902_SID185176","Marcus Hook","1","5239","007201","1"
"PAO","SID185176","PAO5250_20250902_SID185176","Center City Philadelphia","0","5250","501007","1"
"NOR","SID185176","NOR5250_20250902_SID185176","Norristown Transit Center","0","5250","004228","1"
"PAO","SID185176","PAO5300_20250902_SID185176","Center City Philadelphia","0","5300","501007","1"
"WTR","SID185176","WTR5300_20250902_SID185176","West Trenton","0","5300","004327","1"
"PAO","SID185176","PAO5304_20250902_SID185176","Center City Philadelphia","0","5304","501007","1"
"WTR","SID185176","WTR5304_20250902_SID185176","West Trenton","0","5304","004327","1"
"PAO","SID185176","PAO5318_20250902_SID185176","Center City Philadelphia","0","5318","501007","1"
"WTR","SID185176","WTR5318_20250902_SID185176","West Trenton","0","5318","004327","1"
"LAN","SID185176","LAN5321_20250902_SID185176","Gray 30th St Station","1","5321","538004","1"
"PAO","SID185176","PAO5322_20250902_SID185176","Center City Philadelphia","0","5322","501007","1"
"WTR","SID185176","WTR5322_20250902_SID185176","West Trenton","0","5322","004327","1"
"PAO","SID185176","PAO5330_20250902_SID185176","Center City Philadelphia","0","5330","501007","1"
"WTR","SID185176","WTR5330_20250902_SID185176","West Trenton","0","5330","004327","1"
"PAO","SID185176","PAO5336_20250902_SID185176","Center City Philadelphia","0","5336","501007","1"
"WTR","SID185176","WTR5336_20250902_SID185176","West Trenton","0","5336","004327","1"
"PAO","SID185176","PAO5344_20250902_SID185176","Center City Philadelphia","0","5344","501007","1"
"WTR","SID185176","WTR5344_20250902_SID185176","West Trenton","0","5344","004327","1"
"LAN","SID185176","LAN5347_20250902_SID185176","Center City Philadelphia","1","5347","538004","1"
"MED","SID185176","MED5347_20250902_SID185176","Wawa","1","5347","007300","1"
"PAO","SID185176","PAO5348_20250902_SID185176","Center City Philadelphia","0","5348","501007","1"
"WTR","SID185176","WTR5348_20250902_SID185176","West Trenton","0","5348","004327","1"
"PAO","SID185176","PAO5352_20250902_SID185176","Center City Philadelphia","0","5352","501007","1"
"WTR","SID185176","WTR5352_20250902_SID185176","West Trenton","0","5352","004327","1"
"PAO","SID185176","PAO5356_20250902_SID185176","Center City Philadelphia","0","5356","501007","1"
"WTR","SID185176","WTR5356_20250902_SID185176","West Trenton","0","5356","004327","1"
"LAN","SID185176","LAN5399_20250902_SID185176","Penn Medicine Station","1","5399","538004","1"
"PAO","SID185176","PAO542_20250902_SID185176","Center City Philadelphia","0","542","501007","1"
"LAN","SID185176","LAN542_20250902_SID185176","Doylestown","0","542","004538","1"
"PAO","SID185176","PAO5438_20250902_SID185176","Center City Philadelphia","0","5438","501007","1"
"WAR","SID185176","WAR5438_20250902_SID185176","Glenside","0","5438","004417","1"
"PAO","SID185176","PAO5440_20250902_SID185176","Center City Philadelphia","0","5440","501007","1"
"WAR","SID185176","WAR5440_20250902_SID185176","Warminster","0","5440","004417","1"
"LAN","SID185176","LAN5447_20250902_SID185176","Center City Philadelphia","1","5447","538004","1"
"AIR","SID185176","AIR5447_20250902_SID185176","Airport Terminal E & F","1","5447","007401","1"
"PAO","SID185176","PAO5734_20250902_SID185176","Center City Philadelphia","0","5734","501007","1"
"CHE","SID185176","CHE5734_20250902_SID185176","Chestnut Hill East","0","5734","004720","1"
"LAN","SID185176","LAN5847_20250902_SID185176","Gray 30th St Station","1","5847","538004","1"
"NOR","SID185176","NOR6209_20250902_SID185176","Gray 30th St Station","1","6209","228004","1"
"NOR","SID185176","NOR6213_20250902_SID185176","Gray 30th St Station","1","6213","228004","1"
"NOR","SID185176","NOR6217_20250902_SID185176","Gray 30th St Station","1","6217","228004","1"
"NOR","SID185176","NOR6238_20250902_SID185176","Norristown Elm Street","0","6238","004228","1"
"NOR","SID185176","NOR6240_20250902_SID185176","Norristown Elm Street","0","6240","004228","1"
"NOR","SID185176","NOR6242_20250902_SID185176","Norristown Transit Center","0","6242","004228","1"
