trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
CYN1052_20250902_SID185176,06:00:00,06:00:00,90001,1,Center City Philadelphia,,,,1
CYN1052_20250902_SID185176,06:02:00,06:02:00,90002,2,Center City Philadelphia,,,,1
CYN1052_20250902_SID185176,06:05:00,06:05:00,90003,3,Center City Philadelphia,,,,1
CYN1052_20250902_SID185176,06:17:00,06:17:00,90004,4,Suburban Station,,,,1
CYN1052_20250902_SID185176,06:22:00,06:22:00,90005,5,Suburban Station,,,,1
CYN1055_20250902_SID185176,06:46:00,06:46:00,90005,1,Center City Philadelphia,,,,1
CYN1055_20250902_SID185176,06:51:00,06:51:00,90004,2,Cynwyd,,,,1
CYN1055_20250902_SID185176,07:02:00,07:02:00,90003,3,Cynwyd,,,,1
CYN1055_20250902_SID185176,07:05:00,07:05:00,90002,4,Cynwyd,,,,1
CYN1055_20250902_SID185176,07:08:00,07:08:00,90001,5,Cynwyd,,,,1
CYN1056_20250902_SID185176,07:28:00,07:28:00,90001,1,Center City Philadelphia,,,,1
CYN1056_20250902_SID185176,07:30:00,07:30:00,90002,2,Center City Philadelphia,,,,1
CYN1056_20250902_SID185176,07:33:00,07:33:00,90003,3,Center City Philadelphia,,,,1
CYN1056_20250902_SID185176,07:45:00,07:45:00,90004,4,Suburban Station,,,,1
CYN1056_20250902_SID185176,07:50:00,07:50:00,90005,5,Suburban Station,,,,1
CYN1059_20250902_SID185176,08:10:00,08:10:00,90005,1,Center City Philadelphia,,,,1
CYN1059_20250902_SID185176,08:15:00,08:15:00,90004,2,Cynwyd,,,,1
CYN1059_20250902_SID185176,08:26:00,08:26:00,90003,3,Cynwyd,,,,1
CYN1059_20250902_SID185176,08:29:00,08:29:00,90002,4,Cynwyd,,,,1
CYN1059_20250902_SID185176,08:31:00,08:31:00,90001,5,Cynwyd,,,,1
CYN1060_20250902_SID185176,08:46:00,08:46:00,90001,1,Center City Philadelphia,,,,1
CYN1060_20250902_SID185176,08:48:00,08:48:00,90002,2,Center City Philadelphia,,,,1
CYN1060_20250902_SID185176,08:51:00,08:51:00,90003,3,Center City Philadelphia,,,,1
CYN1060_20250902_SID185176,09:03:00,09:03:00,90004,4,Suburban Station,,,,1
CYN1060_20250902_SID185176,09:08:00,09:08:00,90005,5,Suburban Station,,,,1
CYN1071_20250902_SID185176,12:00:00,12:00:00,90005,1,Center City Philadelphia,,,,1
CYN1071_20250902_SID185176,12:05:00,12:05:00,90004,2,Cynwyd,,,,1
CYN1071_20250902_SID185176,12:16:00,12:16:00,90003,3,Cynwyd,,,,1
CYN1071_20250902_SID185176,12:19:00,12:19:00,90002,4,Cynwyd,,,,1
CYN1071_20250902_SID185176,12:21:00,12:21:00,90001,5,Cynwyd,,,,1
CYN1072_20250902_SID185176,12:36:00,12:36:00,90001,1,Center City Philadelphia,,,,1
CYN1072_20250902_SID185176,12:38:00,12:38:00,90002,2,Center City Philadelphia,,,,1
CYN1072_20250902_SID185176,12:41:00,12:41:00,90003,3,Center City Philadelphia,,,,1
CYN1072_20250902_SID185176,12:53:00,12:53:00,90004,4,Suburban Station,,,,1
CYN1072_20250902_SID185176,12:58:00,12:58:00,90005,5,Suburban Station,,,,1
CYN1081_20250902_SID185176,15:16:00,15:16:00,90005,1,Center City Philadelphia,,,,1
CYN1081_20250902_SID185176,15:21:00,15:21:00,90004,2,Cynwyd,,,,1
CYN1081_20250902_SID185176,15:32:00,15:32:00,90003,3,Cynwyd,,,,1
CYN1081_20250902_SID185176,15:35:00,15:35:00,90002,4,Cynwyd,,,,1
CYN1081_20250902_SID185176,15:37:00,15:37:00,90001,5,Cynwyd,,,,1
CYN1082_20250902_SID185176,15:52:00,15:52:00,90001,1,Center City Philadelphia,,,,1
CYN1082_20250902_SID185176,15:54:00,15:54:00,90002,2,Center City Philadelphia,,,,1
CYN1082_20250902_SID185176,15:57:00,15:57:00,90003,3,Center City Philadelphia,,,,1
CYN1082_20250902_SID185176,16:09:00,16:09:00,90004,4,Suburban Station,,,,1
CYN1082_20250902_SID185176,16:14:00,16:14:00,90005,5,Suburban Station,,,,1
CYN1083_20250902_SID185176,16:37:00,16:37:00,90005,1,Center City Philadelphia,,,,1
CYN1083_20250902_SID185176,16:42:00,16:42:00,90004,2,Cynwyd,,,,1
CYN1083_20250902_SID185176,16:53:00,16:53:00,90003,3,Cynwyd,,,,1
CYN1083_20250902_SID185176,16:56:00,16:56:00,90002,4,Cynwyd,,,,1
CYN1083_20250902_SID185176,16:58:00,16:58:00,90001,5,Cynwyd,,,,1
CYN1084_20250902_SID185176,17:15:00,17:15:00,90001,1,Center City Philadelphia,,,,1
CYN1084_20250902_SID185176,17:17:00,17:17:00,90002,2,Center City Philadelphia,,,,1
CYN1084_20250902_SID185176,17:20:00,17:20:00,90003,3,Center City Philadelphia,,,,1
CYN1084_20250902_SID185176,17:32:00,17:32:00,90004,4,Suburban Station,,,,1
CYN1084_20250902_SID185176,17:37:00,17:37:00,90005,5,Suburban Station,,,,1
CYN1085_20250902_SID185176,17:57:00,17:57:00,90005,1,Center City Philadelphia,,,,1
CYN1085_20250902_SID185176,18:02:00,18:02:00,90004,2,Cynwyd,,,,1
CYN1085_20250902_SID185176,18:13:00,18:13:00,90003,3,Cynwyd,,,,1
CYN1085_20250902_SID185176,18:16:00,18:16:00,90002,4,Cynwyd,,,,1
CYN1085_20250902_SID185176,18:18:00,18:18:00,90001,5,Cynwyd,,,,1
WIL1226_20250902_SID185176,18:18:00,18:18:00,90201,1,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,18:24:00,18:24:00,90202,2,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,18:32:00,18:32:00,90203,3,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,18:41:00,18:41:00,90204,4,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,18:45:00,18:45:00,90205,5,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,18:49:00,18:49:00,90206,6,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,18:52:00,18:52:00,90207,7,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,18:55:00,18:55:00,90209,8,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,18:57:00,18:57:00,90210,9,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,18:59:00,18:59:00,90211,10,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,19:01:00,19:01:00,90212,11,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,19:03:00,19:03:00,90213,12,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,19:05:00,19:05:00,90214,13,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,19:07:00,19:07:00,90215,14,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,19:09:00,19:09:00,90216,15,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,19:11:00,19:11:00,90217,16,Center City Philadelphia,,,,1
WIL1226_20250902_SID185176,19:22:00,19:22:00,90406,17,Suburban Station,,,,1
WIL1226_20250902_SID185176,19:25:00,19:25:00,90004,18,Suburban Station,,,,1
WIL1226_20250902_SID185176,19:30:00,19:30:00,90005,19,Suburban Station,,,,1
TRE1701_20250902_SID185176,05:35:00,05:35:00,90005,1,Center City Philadelphia,,,,1
TRE1701_20250902_SID185176,05:40:00,05:40:00,90004,2,Trenton,,,,1
TRE1701_20250902_SID185176,05:50:00,05:50:00,90711,3,Trenton,,,,1
TRE1701_20250902_SID185176,05:56:00,05:56:00,90710,4,Trenton,,,,1
TRE1701_20250902_SID185176,05:59:00,05:59:00,90709,5,Trenton,,,,1
TRE1701_20250902_SID185176,06:01:00,06:01:00,90708,6,Trenton,,,,1
TRE1701_20250902_SID185176,06:04:00,06:04:00,90707,7,Trenton,,,,1
TRE1701_20250902_SID185176,06:07:00,06:07:00,90706,8,Trenton,,,,1
TRE1701_20250902_SID185176,06:12:00,06:12:00,90704,9,Trenton,,,,1
TRE1701_20250902_SID185176,06:15:00,06:15:00,90703,10,Trenton,,,,1
TRE1701_20250902_SID185176,06:20:00,06:20:00,90702,11,Trenton,,,,1
TRE1701_20250902_SID185176,06:32:00,06:32:00,90701,12,Trenton,,,,1
TRE1706_20250831_SID185439,07:04:00,07:04:00,90701,1,Center City Philadelphia,,,,1
