route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_short_name
FOX,SID189792,FOX8539_20260621_SID189792,Center City Philadelphia,1,8539,815005,0,1,FOX8539
PAO,SID189792,PAO8539_20260621_SID189792,Malvern,1,8539,007501,0,1,PAO8539
FOX,SID189778,FOX8539_20260726_SID189778,Center City Philadelphia,1,8539,815005,0,1,FOX8539
PAO,SID189778,PAO8539_20260726_SID189778,Malvern,1,8539,007501,0,1,PAO8539
CHW,SID189324,CHW854_20260622_SID189324,Center City Philadelphia,0,854,801007,0,1,CHW854
FOX,SID189324,FOX854_20260622_SID189324,Fox Chase,0,854,004815,0,1,FOX854
FOX,SID189321,FOX8547_20260627_SID189321,Center City Philadelphia,1,8547,815005,0,1,FOX8547
PAO,SID189321,PAO8547_20260627_SID189321,Thorndale,1,8547,007501,0,1,PAO8547
FOX,SID189792,FOX8547_20260621_SID189792,Center City Philadelphia,1,8547,815005,0,1,FOX8547
PAO,SID189792,PAO8547_20260621_SID189792,Malvern,1,8547,007501,0,1,PAO8547
FOX,SID189778,FOX8547_20260726_SID189778,Center City Philadelphia,1,8547,815005,0,1,FOX8547
