route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,shape_id,direction_id
AIR,M3,AIR_9451_V66_M,Airport,9451,9451,007401,1
WTR,M3,WTR_322_V66_M,West Trenton,322,322,406327,0
NOR,M1,NOR_3240_V5_M,Norristown - Elm Street,3240,3240,406228,0
CHE,M1,CHE_733_V5_M,Center City Philadelphia,733,733,720007,1
LAN,M3,LAN_528_V66_M,Doylestown,528,528,004538,0
TRE,M3,TRE_703_V66_M,Trenton,703,703,007701,1
WAR,M1,WAR_407_V1_M,Center City Philadelphia,407,407,417007,1
WIL,M4,WIL_213_V7_M,Wilmington,213,213,007203,1
PAO,M1,PAO_578_V5_M,Center City Philadelphia,578,578,501004,0
WTR,M4,WTR_310_V77_M,West Trenton,310,310,406327,0
CYN,M1,CYN_1082_V5_M,Center City Philadelphia,1082,1082,001005,0
AIR,M3,AIR_9422_V66_M,Center City Philadelphia,9422,9422,401007,0
WTR,M1,WTR_6300_V55_M,West Trenton,6300,6300,004327,0
PAO,M1,PAO_509_V5_M,Thorndale,509,509,007501,1
WIL,M1,WIL_9229_V5_M,Wilminton,9229,9229,007203,1
WTR,M1,WTR_6301_V55_M,Center City Philadelphia,6301,6301,327004,1
WTR,M4,WTR_327_V77_M,Center City Philadelphia,327,327,327007,1
AIR,M3,AIR_9411_V66_M,Airport,9411,9411,007401,1
WAR,M4,WAR_433_V77_M,Center City Philadelphia,433,433,417007,1
TRE,M3,TRE_718_V66_M,Center City Philadelphia,718,718,701004,0
WTR,M1,WTR_6306_V55_M,West Trenton,6306,6306,004327,0
CHE,M3,CHE_707_V66_M,Center City Philadelphia,707,707,720007,1
NOR,M1,NOR_252_V55_M,Norristown - Elm Street,252,252,406228,0
WTR,M1,WTR_6370_V55_M,West Trenton,6370,6370,004327,0
WAR,M4,WAR_460_V77_M,Warminster,460,460,406417,0
WIL,M3,WIL_206_V6_M,Center City Philadelphia,206,206,203406,0
CHE,M1,CHE_738_V5_M,Chestnut Hill East,738,738,004720,0
CHE,M1,CHE_726_V5_M,Chestnut Hill East,726,726,004720,0
LAN,M1,LAN_596_V5_M,Lansdale,596,596,004531,0
LAN,M1,LAN_584_V5_M,Doylestown,584,584,004538,0
FOX,M3,FOX_846_V6_M,Fox Chase,846,846,004815,0
WAR,M4,WAR_412_V77_M,Warminster,412,412,406417,0
PAO,M1,PAO_9543_V55_M,Paoli/Thorndale,9543,9543,007516,1
CHW,M3,CHW_862_V6_M,Center City Philadelphia,862,862,801004,0
WTR,M1,WTR_6322_V5_M,West Trenton,6322,6322,004327,0
WTR,M1,WTR_6313_V55_M,Center City Philadelphia,6313,6313,327004,1
TRE,M1,TRE_9756_V5_M,Center City Philadelphia,9756,9756,701007,0
NOR,M1,NOR_3238_V5_M,Norristown - Elm Street,3238,3238,406228,0
WTR,M1,WTR_3223_V55_M,Center City Philadelphia,3223,3223,327007,1
LAN,M1,LAN_514_V5_M,Doylestown,514,514,004538,0
WTR,M1,WTR_338_V5_M,West Trenton,338,338,406327,0
TRE,M1,TRE_9739_V5_M,Trenton,9739,9739,007701,1
LAN,M4,LAN_524_V77_M,Doylestown,524,524,004538,0
FOX,M3,FOX_835_V6_M,Center City Philadelphia,835,835,815007,1
NOR,M4,NOR_229_V7_M,Center City Philadelphia,229,229,228007,1
NOR,M1,NOR_2333_V5_M,Center City Philadelphia,2333,2333,228007,1
MED,M4,MED_331_V77_M,Elwyn,331,331,007301,1
WTR,M3,WTR_324_V66_M,West Trenton,324,324,406327,0
LAN,M1,LAN_6517_V5_M,Center City Philadelphia,6517,6517,538004,1
LAN,M1,LAN_556_V55_M,Doylestown,556,556,004538,0
WAR,M1,WAR_473_V5_M,Center City Philadelphia,473,473,417007,1
PAO,M3,PAO_557_V66_M,Thorndale,557,557,007501,1
LAN,M3,LAN_520_V66_M,Doylestown,520,520,004538,0
FOX,M3,FOX_822_V6_M,Fox Chase,822,822,004815,0
TRE,M1,TRE_772_V5_M,Center City Philadelphia,772,772,701004,0
WTR,M1,WTR_328_V5_M,Neshaminy,328,328,406323,0
AIR,M1,AIR_478_V5_M,Center City Philadelphia,478,478,401406,0
WTR,M4,WTR_312_V77_M,West Trenton,312,312,406327,0
WAR,M4,WAR_457_V77_M,Center City Philadelphia,457,457,417007,1
TRE,M1,TRE_783_V5_M,Trenton,783,783,007701,1
FOX,M1,FOX_822_V5_M,Fox Chase,822,822,004815,0
WIL,M3,WIL_216_V6_M,Center City Philadelphia,216,216,205406,0
CHW,M1,CHW_835_V5_M,Chestnut Hill West,835,835,007801,1
AIR,M3,AIR_453_V66_M,Airport Terminal E F,453,453,007401,1
LAN,M1,LAN_583_V5_M,Center City Philadelphia,583,583,538007,1
LAN,M1,LAN_6506_V5_M,Lansdale,6506,6506,004538,0
NOR,M4,NOR_219_V7_M,Center City Philadelphia,219,219,228007,1
CHW,M1,CHW_853_V5_M,Chestnut Hill West,853,853,007801,1
LAN,M1,LAN_578_V5_M,Lansdale,578,578,004531,0
FOX,M4,FOX_854_V7_M,Fox Chase,854,854,004815,0
LAN,M1,LAN_570_V5_M,Lansdale,570,570,004531,0
NOR,M1,NOR_207_V5_M,Center City Philadelphia,207,207,228007,1
WIL,M1,WIL_5265_V5_M,Newark,5265,5265,007201,1
PAO,M1,PAO_501_V5_M,Paoli,501,501,007506,1
MED,M3,MED_313_V66_M,Elwyn,313,313,007301,1
PAO,M1,PAO_596_V5_M,Center City Philadelphia,596,596,501004,0
PAO,M4,PAO_569_V77_M,Malvern,569,569,007505,1
AIR,M3,AIR_9466_V66_M,Center City Philadelphia,9466,9466,401007,0
CHE,M3,CHE_735_V66_M,Center City Philadelphia,735,735,720007,1
AIR,M1,AIR_405_V1_M,Airport Terminal E F,405,405,007401,1
WAR,M4,WAR_478_V77_M,Carmel,478,478,406411,0
NOR,M3,NOR_212_V6_M,Norristown - Elm Street,212,212,406228,0
CHW,M4,CHW_842_V7_M,Center City Philadelphia,842,842,801004,0
WTR,M4,WTR_333_V77_M,Center City Philadelphia,333,333,327007,1
TRE,M4,TRE_717_V77_M,Trenton,717,717,007701,1
CHW,M1,CHW_807_V5_M,Chestnut Hill West,807,807,007801,1
WAR,M1,WAR_431_V5_M,Center City Philadelphia,431,431,411007,1
TRE,M1,TRE_746_V5_M,Center City Philadelphia,746,746,701004,0
CHE,M3,CHE_726_V66_M,Chestnut Hill East,726,726,004720,0
TRE,M1,TRE_9730_V5_M,Center City Philadelphia,9730,9730,701007,0
WTR,M1,WTR_6302_V55_M,West Trenton,6302,6302,004327,0
PAO,M3,PAO_1526_V66_M,Center City Philadelphia,1526,1526,505006,0
WAR,M3,WAR_469_V66_M,Center City Philadelphia,469,469,417007,1
CHE,M1,CHE_705_V5_M,Center City Philadelphia,705,705,720007,1
AIR,M1,AIR_444_V5_M,Center City Philadelphia,444,444,401406,0
FOX,M1,FOX_6848_V5_M,Fox Chase,6848,6848,004815,0
WIL,M4,WIL_215_V7_M,Marcus Hook,215,215,007205,1
FOX,M1,FOX_861_V5_M,Center City Philadelphia,861,861,815007,1
NOR,M2,NOR_6283_V5_M,Center City Philadelphia,6283,6283,228004,1
MED,M1,MED_2333_V5_M,Elwyn,2333,2333,007301,1
WIL,M1,WIL_9243_V5_M,Wilminton,9243,9243,007201,1
WIL,M1,WIL_2760_V5_M,Center City Philadelphia,2760,2760,201406,0
CHW,M4,CHW_807_V7_M,Chestnut Hill West,807,807,007801,1
TRE,M1,TRE_9749_V5_M,Trenton,9749,9749,007701,1
WAR,M1,WAR_424_V5_M,Warminster,424,424,406417,0
WTR,M4,WTR_306_V77_M,West Trenton,306,306,406327,0
PAO,M3,PAO_1538_V66_M,Center City Philadelphia,1538,1538,501006,0
WTR,M1,WTR_6304_V55_M,West Trenton,6304,6304,004327,0
PAO,M3,PAO_1514_V66_M,Center City Philadelphia,1514,1514,501006,0
LAN,M1,LAN_550_V55_M,Link Belt,550,550,004534,0
WAR,M4,WAR_404_V77_M,Warminster,404,404,406417,0
TRE,M3,TRE_714_V66_M,Center City Philadelphia,714,714,701004,0
WTR,M3,WTR_328_V66_M,West Trenton,328,328,406327,0
TRE,M1,TRE_8749_V5_M,Trenton,8749,8749,007701,1
WTR,M1,WTR_323_V56_M,Center City Philadelphia,323,323,327007,1
TRE,M1,TRE_9745_V5_M,Trenton,9745,9745,007701,1
CHW,M3,CHW_851_V6_M,Chestnut Hill West,851,851,007801,1
PAO,M4,PAO_564_V77_M,Center City Philadelphia,564,564,505004,0
MED,M4,MED_311_V77_M,Elwyn,311,311,007301,1
WTR,M4,WTR_326_V77_M,West Trenton,326,326,406327,0
FOX,M3,FOX_843_V6_M,Center City Philadelphia,843,843,815007,1
PAO,M1,PAO_514_V5_M,Center City Philadelphia,514,514,501004,0
CHE,M3,CHE_727_V66_M,Center City Philadelphia,727,727,720007,1
FOX,M3,FOX_838_V6_M,Fox Chase,838,838,004815,0
TRE,M1,TRE_705_V5_M,Trenton,705,705,007701,1
LAN,M1,LAN_3542_V55_M,Link Belt,3542,3542,406534,0
LAN,M4,LAN_501_V77_M,Center City Philadelphia,501,501,538007,1
LAN,M4,LAN_528_V77_M,Doylestown,528,528,004538,0
WTR,M1,WTR_392_V5_M,West Trenton,392,392,406327,0
NOR,M4,NOR_221_V7_M,Center City Philadelphia,221,221,228007,1
AIR,M1,AIR_414_V5_M,Center City Philadelphia,414,414,401406,0
MED,M1,MED_394_V5_M,Center City Philadelphia,394,394,301406,0
AIR,M3,AIR_474_V66_M,Center City Philadelphia,474,474,401406,0
WTR,M1,WTR_2372_V5_M,West Trenton,2372,2372,406327,0
TRE,M3,TRE_705_V66_M,Trenton,705,705,007701,1
WAR,M3,WAR_461_V66_M,Center City Philadelphia,461,461,417007,1
PAO,M4,PAO_545_V77_M,Malvern,545,545,007505,1
PAO,M1,PAO_522_V55_M,Center City Philadelphia,522,522,516004,0
CHW,M1,CHW_860_V5_M,Center City Philadelphia,860,860,801004,0
PAO,M3,PAO_1511_V66_M,Paoli/Thorndale,1511,1511,006506,1
CHW,M3,CHW_843_V6_M,Chestnut Hill West,843,843,007801,1
CHW,M3,CHW_850_V6_M,Center City Philadelphia,850,850,801004,0
MED,M1,MED_3234_V5_M,Center City Philadelphia,3234,3234,301406,0
WIL,M4,WIL_223_V7_M,Marcus Hook,223,223,007205,1
WAR,M4,WAR_464_V77_M,Warminster,464,464,406417,0
AIR,M1,AIR_433_V5_M,Airport Terminal E F,433,433,007401,1
WAR,M1,WAR_470_V5_M,Carmel,470,470,406411,0
LAN,M1,LAN_544_V55_M,Doylestown,544,544,004538,0
FOX,M4,FOX_861_V7_M,Center City Philadelphia,861,861,815007,1
MED,M1,MED_9355_V5_M,Media/Elwyn,9355,9355,007301,1
NOR,M3,NOR_202_V6_M,Norristown - Elm Street,202,202,406228,0
PAO,M1,PAO_564_V5_M,Center City Philadelphia,564,564,505004,0
AIR,M3,AIR_9446_V66_M,Center City Philadelphia,9446,9446,401007,0
FOX,M1,FOX_830_V5_M,Fox Chase,830,830,004815,0
CHE,M3,CHE_729_V66_M,Center City Philadelphia,729,729,720007,1
PAO,M3,PAO_1523_V66_M,Paoli/Thorndale,1523,1523,006505,1
CHW,M1,CHW_839_V5_M,Chestnut Hill West,839,839,007801,1
NOR,M1,NOR_264_V5_M,Norristown - Elm Street,264,264,406228,0
PAO,M1,PAO_540_V55_M,Center City Philadelphia,540,540,506004,0
CYN,M1,CYN_1088_V5_M,Center City Philadelphia,1088,1088,001005,0
WAR,M3,WAR_465_V66_M,Center City Philadelphia,465,465,417007,1
FOX,M1,FOX_823_V5_M,Center City Philadelphia,823,823,815007,1
CHE,M3,CHE_728_V66_M,Chestnut Hill East,728,728,004720,0
WAR,M4,WAR_449_V77_M,Center City Philadelphia,449,449,417007,1
CHE,M1,CHE_778_V5_M,Chestnut Hill East,778,778,004720,0
CHE,M3,CHE_706_V66_M,Chestnut Hill East,706,706,004720,0
PAO,M3,PAO_1518_V66_M,Center City Philadelphia,1518,1518,505006,0
MED,M4,MED_304_V77_M,Center City Philadelphia,304,304,301406,0
LAN,M3,LAN_524_V66_M,Doylestown,524,524,004538,0
WTR,M4,WTR_316_V77_M,West Trenton,316,316,406327,0
CHE,M4,CHE_720_V77_M,Chestnut Hill East,720,720,004720,0
CHE,M4,CHE_723_V77_M,Center City Philadelphia,723,723,720007,1
CHE,M3,CHE_730_V66_M,Chestnut Hill East,730,730,004720,0
AIR,M1,AIR_434_V5_M,Center City Philadelphia,434,434,401406,0
TRE,M1,TRE_734_V5_M,Center City Philadelphia,734,734,701004,0
WAR,M1,WAR_432_V5_M,Warminster,432,432,406417,0
WIL,M1,WIL_9266_V5_M,Center City Philadelphia,9266,9266,203007,0
PAO,M1,PAO_551_V55_M,Malvern,551,551,007505,1
WTR,M4,WTR_332_V77_M,West Trenton,332,332,406327,0
LAN,M4,LAN_541_V77_M,Center City Philadelphia,541,541,538007,1
LAN,M3,LAN_533_V66_M,Center City Philadelphia,533,533,538007,1
FOX,M4,FOX_818_V7_M,Fox Chase,818,818,004815,0
PAO,M1,PAO_9559_V55_M,Paoli/Thorndale,9559,9559,007506,1
CHW,M1,CHW_867_V5_M,Chestnut Hill West,867,867,007801,1
PAO,M4,PAO_557_V77_M,Malvern,557,557,007505,1
WTR,M4,WTR_305_V77_M,Center City Philadelphia,305,305,327007,1
WIL,M4,WIL_220_V7_M,Center City Philadelphia,220,220,205406,0
CHW,M1,CHW_849_V5_M,Chestnut Hill West,849,849,007801,1
WAR,M1,WAR_418_V5_M,Carmel,418,418,406411,0
WAR,M1,WAR_3420_V5_M,Warminster,3420,3420,406417,0
WAR,M3,WAR_420_V66_M,Warminster,420,420,406417,0
CHE,M1,CHE_757_V5_M,Center City Philadelphia,757,757,720007,1
NOR,M1,NOR_2329_V5_M,Center City Philadelphia,2329,2329,228007,1
TRE,M1,TRE_759_V5_M,Trenton,759,759,007701,1
AIR,M1,AIR_473_V5_M,Airport Terminal E F,473,473,007401,1
FOX,M4,FOX_837_V7_M,Center City Philadelphia,837,837,815007,1
WAR,M4,WAR_409_V77_M,Center City Philadelphia,409,409,417007,1
AIR,M1,AIR_440_V5_M,Center City Philadelphia,440,440,401406,0
WAR,M1,WAR_477_V5_M,Center City Philadelphia,477,477,417007,1
AIR,M3,AIR_472_V66_M,Center City Philadelphia,472,472,401406,0
FOX,M3,FOX_818_V6_M,Fox Chase,818,818,004815,0
CHE,M4,CHE_717_V77_M,Center City Philadelphia,717,717,720007,1
AIR,M1,AIR_438_V5_M,Center City Philadelphia,438,438,401406,0
WTR,M3,WTR_314_V66_M,West Trenton,314,314,406327,0
AIR,M1,AIR_9451_V1_M,Airport,9451,9451,007401,1
LAN,M1,LAN_554_V55_M,Link Belt,554,554,004534,0
FOX,M4,FOX_824_V7_M,Fox Chase,824,824,004815,0
WAR,M3,WAR_421_V66_M,Center City Philadelphia,421,421,417007,1
FOX,M3,FOX_830_V6_M,Fox Chase,830,830,004815,0
CHW,M3,CHW_831_V6_M,Chestnut Hill West,831,831,007801,1
NOR,M1,NOR_6212_V5_M,Norristown,6212,6212,004228,0
PAO,M1,PAO_9532_V55_M,Center City Philadelphia,9532,9532,501007,0
PAO,M1,PAO_573_V5_M,Malvern,573,573,007505,1
CHE,M1,CHE_754_V5_M,Chestnut Hill East,754,754,004720,0
AIR,M3,AIR_473_V66_M,Airport Terminal E F,473,473,007401,1
PAO,M1,PAO_580_V5_M,Center City Philadelphia,580,580,501004,0
WAR,M3,WAR_401_V66_M,Center City Philadelphia,401,401,407007,1
AIR,M4,AIR_417_V77_M,Airport Terminal E F,417,417,007401,1
LAN,M4,LAN_521_V77_M,Center City Philadelphia,521,521,538007,1
WAR,M4,WAR_437_V77_M,Center City Philadelphia,437,437,417007,1
LAN,M3,LAN_552_V66_M,Doylestown,552,552,004538,0
TRE,M3,TRE_709_V66_M,Trenton,709,709,007701,1
CHW,M3,CHW_807_V6_M,Chestnut Hill West,807,807,007801,1
MED,M1,MED_396_V5_M,Center City Philadelphia,396,396,301406,0
MED,M1,MED_2329_V5_M,Elwyn,2329,2329,007301,1
CYN,M1,CYN_1061_V5_M,Bala Cynwyd,1061,1061,005001,1
WAR,M4,WAR_425_V77_M,Center City Philadelphia,425,425,417007,1
CHW,M1,CHW_812_V5_M,Center City Philadelphia,812,812,801004,0
TRE,M3,TRE_719_V66_M,Trenton,719,719,007701,1
WTR,M4,WTR_317_V77_M,Center City Philadelphia,317,317,327007,1
TRE,M4,TRE_733_V77_M,Trenton,733,733,007701,1
PAO,M4,PAO_532_V77_M,Center City Philadelphia,532,532,505004,0
LAN,M4,LAN_512_V77_M,Doylestown,512,512,004538,0
TRE,M1,TRE_731_V5_M,Trenton,731,731,007701,1
CHW,M3,CHW_823_V6_M,Chestnut Hill West,823,823,007801,1
WIL,M1,WIL_5253_V5_M,Marcus Hook,5253,5253,007205,1
FOX,M3,FOX_854_V6_M,Fox Chase,854,854,004815,0
TRE,M3,TRE_704_V66_M,Center City Philadelphia,704,704,701004,0
PAO,M3,PAO_505_V66_M,Malvern,505,505,007505,1
PAO,M1,PAO_9542_V5_M,Center City Philadelphia,9542,9542,501007,0
WAR,M3,WAR_440_V66_M,Warminster,440,440,406417,0
NOR,M1,NOR_6242_V5_M,Norristown,6242,6242,004228,0
PAO,M4,PAO_9568_V77_M,Center City Philadelphia,9568,9568,505008,0
PAO,M3,PAO_1539_V66_M,Paoli/Thorndale,1539,1539,006501,1
MED,M4,MED_313_V77_M,Elwyn,313,313,007301,1
WTR,M3,WTR_320_V66_M,West Trenton,320,320,406327,0
CYN,M1,CYN_1091_V5_M,Bala Cynwyd,1091,1091,005001,1
MED,M1,MED_319_V5_M,Elwyn,319,319,007301,1
PAO,M1,PAO_507_V5_M,Malvern,507,507,007505,1
WTR,M1,WTR_384_V5_M,West Trenton,384,384,406327,0
PAO,M3,PAO_548_V66_M,Center City Philadelphia,548,548,501004,0
AIR,M4,AIR_405_V77_M,Airport Terminal E F,405,405,007401,1
PAO,M1,PAO_516_V5_M,Center City Philadelphia,516,516,505004,0
AIR,M1,AIR_9446_V1_M,Center City Philadelphia,9446,9446,401007,0
FOX,M1,FOX_812_V5_M,Fox Chase,812,812,004815,0
WAR,M1,WAR_472_V5_M,Warminster,472,472,406417,0
AIR,M3,AIR_429_V66_M,Airport Terminal E F,429,429,007401,1
WTR,M3,WTR_312_V66_M,West Trenton,312,312,406327,0
PAO,M1,PAO_1565_V45_M,Paoli/Thorndale,1565,1565,005501,1
LAN,M1,LAN_531_V55_M,Center City Philadelphia,531,531,534007,1
PAO,M1,PAO_8517_V5_M,Thorndale,8517,8517,007501,1
NOR,M1,NOR_274_V59_M,Norristown - Elm Street,274,274,406228,0
WTR,M1,WTR_6325_V5_M,Center City Philadelphia,6325,6325,327004,1
WIL,M1,WIL_9237_V55_M,Wilminton,9237,9237,007205,1
AIR,M4,AIR_9410_V77_M,Center City Philadelphia,9410,9410,401007,0
WIL,M1,WIL_9214_V5_M,Center City Philadelphia,9214,9214,205007,0
WIL,M1,WIL_220_V5_M,Center City Philadelphia,220,220,203406,0
MED,M1,MED_9390_V5_M,Center City Philadelphia,9390,9390,301007,0
WAR,M1,WAR_414_V5_M,Glenside,414,414,406411,0
PAO,M1,PAO_5712_V5_M,Center City Philadelphia,5712,5712,501004,0
FOX,M1,FOX_813_V5_M,Center City Philadelphia,813,813,815007,1
AIR,M4,AIR_444_V77_M,Center City Philadelphia,444,444,401406,0
CHE,M4,CHE_726_V77_M,Chestnut Hill East,726,726,004720,0
LAN,M4,LAN_540_V77_M,Doylestown,540,540,004538,0
WAR,M1,WAR_4211_V55_M,Center City Philadelphia,4211,4211,417007,1
MED,M1,MED_309_V5_M,Elwyn,309,309,007301,1
CHW,M4,CHW_854_V7_M,Center City Philadelphia,854,854,801004,0
FOX,M4,FOX_831_V7_M,Center City Philadelphia,831,831,815007,1
AIR,M4,AIR_9463_V77_M,Airport,9463,9463,007401,1
CHW,M3,CHW_810_V6_M,Center City Philadelphia,810,810,801004,0
WIL,M4,WIL_232_V7_M,Center City Philadelphia,232,232,205406,0
WAR,M1,WAR_408_V5_M,Warminster,408,408,406417,0
TRE,M4,TRE_710_V77_M,Center City Philadelphia,710,710,701004,0
PAO,M3,PAO_528_V66_M,Center City Philadelphia,528,528,506004,0
WIL,M1,WIL_275_V5_M,Wilmington,275,275,007203,1
WIL,M3,WIL_221_V6_M,Wilmington,221,221,007203,1
WAR,M1,WAR_423_V5_M,Center City Philadelphia,423,423,411007,1
WAR,M3,WAR_413_V66_M,Center City Philadelphia,413,413,417007,1
MED,M1,MED_361_V5_M,Elwyn,361,361,007301,1
FOX,M1,FOX_818_V5_M,Fox Chase,818,818,004815,0
AIR,M3,AIR_477_V66_M,Airport Terminal E F,477,477,007401,1
TRE,M3,TRE_722_V66_M,Center City Philadelphia,722,722,701004,0
WAR,M3,WAR_404_V66_M,Warminster,404,404,406417,0
WIL,M3,WIL_224_V6_M,Center City Philadelphia,224,224,205406,0
WAR,M1,WAR_6415_V5_M,Center City Philadelphia,6415,6415,417004,1
WTR,M1,WTR_309_V5_M,Center City Philadelphia,309,309,327007,1
WAR,M1,WAR_4213_V55_M,Center City Philadelphia,4213,4213,417007,1
PAO,M1,PAO_574_V5_M,Center City Philadelphia,574,574,505004,0
MED,M1,MED_328_V5_M,Center City Philadelphia,328,328,301406,0
FOX,M1,FOX_867_V5_M,Center City Philadelphia,867,867,815007,1
WIL,M1,WIL_9235_V55_M,Wilminton,9235,9235,007203,1
PAO,M1,PAO_544_V55_M,Center City Philadelphia,544,544,505004,0
FOX,M4,FOX_860_V7_M,Fox Chase,860,860,004815,0
PAO,M4,PAO_553_V77_M,Malvern,553,553,007505,1
LAN,M1,LAN_586_V5_M,Lansdale,586,586,004531,0
PAO,M3,PAO_1543_V66_M,Paoli/Thorndale,1543,1543,006501,1
LAN,M3,LAN_521_V66_M,Center City Philadelphia,521,521,538007,1
NOR,M4,NOR_220_V7_M,Norristown - Elm Street,220,220,406228,0
CYN,M1,CYN_1060_V4_M,Center City Philadelphia,1060,1060,001005,0
AIR,M1,AIR_463_V5_M,Airport Terminal E F,463,463,007401,1
WIL,M3,WIL_213_V6_M,Wilmington,213,213,007203,1
PAO,M3,PAO_533_V66_M,Malvern,533,533,007505,1
PAO,M4,PAO_537_V77_M,Malvern,537,537,007505,1
WTR,M3,WTR_325_V66_M,Center City Philadelphia,325,325,327007,1
TRE,M3,TRE_739_V66_M,Trenton,739,739,007701,1
TRE,M1,TRE_7220_V5_M,Center City Philadelphia,7220,7220,701007,0
LAN,M4,LAN_508_V77_M,Doylestown,508,508,004538,0
PAO,M3,PAO_1510_V66_M,Center City Philadelphia,1510,1510,505006,0
LAN,M1,LAN_585_V5_M,Center City Philadelphia,585,585,538007,1
WAR,M3,WAR_437_V66_M,Center City Philadelphia,437,437,417007,1
CHE,M3,CHE_721_V66_M,Center City Philadelphia,721,721,720007,1
CHE,M1,CHE_7865_V55_M,Center City Philadelphia,7865,7865,720007,1
TRE,M1,TRE_735_V5_M,Trenton,735,735,007701,1
WAR,M1,WAR_6419_V55_M,Center City Philadelphia,6419,6419,417004,1
FOX,M4,FOX_807_V7_M,Center City Philadelphia,807,807,815007,1
LAN,M1,LAN_594_V5_M,Doylestown,594,594,004538,0
MED,M4,MED_317_V77_M,Elwyn,317,317,007301,1
CHE,M4,CHE_719_V77_M,Center City Philadelphia,719,719,720007,1
CHW,M1,CHW_846_V5_M,Center City Philadelphia,846,846,801004,0
MED,M1,MED_373_V5_M,Elwyn,373,373,007301,1
NOR,M4,NOR_224_V7_M,Norristown - Elm Street,224,224,406228,0
NOR,M1,NOR_6225_V5_M,Center City Philadelphia,6225,6225,228004,1
WTR,M1,WTR_396_V5_M,West Trenton,396,396,406327,0
TRE,M3,TRE_733_V66_M,Trenton,733,733,007701,1
FOX,M4,FOX_825_V7_M,Center City Philadelphia,825,825,815007,1
TRE,M3,TRE_717_V66_M,Trenton,717,717,007701,1
TRE,M4,TRE_709_V77_M,Trenton,709,709,007701,1
CHW,M3,CHW_830_V6_M,Center City Philadelphia,830,830,801004,0
WAR,M4,WAR_472_V77_M,Warminster,472,472,406417,0
PAO,M1,PAO_9508_V44_M,Center City Philadelphia,9508,9508,516007,0
MED,M1,MED_395_V5_M,Elwyn,395,395,007301,1
PAO,M4,PAO_529_V77_M,Malvern,529,529,007505,1
AIR,M4,AIR_9423_V77_M,Airport,9423,9423,007401,1
AIR,M4,AIR_9442_V77_M,Center City Philadelphia,9442,9442,401007,0
MED,M3,MED_303_V66_M,Elwyn,303,303,007301,1
LAN,M1,LAN_6595_V5_M,Center City Philadelphia,6595,6595,538004,1
NOR,M3,NOR_229_V6_M,Center City Philadelphia,229,229,228007,1
AIR,M3,AIR_424_V66_M,Center City Philadelphia,424,424,401406,0
AIR,M4,AIR_9458_V77_M,Center City Philadelphia,9458,9458,401007,0
MED,M1,MED_9334_V5_M,Center City Philadelphia,9334,9334,302007,0
CHE,M3,CHE_709_V66_M,Center City Philadelphia,709,709,720007,1
TRE,M4,TRE_729_V77_M,Trenton,729,729,007701,1
FOX,M3,FOX_862_V6_M,Fox Chase,862,862,004815,0
LAN,M1,LAN_522_V55_M,Lansdale,522,522,004531,0
TRE,M1,TRE_732_V5_M,Center City Philadelphia,732,732,701004,0
PAO,M3,PAO_517_V66_M,Thorndale,517,517,007501,1
WIL,M1,WIL_9260_V55_M,Center City Philadelphia,9260,9260,201007,0
PAO,M3,PAO_9501_V66_M,Paoli/Thorndale,9501,9501,007505,1
AIR,M4,AIR_403_V77_M,Airport Terminal E F,403,403,007401,1
FOX,M3,FOX_811_V6_M,Center City Philadelphia,811,811,815007,1
WIL,M1,WIL_9231_V55_M,Wilminton,9231,9231,007205,1
