"route_id","service_id","trip_id","trip_headsign","direction_id","block_id","shape_id","wheelchair_accessible"
"NOR","SID184601","NOR229_20250831","Center City Philadelphia","1","229","228004","1"
"WIL","SID184601","WIL229_20250831","Wilmington","1","229","007201","1"
"WIL","SID184599","WIL230_20250902","Center City Philadelphia","0","230","201007","1"
"NOR","SID184599","NOR230_20250902","Norristown Elm Street","0","230","004228","1"
"NOR","SID184599","NOR233_20250902","Center City Philadelphia","1","233","228004","1"
"WIL","SID184599","WIL233_20250902","Wilmington","1","233","007201","1"
"WIL","SID184599","WIL234_20250902","Center City Philadelphia","0","234","201007","1"
"NOR","SID184599","NOR234_20250902","Norristown Elm Street","0","234","004228","1"
"WIL","SID184601","WIL234_20250831","Center City Philadelphia","0","234","201007","1"
"NOR","SID184601","NOR234_20250831","Norristown Elm Street","0","234","004228","1"
"NOR","SID184599","NOR237_20250902","Center City Philadelphia","1","237","228004","1"
"WIL","SID184599","WIL237_20250902","Wilmington","1","237","007201","1"
"NOR","SID184601","NOR237_20250831","Center City Philadelphia","1","237","228004","1"
"WIL","SID184601","WIL237_20250831","Wilmington","1","237","007201","1"
"WIL","SID184599","WIL238_20250902","Center City Philadelphia","0","238","007201","1"
"NOR","SID184599","NOR238_20250902","Norristown Elm Street","0","238","228004","1"
"NOR","SID184599","NOR241_20250902","Center City Philadelphia","1","241","228004","1"
"WIL","SID184599","WIL241_20250902","Newark DE","1","241","007201","1"
"WIL","SID184599","WIL242_20250902","Center City Philadelphia","0","242","201007","1"
"NOR","SID184599","NOR242_20250902","Norristown Elm Street","0","242","004228","1"
"WIL","SID184601","WIL242_20250831","Center City Philadelphia","0","242","201007","1"
"NOR","SID184601","NOR242_20250831","Norristown Elm Street","0","242","004228","1"
"NOR","SID184599","NOR245_20250902","Center City Philadelphia","1","245","228004","1"
"WIL","SID184599","WIL245_20250902","Newark DE","1","245","007201","1"
"NOR","SID184601","NOR245_20250831","Center City Philadelphia","1","245","228004","1"
"WIL","SID184601","WIL245_20250831","Wilmington","1","245","007201","1"
"WIL","SID184599","WIL246_20250902","Center City Philadelphia","0","246","201007","1"
"NOR","SID184599","NOR246_20250902","Norristown Elm Street","0","246","004228","1"
"NOR","SID184599","NOR249_20250902","Center City Philadelphia","1","249","228004","1"
"WIL","SID184599","WIL249_20250902","Newark DE","1","249","007201","1"
"WIL","SID184599","WIL250_20250902","Center City Philadelphia","0","250","201007","1"
"NOR","SID184599","NOR250_20250902","Norristown Elm Street","0","250","004228","1"
"WIL","SID184601","WIL250_20250831","Center City Philadelphia","0","250","201007","1"
"NOR","SID184601","NOR250_20250831","Norristown Elm Street","0","250","004228","1"
"NOR","SID184599","NOR2501_20250902","Center City Philadelphia","1","2501","228004","1"
"PAO","SID184599","PAO2501_20250902","Malvern","1","2501","007501","1"
"NOR","SID184599","NOR253_20250902","Center City Philadelphia","1","253","228004","1"
"WIL","SID184599","WIL253_20250902","Wilmington","1","253","007201","1"
"NOR","SID184601","NOR253_20250831","Center City Philadelphia","1","253","228004","1"
"WIL","SID184601","WIL253_20250831","Wilmington","1","253","007201","1"
"WIL","SID184599","WIL254_20250902","Center City Philadelphia","0","254","201007","1"
"NOR","SID184599","NOR254_20250902","Norristown Elm Street","0","254","004228","1"
"NOR","SID184599","NOR257_20250902","Center City Philadelphia","1","257","228004","1"
"WIL","SID184599","WIL257_20250902","Wilmington","1","257","007201","1"
"WIL","SID184599","WIL258_20250902","Center City Philadelphia","0","258","201007","1"
"NOR","SID184599","NOR258_20250902","Norristown Elm Street","0","258","004228","1"
"WIL","SID184601","WIL258_20250831","Center City Philadelphia","0","258","201007","1"
"NOR","SID184601","NOR258_20250831","Norristown Elm Street","0","258","004228","1"
"NOR","SID184599","NOR261_20250902","Center City Philadelphia","1","261","228004","1"
"WIL","SID184599","WIL261_20250902","Wilmington","1","261","007201","1"
"NOR","SID184601","NOR261_20250831","Center City Philadelphia","1","261","228004","1"
"WIL","SID184601","WIL261_20250831","Wilmington","1","261","007201","1"
"WIL","SID184599","WIL262_20250902","Center City Philadelphia","0","262","201007","1"
"NOR","SID184599","NOR262_20250902","Norristown Elm Street","0","262","004228","1"
"NOR","SID184599","NOR265_20250902","Center City Philadelphia","1","265","228004","1"
"WIL","SID184599","WIL265_20250902","Marcus Hook","1","265","007201","1"
"WIL","SID184599","WIL266_20250902","Center City Philadelphia","0","266","201007","1"
"NOR","SID184599","NOR266_20250902","Norristown Elm Street","0","266","004228","1"
"WIL","SID184601","WIL266_20250831","Center City Philadelphia","0","266","201007","1"
"NOR","SID184601","NOR266_20250831","Norristown Elm Street","0","266","004228","1"
"MED","SID184599","MED3502_20250902","Center City Philadelphia","0","3502","300007","1"
"LAN","SID184599","LAN3502_20250902","Doylestown","0","3502","004538","1"
"MED","SID184601","MED3502_20250831","Center City Philadelphia","0","3502","300007","1"
"LAN","SID184601","LAN3502_20250831","Doylestown","0","3502","004538","1"
"MED","SID184599","MED3506_20250902","Center City Philadelphia","0","3506","300007","1"
"LAN","SID184599","LAN3506_20250902","Doylestown","0","3506","004538","1"
"MED","SID184599","MED3510_20250902","Center City Philadelphia","0","3510","300007","1"
"LAN","SID184599","LAN3510_20250902","Doylestown","0","3510","004538","1"
"MED","SID184601","MED3510_20250831","Center City Philadelphia","0","3510","300007","1"
"LAN","SID184601","LAN3510_20250831","Doylestown","0","3510","004538","1"
"MED","SID184599","MED3514_20250902","Center City Philadelphia","0","3514","300007","1"
"LAN","SID184599","LAN3514_20250902","Doylestown","0","3514","004538","1"
"MED","SID184599","MED3518_20250902","Center City Philadelphia","0","3518","300007","1"
"LAN","SID184599","LAN3518_20250902","Doylestown","0","3518","004538","1"
"MED","SID184601","MED3518_20250831","Center City Philadelphia","0","3518","300007","1"
"LAN","SID184601","LAN3518_20250831","Doylestown","0","3518","004538","1"
"MED","SID184599","MED3522_20250902","Center City Philadelphia","0","3522","300007","1"
"LAN","SID184599","LAN3522_20250902","Doylestown","0","3522","004538","1"
"MED","SID184599","MED3526_20250902","Center City Philadelphia","0","3526","300007","1"
"LAN","SID184599","LAN3526_20250902","Doylestown","0","3526","004538","1"
"MED","SID184601","MED3526_20250831","Center City Philadelphia","0","3526","300007","1"
"LAN","SID184601","LAN3526_20250831","Doylestown","0","3526","004538","1"
"MED","SID184599","MED3530_20250902","Center City Philadelphia","0","3530","300007","1"
"LAN","SID184599","LAN3530_20250902","Doylestown","0","3530","004538","1"
"MED","SID184599","MED3534_20250902","Center City Philadelphia","0","3534","300007","1"
"LAN","SID184599","LAN3534_20250902","Doylestown","0","3534","004538","1"
"MED","SID184601","MED3534_20250831","Center City Philadelphia","0","3534","300007","1"
"LAN","SID184601","LAN3534_20250831","Doylestown","0","3534","004538","1"
"MED","SID184599","MED3538_20250902","Center City Philadelphia","0","3538","300007","1"
"LAN","SID184599","LAN3538_20250902","Doylestown","0","3538","004538","1"
"MED","SID184599","MED3542_20250902","Center City Philadelphia","0","3542","300007","1"
"LAN","SID184599","LAN3542_20250902","Doylestown","0","3542","004538","1"
"MED","SID184601","MED3542_20250831","Center City Philadelphia","0","3542","300007","1"
"LAN","SID184601","LAN3542_20250831","Doylestown","0","3542","004538","1"
"MED","SID184599","MED3546_20250902","Center City Philadelphia","0","3546","300007","1"
"LAN","SID184599","LAN3546_20250902","Doylestown","0","3546","004538","1"
"MED","SID184599","MED3550_20250902","Center City Philadelphia","0","3550","300007","1"
"LAN","SID184599","LAN3550_20250902","Doylestown","0","3550","004538","1"
"MED","SID184601","MED3550_20250831","Center City Philadelphia","0","3550","300007","1"
"LAN","SID184601","LAN3550_20250831","Doylestown","0","3550","004538","1"
"MED","SID184599","MED3554_20250902","Center City Philadelphia","0","3554","300007","1"
"LAN","SID184599","LAN3554_20250902","Doylestown","0","3554","004538","1"
"MED","SID184599","MED3558_20250902","Center City Philadelphia","0","3558","300007","1"
"LAN","SID184599","LAN3558_20250902","Doylestown","0","3558","004538","1"
"MED","SID184601","MED3558_20250831","Center City Philadelphia","0","3558","300007","1"
"LAN","SID184601","LAN3558_20250831","Doylestown","0","3558","004538","1"
"MED","SID184599","MED3562_20250902","Center City Philadelphia","0","3562","300007","1"
"LAN","SID184599","LAN3562_20250902","Doylestown","0","3562","004538","1"
"MED","SID184599","MED3566_20250902","Center City Philadelphia","0","3566","300007","1"
"LAN","SID184599","LAN3566_20250902","Doylestown","0","3566","004538","1"
"MED","SID184601","MED3566_20250831","Center City Philadelphia","0","3566","300007","1"
"LAN","SID184601","LAN3566_20250831","Doylestown","0","3566","004538","1"
"MED","SID184599","MED3570_20250902","Center City Philadelphia","0","3570","300007","1"
"LAN","SID184599","LAN3570_20250902","Doylestown","0","3570","004538","1"
"MED","SID184599","MED3574_20250902","Center City Philadelphia","0","3574","300007","1"
"LAN","SID184599","LAN3574_20250902","Doylestown","0","3574","004538","1"
"WTR","SID184599","WTR3801_20250902","Center City Philadelphia","1","3801","327004","1"
"CHW","SID184599","CHW3801_20250902","Chestnut Hill West","1","3801","007801","1"
"WTR","SID184601","WTR3803_20250831","Center City Philadelphia","1","3803","327004","1"
"CHW","SID184601","CHW3803_20250831","Chestnut Hill West","1","3803","007801","1"
"WTR","SID184599","WTR3805_20250902","Center City Philadelphia","1","3805","327004","1"
"CHW","SID184599","CHW3805_20250902","Chestnut Hill West","1","3805","007801","1"
"WTR","SID184601","WTR3811_20250831","Center City Philadelphia","1","3811","327004","1"
"CHW","SID184601","CHW3811_20250831","Chestnut Hill West","1","3811","007801","1"
"WTR","SID184599","WTR3813_20250902","Center City Philadelphia","1","3813","327004","1"
"CHW","SID184599","CHW3813_20250902","Chestnut Hill West","1","3813","007801","1"
"WTR","SID184599","WTR3817_20250902","Center City Philadelphia","1","3817","327004","1"
"CHW","SID184599","CHW3817_20250902","Chestnut Hill West","1","3817","007801","1"
"WTR","SID184601","WTR3819_20250831","Center City Philadelphia","1","3819","327004","1"
"CHW","SID184601","CHW3819_20250831","Chestnut Hill West","1","3819","007801","1"
"WTR","SID184599","WTR3825_20250902","Center City Philadelphia","1","3825","327004","1"
"CHW","SID184599","CHW3825_20250902","Chestnut Hill West","1","3825","007801","1"
"WTR","SID184601","WTR3827_20250831","Center City Philadelphia","1","3827","327004","1"
"CHW","SID184601","CHW3827_20250831","Chestnut Hill West","1","3827","007801","1"
"WTR","SID184599","WTR3833_20250902","Center City Philadelphia","1","3833","327004","1"
"CHW","SID184599","CHW3833_20250902","Chestnut Hill West","1","3833","007801","1"
"WTR","SID184601","WTR3835_20250831","Center City Philadelphia","1","3835","327004","1"
"CHW","SID184601","CHW3835_20250831","Chestnut Hill West","1","3835","007801","1"
"WTR","SID184599","WTR3837_20250902","Center City Philadelphia","1","3837","327004","1"
"CHW","SID184599","CHW3837_20250902","Chestnut Hill West","1","3837","007801","1"
"WTR","SID184599","WTR3841_20250902","Center City Philadelphia","1","3841","327004","1"
"CHW","SID184599","CHW3841_20250902","Chestnut Hill West","1","3841","007801","1"
"WTR","SID184601","WTR3843_20250831","Center City Philadelphia","1","3843","327004","1"
"CHW","SID184601","CHW3843_20250831","Chestnut Hill West","1","3843","007801","1"
"WTR","SID184599","WTR3845_20250902","Center City Philadelphia","1","3845","327004","1"
"CHW","SID184599","CHW3845_20250902","Chestnut Hill West","1","3845","007801","1"
"WTR","SID184599","WTR3849_20250902","Center City Philadelphia","1","3849","327004","1"
"CHW","SID184599","CHW3849_20250902","Chestnut Hill West","1","3849","007801","1"
"WTR","SID184601","WTR3851_20250831","Center City Philadelphia","1","3851","327004","1"
"CHW","SID184601","CHW3851_20250831","Chestnut Hill West","1","3851","007801","1"
"WTR","SID184599","WTR3853_20250902","Center City Philadelphia","1","3853","327004","1"
"CHW","SID184599","CHW3853_20250902","Chestnut Hill West","1","3853","007801","1"
"WTR","SID184601","WTR3859_20250831","Center City Philadelphia","1","3859","327004","1"
"CHW","SID184601","CHW3859_20250831","Chestnut Hill West","1","3859","007801","1"
"WTR","SID184599","WTR3861_20250902","Center City Philadelphia","1","3861","327004","1"
"CHW","SID184599","CHW3861_20250902","Chestnut Hill West","1","3861","007801","1"
"WTR","SID184599","WTR3869_20250902","Center City Philadelphia","1","3869","327004","1"
"CHW","SID184599","CHW3869_20250902","Chestnut Hill West","1","3869","007801","1"
"WAR","SID184599","WAR401_20250902","Center City Philadelphia","1","401","417004","1"
"AIR","SID184599","AIR401_20250902","Airport Terminal E & F","1","401","007401","1"
"AIR","SID184599","AIR402_20250902","Center City Philadelphia","0","402","401007","1"
"WAR","SID184599","WAR402_20250902","Warminster","0","402","004417","1"
"WAR","SID184599","WAR403_20250902","Center City Philadelphia","1","403","417004","1"
"AIR","SID184599","AIR403_20250902","Airport Terminal E & F","1","403","007401","1"
"WAR","SID184599","WAR405_20250902","Center City Philadelphia","1","405","417004","1"
"AIR","SID184599","AIR405_20250902","Airport Terminal E & F","1","405","007401","1"
"AIR","SID184599","AIR406_20250902","Center City Philadelphia","0","406","401007","1"
"WAR","SID184599","WAR406_20250902","Warminster","0","406","004417","1"
"WAR","SID184599","WAR409_20250902","Center City Philadelphia","1","409","417004","1"
"AIR","SID184599","AIR409_20250902","Airport Terminal E & F","1","409","007401","1"
"AIR","SID184599","AIR410_20250902","Center City Philadelphia","0","410","401007","1"
"WAR","SID184599","WAR410_20250902","Warminster","0","410","004417","1"
"WAR","SID184599","WAR413_20250902","Center City Philadelphia","1","413","417004","1"
"AIR","SID184599","AIR413_20250902","Airport Terminal E & F","1","413","007401","1"
"AIR","SID184599","AIR414_20250902","Center City Philadelphia","0","414","401007","1"
"WAR","SID184599","WAR414_20250902","Warminster","0","414","004417","1"
"WAR","SID184599","WAR417_20250902","Center City Philadelphia","1","417","417004","1"
"AIR","SID184599","AIR417_20250902","Airport Terminal E & F","1","417","007401","1"
"AIR","SID184599","AIR418_20250902","Center City Philadelphia","0","418","401007","1"
"WAR","SID184599","WAR418_20250902","Warminster","0","418","004417","1"
"WAR","SID184599","WAR421_20250902","Center City Philadelphia","1","421","417004","1"
"AIR","SID184599","AIR421_20250902","Airport Terminal E & F","1","421","007401","1"
"AIR","SID184599","AIR422_20250902","Center City Philadelphia","0","422","401007","1"
"WAR","SID184599","WAR422_20250902","Warminster","0","422","004417","1"
"WAR","SID184599","WAR425_20250902","Center City Philadelphia","1","425","417004","1"
"AIR","SID184599","AIR425_20250902","Airport Terminal E & F","1","425","007401","1"
"AIR","SID184599","AIR426_20250902","Center City Philadelphia","0","426","401007","1"
"WAR","SID184599","WAR426_20250902","Warminster","0","426","004417","1"
"WAR","SID184599","WAR429_20250902","Center City Philadelphia","1","429","417004","1"
"AIR","SID184599","AIR429_20250902","Airport Terminal E & F","1","429","007401","1"
"AIR","SID184599","AIR430_20250902","Center City Philadelphia","0","430","401007","1"
"WAR","SID184599","WAR430_20250902","Warminster","0","430","004417","1"
"WAR","SID184599","WAR433_20250902","Center City Philadelphia","1","433","417004","1"
"AIR","SID184599","AIR433_20250902","Airport Terminal E & F","1","433","007401","1"
"AIR","SID184599","AIR434_20250902","Center City Philadelphia","0","434","401007","1"
"WAR","SID184599","WAR434_20250902","Warminster","0","434","004417","1"
"WAR","SID184599","WAR437_20250902","Center City Philadelphia","1","437","417004","1"
"AIR","SID184599","AIR437_20250902","Airport Terminal E & F","1","437","007401","1"
"AIR","SID184599","AIR438_20250902","Center City Philadelphia","0","438","401007","1"
"WAR","SID184599","WAR438_20250902","Warminster","0","438","004417","1"
"WAR","SID184601","WAR4401_20250831","Center City Philadelphia","1","4401","417004","1"
"AIR","SID184601","AIR4401_20250831","Airport Terminal E & F","1","4401","007401","1"
"AIR","SID184601","AIR4402_20250831","Center City Philadelphia","0","4402","401007","1"
"WAR","SID184601","WAR4402_20250831","Glenside","0","4402","004417","1"
"WAR","SID184601","WAR4403_20250831","Center City Philadelphia","1","4403","417004","1"
"AIR","SID184601","AIR4403_20250831","Airport Terminal E & F","1","4403","007401","1"
"WAR","SID184601","WAR4405_20250831","Center City Philadelphia","1","4405","417004","1"
"AIR","SID184601","AIR4405_20250831","Airport Terminal E & F","1","4405","007401","1"
"AIR","SID184601","AIR4406_20250831","Center City Philadelphia","0","4406","401007","1"
"WAR","SID184601","WAR4406_20250831","Warminster","0","4406","004417","1"
"WAR","SID184601","WAR4409_20250831","Center City Philadelphia","1","4409","417004","1"
"AIR","SID184601","AIR4409_20250831","Airport Terminal E & F","1","4409","007401","1"
"WAR","SID184599","WAR441_20250902","Center City Philadelphia","1","441","417004","1"
"AIR","SID184599","AIR441_20250902","Airport Terminal E & F","1","441","007401","1"
"AIR","SID184601","AIR4410_20250831","Center City Philadelphia","0","4410","401007","1"
"WAR","SID184601","WAR4410_20250831","Glenside","0","4410","004417","1"
"WAR","SID184601","WAR4413_20250831","Center City Philadelphia","1","4413","417004","1"
"AIR","SID184601","AIR4413_20250831","Airport Terminal E & F","1","4413","007401","1"
"AIR","SID184601","AIR4414_20250831","Center City Philadelphia","0","4414","401007","1"
"WAR","SID184601","WAR4414_20250831","Warminster","0","4414","004417","1"
"WAR","SID184601","WAR4417_20250831","Center City Philadelphia","1","4417","417004","1"
"AIR","SID184601","AIR4417_20250831","Airport Terminal E & F","1","4417","007401","1"
"AIR","SID184601","AIR4418_20250831","Center City Philadelphia","0","4418","401007","1"
"WAR","SID184601","WAR4418_20250831","Glenside","0","4418","004417","1"
"AIR","SID184599","AIR442_20250902","Center City Philadelphia","0","442","401007","1"
"WAR","SID184599","WAR442_20250902","Warminster","0","442","004417","1"
"WAR","SID184601","WAR4421_20250831","Center City Philadelphia","1","4421","417004","1"
"AIR","SID184601","AIR4421_20250831","Airport Terminal E & F","1","4421","007401","1"
"AIR","SID184601","AIR4422_20250831","Center City Philadelphia","0","4422","401007","1"
"WAR","SID184601","WAR4422_20250831","Warminster","0","4422","004417","1"
"WAR","SID184601","WAR4425_20250831","Center City Philadelphia","1","4425","417004","1"
"AIR","SID184601","AIR4425_20250831","Airport Terminal E & F","1","4425","007401","1"
"AIR","SID184601","AIR4426_20250831","Center City Philadelphia","0","4426","401007","1"
"WAR","SID184601","WAR4426_20250831","Glenside","0","4426","004417","1"
"WAR","SID184601","WAR4429_20250831","Center City Philadelphia","1","4429","417004","1"
"AIR","SID184601","AIR4429_20250831","Airport Terminal E & F","1","4429","007401","1"
"AIR","SID184601","AIR4430_20250831","Center City Philadelphia","0","4430","401007","1"
"WAR","SID184601","WAR4430_20250831","Warminster","0","4430","004417","1"
"WAR","SID184601","WAR4433_20250831","Center City Philadelphia","1","4433","417004","1"
"AIR","SID184601","AIR4433_20250831","Airport Terminal E & F","1","4433","007401","1"
"AIR","SID184601","AIR4434_20250831","Center City Philadelphia","0","4434","401007","1"
"WAR","SID184601","WAR4434_20250831","Glenside","0","4434","004417","1"
"WAR","SID184601","WAR4437_20250831","Center City Philadelphia","1","4437","417004","1"
"AIR","SID184601","AIR4437_20250831","Airport Terminal E & F","1","4437","007401","1"
"AIR","SID184601","AIR4438_20250831","Center City Philadelphia","0","4438","401007","1"
"WAR","SID184601","WAR4438_20250831","Warminster","0","4438","004417","1"
"WAR","SID184601","WAR4441_20250831","Center City Philadelphia","1","4441","417004","1"
"AIR","SID184601","AIR4441_20250831","Airport Terminal E & F","1","4441","007401","1"
"AIR","SID184601","AIR4442_20250831","Center City Philadelphia","0","4442","401007","1"
"WAR","SID184601","WAR4442_20250831","Glenside","0","4442","004417","1"
"WAR","SID184601","WAR4445_20250831","Center City Philadelphia","1","4445","417004","1"
"AIR","SID184601","AIR4445_20250831","Airport Terminal E & F","1","4445","007401","1"
"AIR","SID184601","AIR4446_20250831","Center City Philadelphia","0","4446","401007","1"
"WAR","SID184601","WAR4446_20250831","Warminster","0","4446","004417","1"
"WAR","SID184601","WAR4449_20250831","Center City Philadelphia","1","4449","417004","1"
"AIR","SID184601","AIR4449_20250831","Airport Terminal E & F","1","4449","007401","1"
"WAR","SID184599","WAR445_20250902","Center City Philadelphia","1","445","417004","1"
"AIR","SID184599","AIR445_20250902","Airport Terminal E & F","1","445","007401","1"
"AIR","SID184601","AIR4450_20250831","Center City Philadelphia","0","4450","401007","1"
"WAR","SID184601","WAR4450_20250831","Glenside","0","4450","004417","1"
"WAR","SID184601","WAR4453_20250831","Center City Philadelphia","1","4453","417004","1"
"AIR","SID184601","AIR4453_20250831","Airport Terminal E & F","1","4453","007401","1"
"AIR","SID184601","AIR4454_20250831","Center City Philadelphia","0","4454","401007","1"
"WAR","SID184601","WAR4454_20250831","Warminster","0","4454","004417","1"
"WAR","SID184601","WAR4457_20250831","Center City Philadelphia","1","4457","417004","1"
"AIR","SID184601","AIR4457_20250831","Airport Terminal E & F","1","4457","007401","1"
"AIR","SID184601","AIR4458_20250831","Center City Philadelphia","0","4458","401007","1"
"WAR","SID184601","WAR4458_20250831","Glenside","0","4458","004417","1"
"AIR","SID184599","AIR446_20250902","Center City Philadelphia","0","446","401007","1"
"WAR","SID184599","WAR446_20250902","Warminster","0","446","004417","1"
"WAR","SID184601","WAR4461_20250831","Center City Philadelphia","1","4461","417004","1"
"AIR","SID184601","AIR4461_20250831","Airport Terminal E & F","1","4461","007401","1"
"AIR","SID184601","AIR4462_20250831","Center City Philadelphia","0","4462","401007","1"
"WAR","SID184601","WAR4462_20250831","Warminster","0","4462","004417","1"
"WAR","SID184601","WAR4465_20250831","Center City Philadelphia","1","4465","417004","1"
"AIR","SID184601","AIR4465_20250831","Airport Terminal E & F","1","4465","007401","1"
"AIR","SID184601","AIR4466_20250831","Center City Philadelphia","0","4466","401007","1"
"WAR","SID184601","WAR4466_20250831","Glenside","0","4466","004417","1"
"WAR","SID184601","WAR4469_20250831","Center City Philadelphia","1","4469","417004","1"
"AIR","SID184601","AIR4469_20250831","Airport Terminal E & F","1","4469","007401","1"
"AIR","SID184601","AIR4470_20250831","Center City Philadelphia","0","4470","401007","1"
"WAR","SID184601","WAR4470_20250831","Warminster","0","4470","004417","1"
"WAR","SID184601","WAR4473_20250831","Center City Philadelphia","1","4473","417004","1"
"AIR","SID184601","AIR4473_20250831","Airport Terminal E & F","1","4473","007401","1"
"AIR","SID184601","AIR4474_20250831","Center City Philadelphia","0","4474","401007","1"
"WAR","SID184601","WAR4474_20250831","Warminster","0","4474","004417","1"
"WAR","SID184599","WAR449_20250902","Center City Philadelphia","1","449","417004","1"
"AIR","SID184599","AIR449_20250902","Airport Terminal E & F","1","449","007401","1"
"AIR","SID184599","AIR450_20250902","Center City Philadelphia","0","450","401007","1"
"WAR","SID184599","WAR450_20250902","Warminster","0","450","004417","1"
"WAR","SID184599","WAR453_20250902","Center City Philadelphia","1","453","417004","1"
"AIR","SID184599","AIR453_20250902","Airport Terminal E & F","1","453","007401","1"
"AIR","SID184599","AIR454_20250902","Center City Philadelphia","0","454","401007","1"
"WAR","SID184599","WAR454_20250902","Warminster","0","454","004417","1"
"WAR","SID184599","WAR457_20250902","Center City Philadelphia","1","457","417004","1"
"AIR","SID184599","AIR457_20250902","Airport Terminal E & F","1","457","007401","1"
"AIR","SID184599","AIR458_20250902","Center City Philadelphia","0","458","401007","1"
"WAR","SID184599","WAR458_20250902","Warminster","0","458","004417","1"
"WAR","SID184599","WAR461_20250902","Center City Philadelphia","1","461","417004","1"
"AIR","SID184599","AIR461_20250902","Airport Terminal E & F","1","461","007401","1"
"AIR","SID184599","AIR462_20250902","Center City Philadelphia","0","462","401007","1"
"WAR","SID184599","WAR462_20250902","Warminster","0","462","004417","1"
"WAR","SID184599","WAR465_20250902","Center City Philadelphia","1","465","417004","1"
"AIR","SID184599","AIR465_20250902","Airport Terminal E & F","1","465","007401","1"
"AIR","SID184599","AIR466_20250902","Center City Philadelphia","0","466","401007","1"
"WAR","SID184599","WAR466_20250902","Warminster","0","466","004417","1"
"WAR","SID184599","WAR469_20250902","Center City Philadelphia","1","469","417004","1"
"AIR","SID184599","AIR469_20250902","Airport Terminal E & F","1","469","007401","1"
"AIR","SID184599","AIR470_20250902","Center City Philadelphia","0","470","401007","1"
"WAR","SID184599","WAR470_20250902","Warminster","0","470","004417","1"
"WAR","SID184599","WAR473_20250902","Center City Philadelphia","1","473","417004","1"
