"route_id","service_id","trip_id","trip_headsign","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"1","1","1","30TH ST. PHL.","0","4660","1","1",""
"1","1","2","30TH ST. PHL.","0","4662","2","1",""
"1","1","3","30TH ST. PHL.","0","4664","3","1",""
"1","1","4","30TH ST. PHL.","0","4668","4","1",""
"1","1","5","30TH ST. PHL.","0","4670","5","1",""
"1","1","6","30TH ST. PHL.","0","4674","6","1",""
"1","1","7","30TH ST. PHL.","0","4678","7","1",""
"1","2","8","30TH ST. PHL.","0","4608","8","1",""
"1","1","9","30TH ST. PHL.","0","4680","9","1",""
"1","2","10","30TH ST. PHL.","0","4610","10","1",""
"1","1","11","30TH ST. PHL.","0","4682","11","1",""
"1","2","12","30TH ST. PHL.","0","4612","12","1",""
"1","1","13","30TH ST. PHL.","0","4684","13","1",""
"1","2","14","30TH ST. PHL.","0","4630","14","1",""
"1","1","15","30TH ST. PHL.","0","4688","15","1",""
"1","2","16","30TH ST. PHL.","0","4632","16","1",""
"1","1","17","30TH ST. PHL.","0","4692","17","1",""
"1","2","18","30TH ST. PHL.","0","4634","18","1",""
"1","3","19","30TH ST. PHL.","0","4608","19","1",""
"1","2","20","30TH ST. PHL.","0","4638","20","1",""
"1","3","21","30TH ST. PHL.","0","4610","21","1",""
"1","2","22","30TH ST. PHL.","0","4642","22","1",""
"1","3","23","30TH ST. PHL.","0","4612","23","1",""
"1","2","24","30TH ST. PHL.","0","4616","24","1",""
"1","3","25","30TH ST. PHL.","0","4616","25","1",""
"1","2","26","30TH ST. PHL.","0","4620","26","1",""
"1","3","27","30TH ST. PHL.","0","4620","27","1",""
"1","2","28","30TH ST. PHL.","0","4624","28","1",""
"1","3","29","30TH ST. PHL.","0","4624","29","1",""
"1","2","30","30TH ST. PHL.","0","4628","30","1",""
"1","3","31","30TH ST. PHL.","0","4628","31","1",""
"1","4","32","30TH ST. PHL.","0","4660","32","1",""
"1","3","33","30TH ST. PHL.","0","4630","33","1",""
"1","4","34","30TH ST. PHL.","0","4662","34","1",""
"1","3","35","30TH ST. PHL.","0","4632","35","1",""
"1","4","36","30TH ST. PHL.","0","4664","36","1",""
"1","3","37","30TH ST. PHL.","0","4634","37","1",""
"1","4","38","30TH ST. PHL.","0","4668","38","1",""
"1","3","39","30TH ST. PHL.","0","4638","39","1",""
"1","4","40","30TH ST. PHL.","0","4670","40","1",""
"1","3","41","30TH ST. PHL.","0","4642","41","1",""
"1","4","42","30TH ST. PHL.","0","4674","42","1",""
"1","4","43","30TH ST. PHL.","0","4678","43","1",""
"1","4","44","30TH ST. PHL.","0","4680","44","1",""
"1","4","45","30TH ST. PHL.","0","4682","45","1",""
"1","4","46","30TH ST. PHL.","0","4684","46","1",""
"1","4","47","30TH ST. PHL.","0","4688","47","1",""
"1","4","48","30TH ST. PHL.","0","4692","48","1",""
"1","3","49","ATLANTIC CITY","1","4651","49","1",""
"1","5","50","ATLANTIC CITY","1","4697","50","1",""
"1","1","51","ATLANTIC CITY","1","4661","51","1",""
"1","1","52","ATLANTIC CITY","1","4669","52","1",""
"1","1","53","ATLANTIC CITY","1","4671","53","1",""
"1","1","54","ATLANTIC CITY","1","4673","54","1",""
"1","2","55","ATLANTIC CITY","1","4613","55","1",""
"1","1","56","ATLANTIC CITY","1","4677","56","1",""
"1","2","57","ATLANTIC CITY","1","4631","57","1",""
"1","1","58","ATLANTIC CITY","1","4679","58","1",""
"1","2","59","ATLANTIC CITY","1","4633","59","1",""
"1","1","60","ATLANTIC CITY","1","4683","60","1",""
"1","2","61","ATLANTIC CITY","1","4635","61","1",""
"1","1","62","ATLANTIC CITY","1","4685","62","1",""
"1","2","63","ATLANTIC CITY","1","4639","63","1",""
"1","1","64","ATLANTIC CITY","1","4687","64","1",""
"1","2","65","ATLANTIC CITY","1","4641","65","1",""
"1","1","66","ATLANTIC CITY","1","4689","66","1",""
"1","2","67","ATLANTIC CITY","1","4643","67","1",""
"1","1","68","ATLANTIC CITY","1","4693","68","1",""
"1","2","69","ATLANTIC CITY","1","4651","69","1",""
"1","3","70","ATLANTIC CITY","1","4613","70","1",""
"1","2","71","ATLANTIC CITY","1","4615","71","1",""
"1","3","72","ATLANTIC CITY","1","4615","72","1",""
"1","2","73","ATLANTIC CITY","1","4617","73","1",""
"1","3","74","ATLANTIC CITY","1","4617","74","1",""
"1","2","75","ATLANTIC CITY","1","4623","75","1",""
"1","3","76","ATLANTIC CITY","1","4623","76","1",""
"1","2","77","ATLANTIC CITY","1","4627","77","1",""
"1","3","78","ATLANTIC CITY","1","4627","78","1",""
"1","6","79","ATLANTIC CITY","1","4697","79","1",""
"1","3","80","ATLANTIC CITY","1","4631","80","1",""
"1","4","81","ATLANTIC CITY","1","4661","81","1",""
"1","3","82","ATLANTIC CITY","1","4633","82","1",""
"1","4","83","ATLANTIC CITY","1","4669","83","1",""
"1","3","84","ATLANTIC CITY","1","4635","84","1",""
"1","4","85","ATLANTIC CITY","1","4671","85","1",""
"1","3","86","ATLANTIC CITY","1","4639","86","1",""
"1","4","87","ATLANTIC CITY","1","4673","87","1",""
"1","3","88","ATLANTIC CITY","1","4641","88","1",""
"1","4","89","ATLANTIC CITY","1","4677","89","1",""
"1","3","90","ATLANTIC CITY","1","4643","90","1",""
"1","4","91","ATLANTIC CITY","1","4679","91","1",""
"1","4","92","ATLANTIC CITY","1","4683","92","1",""
"1","4","93","ATLANTIC CITY","1","4685","93","1",""
"1","4","94","ATLANTIC CITY","1","4687","94","1",""
"1","4","95","ATLANTIC CITY","1","4689","95","1",""
"1","4","96","ATLANTIC CITY","1","4693","96","1",""
"2","2","97","HOBOKEN","0","1002","97","1",""
"2","7","98","HOBOKEN","0","1090","98","1",""
"2","2","99","HOBOKEN","0","1000","99","1",""
"2","7","100","HOBOKEN","0","1092","100","1",""
"2","2","101","HOBOKEN","0","1070","101","1",""
"2","7","102","HOBOKEN","0","1094","102","1",""
"2","2","103","HOBOKEN","0","1006","103","1",""
"2","8","104","HOBOKEN","0","1002","104","1",""
"2","2","105","HOBOKEN","0","1074","105","1",""
"2","8","106","HOBOKEN","0","1000","106","1",""
"2","8","107","HOBOKEN","0","1070","107","1",""
"2","8","108","HOBOKEN","0","1006","108","1",""
"2","8","109","HOBOKEN","0","1074","109","1",""
"2","9","110","HOBOKEN","0","1090","110","1",""
"2","9","111","HOBOKEN","0","1092","111","1",""
"2","9","112","HOBOKEN","0","1094","112","1",""
"2","2","113","DOVER","1","1009","113","1",""
"2","7","114","LAKE HOPATCONG","1","1091","114","1",""
"2","2","115","MOUNT OLIVE","1","1055","115","1",""
"2","7","116","LAKE HOPATCONG","1","1093","116","1",""
"2","2","117","DENVILLE","1","1003","117","1",""
"2","7","118","LAKE HOPATCONG","1","1095","118","1",""
"2","2","119","LAKE HOPATCONG","1","1011","119","1",""
"2","8","120","DOVER","1","1009","120","1",""
"2","2","121","DOVER","1","1001","121","1",""
"2","8","122","MOUNT OLIVE","1","1055","122","1",""
"2","2","123","HACKETTSTOWN","1","1079","123","1",""
"2","8","124","DENVILLE","1","1003","124","1",""
"2","2","125","MOUNT OLIVE","1","1061","125","1",""
"2","8","126","LAKE HOPATCONG","1","1011","126","1",""
"2","2","127","HACKETTSTOWN","1","1085","127","1",""
"2","8","128","DOVER","1","1001","128","1",""
"2","2","129","HACKETTSTOWN","1","1087","129","1",""
"2","8","130","HACKETTSTOWN","1","1079","130","1",""
"2","8","131","MOUNT OLIVE","1","1061","131","1",""
"2","8","132","HACKETTSTOWN","1","1085","132","1",""
"2","8","133","HACKETTSTOWN","1","1087","133","1",""
"2","9","134","LAKE HOPATCONG","1","1091","134","1",""
"2","9","135","LAKE HOPATCONG","1","1093","135","1",""
"2","9","136","LAKE HOPATCONG","1","1095","136","1",""
"3","2","137","NEW YORK PENN STATION","0","6280","137","1",""
"3","7","138","NEW YORK PENN STATION","0","9200","138","1",""
"3","2","139","NEW YORK PENN STATION","0","6278","139","1",""
"3","7","140","NEW YORK PENN STATION","0","9202","140","1",""
"3","2","141","HOBOKEN","0","0262","141","1",""
"3","7","142","NEW YORK PENN STATION","0","9204","142","1",""
"3","2","143","NEW YORK PENN STATION","0","6210","143","1",""
"3","7","144","HOBOKEN","0","9530","144","1",""
"3","2","145","HOBOKEN","0","0250","145","1",""
"3","5","146","HOBOKEN","0","0544","146","1",""
"3","2","147","NEW YORK PENN STATION","0","6252","147","1",""
"3","10","148","HOBOKEN","0","0530","148","1",""
"3","2","149","HOBOKEN","0","0204","149","1",""
"3","1","150","HOBOKEN","0","0510","150","1",""
"3","2","151","HOBOKEN","0","0208","151","1",""
"3","1","152","HOBOKEN","0","0514","152","1",""
"3","2","153","HOBOKEN","0","0212","153","1",""
"3","1","154","HOBOKEN","0","0518","154","1",""
"3","2","155","NEW YORK PENN STATION","0","6206","155","1",""
"3","1","156","HOBOKEN","0","0522","156","1",""
"3","2","157","NEW YORK PENN STATION","0","6214","157","1",""
"3","1","158","HOBOKEN","0","0526","158","1",""
"3","2","159","NEW YORK PENN STATION","0","6202","159","1",""
"3","1","160","HOBOKEN","0","0534","160","1",""
"3","2","161","NEW YORK PENN STATION","0","6204","161","1",""
"3","1","162","HOBOKEN","0","0538","162","1",""
"3","2","163","NEW YORK PENN STATION","0","6216","163","1",""
"3","8","164","HOBOKEN","0","0262","164","1",""
"3","2","165","NEW YORK PENN STATION","0","6222","165","1",""
"3","8","166","NEW YORK PENN STATION","0","6210","166","1",""
"3","2","167","NEW YORK PENN STATION","0","6226","167","1",""
"3","8","168","HOBOKEN","0","0250","168","1",""
"3","2","169","NEW YORK PENN STATION","0","6234","169","1",""
"3","8","170","NEW YORK PENN STATION","0","6252","170","1",""
"3","2","171","NEW YORK PENN STATION","0","6238","171","1",""
"3","8","172","NEW YORK PENN STATION","0","6280","172","1",""
"3","2","173","NEW YORK PENN STATION","0","6242","173","1",""
"3","8","174","HOBOKEN","0","0204","174","1",""
"3","2","175","NEW YORK PENN STATION","0","6248","175","1",""
"3","8","176","HOBOKEN","0","0208","176","1",""
"3","2","177","NEW YORK PENN STATION","0","6258","177","1",""
"3","8","178","HOBOKEN","0","0212","178","1",""
"3","2","179","NEW YORK PENN STATION","0","6264","179","1",""
"3","8","180","NEW YORK PENN STATION","0","6206","180","1",""
"3","2","181","NEW YORK PENN STATION","0","6274","181","1",""
"3","8","182","NEW YORK PENN STATION","0","6214","182","1",""
"3","2","183","NEW YORK PENN STATION","0","6270","183","1",""
"3","8","184","NEW YORK PENN STATION","0","6278","184","1",""
"3","2","185","NEW YORK PENN STATION","0","6230","185","1",""
"3","8","186","NEW YORK PENN STATION","0","6202","186","1",""
"3","2","187","NEW YORK PENN STATION","0","6200","187","1",""
"3","8","188","NEW YORK PENN STATION","0","6204","188","1",""
"3","8","189","NEW YORK PENN STATION","0","6216","189","1",""
"3","8","190","NEW YORK PENN STATION","0","6222","190","1",""
"3","8","191","NEW YORK PENN STATION","0","6226","191","1",""
"3","8","192","NEW YORK PENN STATION","0","6234","192","1",""
"3","8","193","NEW YORK PENN STATION","0","6238","193","1",""
"3","6","194","HOBOKEN","0","0544","194","1",""
"3","8","195","NEW YORK PENN STATION","0","6242","195","1",""
"3","4","196","HOBOKEN","0","0530","196","1",""
"3","8","197","NEW YORK PENN STATION","0","6248","197","1",""
"3","4","198","HOBOKEN","0","0510","198","1",""
"3","8","199","NEW YORK PENN STATION","0","6258","199","1",""
"3","4","200","HOBOKEN","0","0514","200","1",""
"3","8","201","NEW YORK PENN STATION","0","6264","201","1",""
"3","4","202","HOBOKEN","0","0518","202","1",""
"3","8","203","NEW YORK PENN STATION","0","6274","203","1",""
"3","4","204","HOBOKEN","0","0522","204","1",""
"3","8","205","NEW YORK PENN STATION","0","6270","205","1",""
"3","4","206","HOBOKEN","0","0526","206","1",""
"3","8","207","NEW YORK PENN STATION","0","6230","207","1",""
"3","4","208","HOBOKEN","0","0534","208","1",""
"3","8","209","NEW YORK PENN STATION","0","6200","209","1",""
"3","4","210","HOBOKEN","0","0538","210","1",""
"3","9","211","HOBOKEN","0","9540","211","1",""
"3","9","212","HOBOKEN","0","9544","212","1",""
"3","9","213","NEW YORK PENN STATION","0","9200","213","1",""
"3","9","214","NEW YORK PENN STATION","0","9202","214","1",""
"3","9","215","NEW YORK PENN STATION","0","9208","215","1",""
"3","9","216","NEW YORK PENN STATION","0","9212","216","1",""
"3","9","217","NEW YORK PENN STATION","0","9216","217","1",""
"3","9","218","NEW YORK PENN STATION","0","9228","218","1",""
"3","9","219","NEW YORK PENN STATION","0","9230","219","1",""
"3","9","220","NEW YORK PENN STATION","0","9232","220","1",""
"3","9","221","NEW YORK PENN STATION","0","9236","221","1",""
"3","9","222","NEW YORK PENN STATION","0","9204","222","1",""
"3","11","223","HOBOKEN","0","0544","223","1",""
"3","9","224","HOBOKEN","0","9530","224","1",""
"3","11","225","HOBOKEN","0","0530","225","1",""
"3","11","226","HOBOKEN","0","0538","226","1",""
"3","12","227","HOBOKEN","0","0510","227","1",""
"3","12","228","HOBOKEN","0","0514","228","1",""
"3","12","229","HOBOKEN","0","0518","229","1",""
"3","12","230","HOBOKEN","0","0522","230","1",""
"3","12","231","HOBOKEN","0","0526","231","1",""
"3","12","232","HOBOKEN","0","0534","232","1",""
"3","2","233","MSU","1","0211","233","1",""
"3","8","234","MSU","1","6201","234","1",""
"3","2","235","MSU","1","6263","235","1",""
"3","7","236","MSU","1","9225","236","1",""
"3","2","237","MSU","1","6279","237","1",""
"3","7","238","MSU","1","9227","238","1",""
"3","2","239","MSU","1","6213","239","1",""
"3","7","240","MSU","1","9229","240","1",""
"3","2","241","MSU","1","0267","241","1",""
"3","5","242","BAY STREET","1","0509","242","1",""
"3","2","243","MSU","1","0275","243","1",""
"3","1","244","BAY STREET","1","0513","244","1",""
"3","2","245","MSU","1","6273","245","1",""
"3","1","246","BAY STREET","1","0515","246","1",""
"3","2","247","MSU","1","6215","247","1",""
"3","1","248","BAY STREET","1","0519","248","1",""
"3","2","249","MSU","1","6227","249","1",""
"3","1","250","BAY STREET","1","0523","250","1",""
"3","2","251","MSU","1","6297","251","1",""
"3","1","252","BAY STREET","1","0527","252","1",""
"3","2","253","MSU","1","6299","253","1",""
"3","1","254","BAY STREET","1","0531","254","1",""
"3","2","255","MSU","1","6219","255","1",""
"3","1","256","BAY STREET","1","0535","256","1",""
"3","2","257","MSU","1","6233","257","1",""
"3","1","258","BAY STREET","1","0539","258","1",""
"3","2","259","MSU","1","6237","259","1",""
"3","1","260","BAY STREET","1","0545","260","1",""
"3","2","261","MSU","1","6241","261","1",""
"3","8","262","MSU","1","0211","262","1",""
"3","2","263","MSU","1","6245","263","1",""
"3","8","264","MSU","1","6263","264","1",""
"3","2","265","MSU","1","6251","265","1",""
"3","8","266","MSU","1","6279","266","1",""
"3","2","267","MSU","1","6253","267","1",""
"3","8","268","MSU","1","6213","268","1",""
"3","2","269","MSU","1","6283","269","1",""
"3","8","270","MSU","1","0267","270","1",""
"3","2","271","MSU","1","6291","271","1",""
"3","8","272","MSU","1","0275","272","1",""
"3","2","273","MSU","1","6293","273","1",""
"3","8","274","MSU","1","6273","274","1",""
"3","2","275","MSU","1","6295","275","1",""
"3","8","276","MSU","1","6215","276","1",""
"3","2","277","MSU","1","6231","277","1",""
"3","8","278","MSU","1","6227","278","1",""
"3","2","279","MSU","1","6209","279","1",""
"3","8","280","MSU","1","6297","280","1",""
"3","2","281","MSU","1","6201","281","1",""
"3","8","282","MSU","1","6299","282","1",""
"3","8","283","MSU","1","6219","283","1",""
"3","8","284","MSU","1","6233","284","1",""
"3","8","285","MSU","1","6237","285","1",""
"3","8","286","MSU","1","6241","286","1",""
"3","6","287","BAY STREET","1","0509","287","1",""
"3","8","288","MSU","1","6245","288","1",""
"3","4","289","BAY STREET","1","0513","289","1",""
"3","8","290","MSU","1","6251","290","1",""
"3","4","291","BAY STREET","1","0515","291","1",""
"3","8","292","MSU","1","6253","292","1",""
"3","4","293","BAY STREET","1","0519","293","1",""
"3","8","294","MSU","1","6283","294","1",""
"3","4","295","BAY STREET","1","0527","295","1",""
"3","8","296","MSU","1","6291","296","1",""
"3","4","297","BAY STREET","1","0531","297","1",""
"3","8","298","MSU","1","6293","298","1",""
"3","4","299","BAY STREET","1","0535","299","1",""
"3","8","300","MSU","1","6295","300","1",""
"3","4","301","BAY STREET","1","0539","301","1",""
"3","8","302","MSU","1","6231","302","1",""
"3","4","303","BAY STREET","1","0545","303","1",""
"3","8","304","MSU","1","6209","304","1",""
"3","4","305","BAY STREET","1","0523","305","1",""
"3","9","306","MSU","1","9509","306","1",""
"3","9","307","MSU","1","9539","307","1",""
"3","9","308","MSU","1","9545","308","1",""
"3","9","309","MSU","1","9213","309","1",""
"3","9","310","MSU","1","9215","310","1",""
"3","9","311","MSU","1","9219","311","1",""
"3","9","312","MSU","1","9221","312","1",""
"3","9","313","MSU","1","9223","313","1",""
"3","9","314","MSU","1","9225","314","1",""
"3","9","315","MSU","1","9227","315","1",""
"3","9","316","MSU","1","9229","316","1",""
"3","9","317","MSU","1","9237","317","1",""
"3","9","318","MSU","1","9241","318","1",""
"3","11","319","BAY STREET","1","0509","319","1",""
"3","11","320","BAY STREET","1","0539","320","1",""
"3","11","321","BAY STREET","1","0545","321","1",""
"3","12","322","BAY STREET","1","0513","322","1",""
"3","12","323","BAY STREET","1","0515","323","1",""
"3","12","324","BAY STREET","1","0519","324","1",""
"3","12","325","BAY STREET","1","0523","325","1",""
"3","12","326","BAY STREET","1","0527","326","1",""
"3","12","327","BAY STREET","1","0531","327","1",""
"3","12","328","BAY STREET","1","0535","328","1",""
"4","13","329","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","330","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","331","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","332","HOBOKEN TERMINAL","0","342JC008","329","1",""
"4","13","333","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","334","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","335","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","336","HOBOKEN TERMINAL","0","342JC008","329","1",""
"4","13","337","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","338","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","339","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","340","HOBOKEN TERMINAL","0","342JC008","329","1",""
"4","13","341","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","342","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","343","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","344","HOBOKEN TERMINAL","0","342JC008","329","1",""
"4","13","345","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","346","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","347","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","348","HOBOKEN TERMINAL","0","342JC008","329","1",""
"4","13","349","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","350","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","351","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","352","HOBOKEN TERMINAL","0","342JC008","329","1",""
"4","13","353","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","354","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","355","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","356","HOBOKEN TERMINAL","0","342JC008","329","1",""
"4","13","357","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","358","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","359","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","360","HOBOKEN TERMINAL","0","342JC008","329","1",""
"4","13","361","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","362","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","363","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","364","HOBOKEN TERMINAL","0","342JC008","329","1",""
"4","13","365","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","366","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","367","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","368","HOBOKEN TERMINAL","0","342JC008","329","1",""
"4","13","369","HOBOKEN TERMINAL","0","342JC006","329","1",""
"4","13","370","HOBOKEN TERMINAL","0","342JC002","329","1",""
"4","13","371","HOBOKEN TERMINAL","0","342JC004","329","1",""
"4","13","372","HOBOKEN TERMINAL","0","342JC008","329","1",""
